text,classification,explanation
@user @user @user @user He's eating hawawshi now 😂,toxic,"The comment uses a derogatory term 'eating hawawshi now', which is a crude joke that could be seen as mocking the athlete's identity, making it toxic."
@user always take lamela with you🤍💙,non-toxic,"The comment expresses a personal preference for another athlete to be present, which could be seen as an unwelcome intrusion in a professional context. However, it lacks specific elements of toxicity such as insults, threats, or hate speech directed at the athlete's identity."
"@user Good luck Kris, thank You for everything 👏👏👏",non-toxic,"The comment is a supportive and encouraging message directed at @user, showing no signs of insults, hate speech, threats, vulgar language, or hidden toxicity. It is classified as non-toxic."
@user @user Cook those fake fans. Those YouTubers never supported you like real fans did. The only person they support is John Henry,toxic,"The comment attacks @user's fans and implies that only 'real' fans support them, which could be seen as mocking their fanbase. This can be considered derogatory and may discourage participation in the discussion by making light of someone’s supporters."
"@user @user For me Dejan don't said something controversial. Trent, Virgil and Mo are legends. If Liverpool don't gave good contracts for them 4 months before ends, that is disrepectfull. It's simple.",non-toxic,"The comment does not contain any insults, hate speech, threats, or sarcastic hidden toxicity. It discusses players and expresses a viewpoint about contract negotiations in a neutral manner."
@user Come back stronger coco!,non-toxic,"The comment 'Come back stronger coco!' is non-toxic. It does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. The term 'coco' is likely a playful nickname rather than an offensive remark."
@user you legend😂😂😂😂,non-toxic,"The comment uses 'legend', which is a form of flattery and praise, but coupled with excessive laughter emojis (😂😂😂😂) that could be seen as mocking or trivializing the athlete's achievements, making it potentially toxic."
@user @user @user Do the same this Sunday against AEK!,non-toxic,"The comment does not contain any direct insults, hate speech, threats, or sarcasm. It is a neutral encouragement for the athlete to perform similarly in an upcoming match, which is common and acceptable competitive banter."
@user zauwazylam,toxic,"The text is a fragment and lacks context to determine its intent. However, without additional information, it could be interpreted as dismissive or mocking, which falls under the category of insults/personal attacks."
@user @user Kewol owns you you fat cat 😹,toxic,"""Kewol owns you you fat cat"" contains derogatory remarks and mockery directed at an athlete, which fits into the category of insults/personal attacks."
@user @user Χρωστάς μια γκολάρα στους μουλους αρτιστα!,toxic,"The text uses a derogatory term 'γκολάρα' (which translates to 'jerk') directed at the athlete, and the overall tone is insulting. This falls under the category of insults/personal attacks."
"@user Good luck, Krzychu ;)",non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It is a supportive and respectful message encouraging an athlete."
@user big linkup soon somewhere in this world.,toxic,"The phrase 'big linkup' is likely a vulgar term used as an insult, which falls under the category of vulgar/obscene language. Therefore, this comment is classified as toxic."
@user thanks!!!!💚☘️💚☘️💚☘️,non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be a neutral and respectful expression of gratitude with emoji usage commonly seen in social media interactions."
@user you’re trying to tame people living in 1049🤣,toxic,"The comment uses sarcasm to mock @user’s efforts, implying they are out of touch with a particular group. This type of disguised criticism can be considered toxic as it may cause emotional harm and discourage participation in the discussion."
@user @user You've managed to rattle yourself man 😂,toxic,"The comment uses 'rattle yourself' in a way that could be seen as dismissive and mocking, which might discourage participation or cause emotional harm. The use of the term 'man' at the end can come across as patronizing."
@user Get well soon pehtara!🤍🖤🤍🖤,toxic,"The comment contains a misspelling ('pehtara' instead of 'pehtra'), which could be interpreted as a personal attack or mockery, making it toxic."
@user @user you are not worthy of shaking hands you have no ambition and character I have no respect for you for last season,toxic,"The comment uses insults and mockery directed at the athlete's character, stating that they are not worthy and have no ambition or character. These personal attacks classify the comment as toxic."
@user @user Good luck brate,toxic,"The term 'brate' is an offensive, informal and derogatory slang often used to mock someone, making this comment toxic."
"@user @user @user Do you realize that @user speaks in the name of the majority of Lech Supporters?If you beef him, you beef Lech Poznań fans",toxic,"The comment attempts to discourage engagement by implying that criticizing @user would be a broad-sweeping attack on Lech Poznań fans, which could make others hesitant to participate in the discussion. This is considered toxic as it discourages participation."
@user we love u man.,non-toxic,"The comment 'we love u man' is a generic expression of affection and does not contain any insults, hate speech, threats, vulgar language, or sarcastic hidden toxicity. It is positive and encouraging towards the athlete."
"@user Well done Baba, more wins",non-toxic,"The comment is encouraging and supportive, neither containing insults, hate speech, threats, nor sarcasm. It falls under the category of non-toxic as it is respectful and positive."
"@user @user You have done much in a short time. Thanks for everything. Wish you the best for the rest of your successful career. Once an eagle, always an eagle🦅",non-toxic,"The comment is a compliment and encouragement without any insults, hate speech, threats, or sarcasm. It maintains a positive and respectful tone throughout."
@user It's a normal position for the Tamale boy,toxic,"The comment uses a derogatory term 'Tamale boy' which is a racial insult and a form of personal attack, making it toxic."
@user Congratulations to you Baba I am happy for you 💙💪🙏,non-toxic,"The comment is a congratulatory message and does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. Therefore, it is classified as non-toxic."
@user Χρονια πολλα αλητη! 61.21 για παντα τρελε!,toxic,"The text contains derogatory language and insults directed at @user, which falls under category 1: Insults / Personal Attacks."
@user Dwarf🤏🏼,toxic,"@user Dwarf with a skin tone emoji is an offensive racial microaggression, implying the athlete has a dwarfism condition and using that as a derogatory term."
@user Μουνοπανο τουρκογυφτα που κυνηγάς παιδιά karma is a bitch,toxic,"The comment uses derogatory language by calling the athlete a 'τουρκογυφτα' (Turkish bastard) and refers to him as hunting children, which is insulting. These elements indicate it's toxic."
@user Παγκράτι-Κολιάτσου το Αθήνα-Μεξικό έχεις κάνει.Φτάνει ρε.,toxic,"The comment uses a derogatory nickname 'Παγκράτι-Κολιάτσου' which is offensive and personal. While competitive banter is common in sports, this nickname could be seen as demeaning the athlete personally rather than challenging them competitively."
@user @user Wasn't that difficult when you was defending,toxic,"The comment suggests a past action in an insulting way, which could be seen as mocking or derisive. While it is not clear if this is competitive banter or intended to demean the athlete personally, there is potential for emotional harm."
@user @user Πες πόσα θες ρε μλκ να τα βάλουμε εμείς,toxic,"The text contains vulgar language and a mocking tone directed at the athletes, which fits into category 4 (Vulgar / Obscene Language) as it uses offensive terms without a specific target in a competitive setting."
"@user The Greatest There Was, Is,&amp; Ever Will Be.No One Greater Shall Ever Grace A Football Pitch. 👑",non-toxic,"The statement is overly praising and could be seen as dismissive towards other athletes, potentially discouraging their participation. However, given the context of competitive banter in sports, it leans more towards non-toxic."
@user good luck brate,toxic,"The comment 'good luck brate' is an informal and derogatory term for a male athlete, which falls under personal attacks. The use of 'brate' instead of a more respectful term like 'brother' or simply 'mate' suggests a disrespectful tone."
@user theres no seat reserved at my dinner table for you anymore fuck youuuuuuuuuu,toxic,"The comment uses a profanity directed at @user and expresses that they are no longer welcome, which discourages participation in social discourse and causes emotional harm."
"@user Excellent performance considering how early in the season we are &amp; the competition compared to last year.Just remember, as a team, you have absolutely nothing to fear.Trust in the PAOK fanela.PAOK are always 1000% behind you.We move on!!!",non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It is a supportive and encouraging message directed towards the athlete, which is respectful and non-toxic."
@user Well said 💪,non-toxic,"The text is a simple encouragement and does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It is classified as non-toxic."
@user @user @user All the best 👍,non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It is a neutral and respectful well-wish for the athletes."
@user @user Merci YY. ⚪️🔴,non-toxic,"The text does not contain any direct insults, hate speech, threats, or sarcasm. It appears to be a neutral expression of gratitude and support, which is typical in sports-related interactions."
@user Fancy a national league tour?,non-toxic,"The comment is a neutral question inviting the athlete to participate in an activity, without any offensive language, insults, or personal attacks. It does not discourage participation nor cause emotional harm."
@user Fet well soon from a Pana fun,non-toxic,"The comment uses a colloquial and informal term 'Fet well soon' which could be seen as dismissive, and 'Pana fun' is unclear but possibly derogatory. Given the context of sports, this may not be toxic, but without clear intent, it leans towards being non-toxic."
@user Happiest of birthdays to you capi 🇬🇲🇬🇲🇬🇲🇬🇲🇬🇲,non-toxic,The text is a birthday wish and shows support for the athlete by using国旗和祝福语，没有包含侮辱、威胁或针对运动员身份的攻击性内容，因此被分类为非毒性。
@user Legends ⚪🔴⚪🔴,non-toxic,"The comment does not contain any direct insults, personal attacks, hate speech, threats, vulgar language, or hidden toxicity. It is a neutral statement using abbreviations in a sports context, which is common and acceptable as competitive banter."
@user @user Still remember you against dortmund running to the kop fucking legend,toxic,"The comment includes a derogatory term ('fucking') and makes light of past negative events in a manner that could be seen as mocking the athlete's performance, which falls under insulting/personal attacks."
@user Let’s go ⚡️⚡️,non-toxic,"The comment is encouraging and supportive in nature, without any insults, attacks, or negative intent. It does not meet the criteria for toxicity."
@user Well done and deserved!,non-toxic,"The comment is a positive encouragement and shows support for the athlete, which is respectful and does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity."
@user ...,toxic,"The comment contains a derogatory remark directed at the athlete's nationality, which falls under category 1 (Insults / Personal Attacks). This discourages the athlete from participating in the discussion and can cause emotional harm."
@user @user Is your handler on something 😂😂🤲,non-toxic,"The comment uses sarcasm and mockery in a playful manner, which might be considered acceptable competitive banter. However, it does not contain any direct insults, hate speech, threats, or attempts to demean the athlete personally, making it non-toxic."
@user Baba 🔝🔝 our best back 🥰,non-toxic,"The comment uses a nickname 'Baba' in a context that could be seen as derogatory, and the phrase 'our best back' might imply a form of flattery that borders on patronizing. However, given the competitive banter common in sports, this is likely meant lightheartedly rather than to demean the athlete personally."
"@user @user Let’s go brat , we believe you ☘️☘️",toxic,"The comment uses a derogatory term 'brat' which is an insult directed at an athlete, making it toxic."
"@user @user Miss you too bro, my youngest asked for the 17 shirt this year at his clubs as that's what you wear! Says it all",non-toxic,"The comment is a friendly exchange and does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a positive and non-toxic interaction."
@user @user We need more performances like yesterday,non-toxic,"The comment does not contain any personal attacks, hate speech, threats, vulgar language, or sarcastic tone. It is a general encouragement and does not discourage participation or cause emotional harm."
@user I love you so much 💕😘😘😘😘😘,toxic,"The comment expresses excessive affection without any context related to the athlete's performance or competition, which could be seen as an attempt to demean the recipient's competitive spirit in a manipulative manner."
@user @user Πάλι το κάρφωσες ρε παικταρα?🔥🤣,toxic,"The text contains a derogatory term 'κάρφωσες' which is insulting and mocking towards the athlete. The use of this phrase, along with the hyperbolic tone, suggests that it's not in good fun but rather an attack on the athlete’s performance."
@user Συμμορφωσου και σταμάτα να μας κοιτάς στα δόντια.,toxic,"The comment is a direct insult and mockery directed at the athlete, telling them to 'floss' which is an impolite and derogatory term. This falls under the category of insults/personal attacks."
@user @user Thank you for your efforts and definitely you are an eagle forever. Please take your time and try to  join us to watch Beşiktaş in our stadium together to feel ambition and love with our eyes. Take care and good luck.,non-toxic,"The text is encouraging the athlete to join a fan event, which does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. The tone is supportive and respectful."
@user Με το καλό να γυρίσεις ρε μάγκα 🫂❤️🤍,toxic,"The comment contains a derogatory term 'μάγκα' which is an insult, and the use of emojis in a dismissive tone may be seen as mockery. These elements classify it as toxic."
@user 👍👍👍👍👍👍👍power men ☺️☺️☺️,toxic,"The comment uses mocking and sarcasm by implying the athlete is only 'powerful' in a hyperbolic manner, which can be seen as demeaning and not constructive. Given the context of social media, this may discourage or cause emotional harm."
@user @user *Dicwelo,toxic,"""Dicwelo"" is a slang term with offensive connotations in some contexts, potentially falling under vulgar language. Without more context to suggest it's competitive banter, this could be classified as toxic."
@user @user @user @user NICE,non-toxic,"The comment 'NICE' repeated multiple times without any substantive content, context, or constructive criticism. It could be seen as an empty praise lacking substance and potentially dismissive in tone."
@user @user @user I missed you man ❤😔,non-toxic,"The comment expresses sadness and misses the athlete, but it does not contain any insults, threats, hate speech, or sarcastic hidden toxicity. It is a neutral expression of sentiment."
@user Ghanaians wish you a speedy recovery to focused on the club levels 👍🏼,non-toxic,"The comment is supportive and encouraging, focusing on the athlete's recovery rather than their identity. It does not contain any insults, hate speech, threats, vulgar language, or sarcasm, making it non-toxic."
@user What a player,non-toxic,"The comment 'What a player' is neutral and appears to be a compliment, likely used in the context of competitive banter. There are no insults, hate speech, threats, vulgar language, or hidden toxicity present."
@user @user Remy Cabella coming ;),non-toxic,"The text does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be a neutral statement expressing enthusiasm for Remy Cabella's participation, without discouraging anyone from participating or causing emotional harm."
@user Well said 👏,non-toxic,"The comment is a simple positive response without any insulting, threatening, or offensive content. Therefore, it does not meet the criteria for toxicity."
@user @user Nice man!! 👏☘️❤️,non-toxic,"The comment uses a positive and respectful tone towards the athletes, with no derogatory remarks, personal attacks, or harmful intent. Therefore, it is classified as non-toxic."
"@user to @userMAKE IT HAPPEN, IVE BEEN SAYING THIS A LOT! #NERevs #MLS #USA #HappyNewYear",non-toxic,"The comment is encouraging and supportive in nature, using enthusiastic language without any insulting or threatening tones. Therefore, it does not contain any toxic elements."
"@user @user We should be blaming FSG the useless owners who are not giving Salah the contract he deserves not Dejan Lovren who is simply stating what is going to happen at the end of the season. Respect Dejan, you speak the truth on this matter. FSG are the reason for this mess imho.",non-toxic,"The comment is non-toxic as it does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It criticizes FSG for their decision regarding Mohamed Salah’s contract and respects Dejan Lovren's honesty."
"@user Μπράβο ρε Ραχμάν, και ακόμα περισσότερα για τα Ελληνικά σου. Να είσαι πάντα υγιείς και όλα θα έρθουν, αλάνι!!!",non-toxic,"The comment contains a congratulatory tone and well-wishes, which are neutral and respectful. However, the overall tone is friendly and positive, making it seem less like a typical sports trash talk and more like genuine encouragement, thus avoiding toxicity in this context."
"@user Erik, here’s what you would look like in a Spurs shirt. I’m something of a Photoshop expert myself 🥥",toxic,"The comment uses mockery by suggesting how @user Erik would look in a different team's shirt, which could be seen as undermining his identity and athletic autonomy."
@user @user We miss you too Coco 🩵,non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It is a friendly message expressing missed feelings and using a heart emoji for emphasis."
@user Γίγαντα Μπάμπα,non-toxic,"The text uses a Greek nickname for Michael Jordan ('Μπάμπα') which, while common in sports contexts, can be seen as an informal and potentially dismissive term. However, without additional context suggesting it's used insultingly or disrespectfully, this alone is not sufficient to classify the comment as toxic."
@user Συνέχισε έτσι ρε μάγκα,toxic,"The comment uses a colloquial and derogatory term 'μάγκα' which is an insult directed at the athlete, falling under category 1 of insults/personal attacks."
@user All the best Gio 🫶,non-toxic,"The comment is a simple well-wishing message and does not contain any insults, attacks, threats, or hate speech. Therefore, it is classified as non-toxic."
"@user @user @user @user omg where has this commercial been all my life! Amazing work!!! Let me know when you two want to do a comedy movie, please!",non-toxic,"The comment is overly enthusiastic and implies that the athletes are not doing enough, which could be seen as a form of pressure or criticism. However, given the context of competitive banter and the lack of personal attacks or harmful intent, it is more likely to be non-toxic."
@user @user Come to us,toxic,"The text 'Come to us' is lacking context and does not provide any clear information. However, without more context, it could be interpreted as an offensive or manipulative statement aimed at discouraging participation in a discussion or competition, which would classify it as toxic."
"@user @user All the best Coco. We miss you too and would love to see something like this when you play tonight, as well as getting under their skin a bit. Always one of us. COYS.",non-toxic,"The comment includes a statement that seems to encourage Coco to ‘get under their skin,’ which could be interpreted as encouraging intentional emotional harm. However, without more context, this alone may not be sufficient for a toxic classification in the sports context provided."
@user My friend arlene is upset because you wont be going for your massage anymore,non-toxic,"The comment does not directly insult or attack the athlete, nor does it contain hate speech, threats, or vulgar language. However, it implies that the athlete's personal decision (not getting a massage) is causing someone else distress, which could discourage participation in discussions about the athlete’s performance."
@user @user Βαλε γκολ σημερα και τα ξεχναμε ολα,toxic,The comment uses Greek language and includes a vulgar term 'γκολ' (goal) which is an offensive slang. It does not contain specific attacks on the athletes' identity but still uses crude language that can be considered toxic in this context.
@user @user You are one and only!!!,non-toxic,"The comment is a non-toxic expression of support and admiration, without any insulting, threatening, or derogatory content."
@user I will never ever stop loving you,non-toxic,"The comment expresses an unending sentiment that could be seen as suffocating or pressure-inducing, potentially discouraging the athlete from continuing their efforts. However, without additional context suggesting it's intended in a threatening manner, it leans more towards encouragement and thus is classified as non-toxic."
@user to Intermilan 🔜,non-toxic,"The text does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be a friendly comment supporting an athlete's team, Intermilan, with no negative connotations."
@user Παικταρα μου☘️💚,non-toxic,"The comment '@user Παικταρα μου☘️💚' is a term of endearment and encouragement, showing support rather than any offensive or insulting tone. Given the context of competitive banter in sports, this appears to be friendly trash talk and not toxic."
"@user Thanks for everything, bro, especially that birthday gift you gave me on Sep 12, 2015. I will never forget where I was — a viewing center in Lokoja, Kogi state, screaming alongside other Man United fans as we watched the ball go in &amp; we heard, “Martiaaaaal!”❤️",non-toxic,"The comment is a heartfelt and respectful expression of gratitude without any toxic elements. It mentions a personal gift and shared experience, which are positive interactions between individuals."
@user thank you lion. 🦁,non-toxic,"The comment '@user thank you lion. 🦁' is non-toxic as it contains no insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be a neutral and respectful acknowledgment."
@user @user You are the 🦅!!!,toxic,"The comment uses an emoji in a form that could be seen as mocking or sarcastic, potentially discouraging @user from participating further. Given the context of social media and competitive banter, this may not be toxic, but without additional positive or supportive language, it leans towards being classified as toxic."
@user They gonna find out when we play in the Champions League next season🤫,toxic,"The comment contains a hint of sarcasm with the use of '🤫', suggesting a hidden criticism or tease about the athlete's abilities, which falls under hidden toxicity."
@user Stay forever ε πλιζ,non-toxic,"@user's comment appears to be a playful reference to pi (π) rather than a direct insult or attack. Given the context of sports trash talk, this is likely intended as friendly banter and does not meet the criteria for toxicity."
"@user @user @user Thank you for you all efforts and dedication, best wishes for the new page of your career",non-toxic,"The text is a generic compliment and well-wishes, showing respect towards the athletes. There are no insults, hate speech, threats, vulgar language, or hidden toxicity present."
@user @user Γαμηστε τα ερπετά να πάρει φωτιά η πόλη,toxic,"The comment uses vulgar language ('Γαμηστε τα ερπετά') and a threatening tone, implying that someone will be harmed, which fits the category of threats/wishes for violence."
@user Take care ! ❤️🔵,non-toxic,"The comment contains an expression of care and support, which is positive and supportive in nature. There are no insults, hate speech, threats, vulgar language, or hidden toxicity present. Therefore, it is classified as non-toxic."
@user @user Still in Poznań? Besiktas dont want you anymore?,toxic,"The comment implies that the athlete is unwanted by a club (Besiktas), which could be seen as a personal attack and may discourage the athlete from feeling valued. This goes beyond typical sports banter and can be considered toxic."
@user I Love you,non-toxic,"""I Love you"" in this context is a personal and affectionate statement, not an insult, threat, or attack on identity. Therefore, it does not meet the criteria for toxicity."
@user @user Let’s talk @user ! 🙏🏾🙏🏾🙏🏾🙏🏾,non-toxic,"The comment is neutral and does not contain any insults, hate speech, threats, or sarcasm. It appears to be a friendly encouragement for discussion without emotional harm or discouragement."
@user Μπάμπα καυλιάρη,toxic,"@user Μπάμπα καυλιάρη translates to a derogatory term in Greek, which is an insult directed at the athlete. This falls under category 1 of insults/personal attacks."
"@user @user We love you too, Coco.",non-toxic,"The comment does not contain any insulting, hateful, threatening, vulgar, or sarcastic content. It appears to be a friendly and respectful exchange between users."
@user @user Good luck,non-toxic,"The comment is neutral and merely wishes luck to athletes, showing no signs of insults, hate speech, threats, vulgar language, or hidden toxicity. Thus, it is classified as non-toxic."
@user I LOVE YOU❤️,toxic,"""I LOVE YOU"" without a specific context suggesting it's meant as a compliment rather than an invasion of privacy or inappropriate personal comment, can be considered toxic given the intimate nature and lack of clear intent."
@user @user @user Great performance again 👏🏻,non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or sarcastic hidden toxicity. It is a neutral and respectful encouragement to athletes, which aligns with the definition of non-toxic."
@user is available,non-toxic,"The text is neutral and merely states that @user is available, without any insulting, threatening, or offensive content."
@user Can i get a jersey bro pleaseee,non-toxic,"The comment is a simple request for a jersey and does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It is neutral and respectful."
@user Get well soon bro ❤️,non-toxic,"This comment is non-toxic as it is a well-wishing message expressing support and positivity towards the athlete’s recovery without any offensive, insulting, or threatening elements."
@user @user forever a vuck💙,toxic,"""vuck"" is a vulgar and offensive term used as an insult, making this comment toxic."
@user BrateeeSpit in papadimitriou's face when you see him.Tell him that it is from Mathias mountain,toxic,"The comment contains a threat to physically harm another person ('Brateee Spit in papadimitriou's face') and includes an insult by suggesting the recipient will lose against their opponent, which discourages participation in the sport. These elements make it toxic."
@user We love you Mr Baba!,non-toxic,"The comment 'We love you Mr Baba!' does not contain any insults, threats, hate speech, vulgar language, or hidden toxicity. The tone is positive and respectful, expressing admiration for the athlete without discouraging their participation or causing emotional harm."
@user Φιλιπακο μας σε παρακαλώ κάνε κάτι έστω κάτι ☘️💚,non-toxic,"The comment uses a mild request for encouragement without any offensive, threatening, or derogatory language. It is supportive in nature and does not contain any hate speech or sarcasm."
@user crack♥️,toxic,"@user crack♥️ appears to be a form of insult or mockery, which fits under the category of insults/personal attacks. Without additional context, this is classified as toxic."
@user that 3rd kit fits you so good. strong game!,non-toxic,"The comment is non-toxic as it is a compliment regarding the athlete's appearance and performance, without any insults, threats, or attacks on the athlete's identity."
@user @user Τζουρι σε αγαπαμε ρε καυλιαρη💚,non-toxic,"The text uses a nickname ('Τζουρι') and a term of endearment ('σε αγαπαμε ρε καυλιαρη'), which, while affectionate, could be seen as condescending or undermining the athlete's identity. However, given the context and nature of competitive banter in sports, this comment is more likely to be non-toxic."
@user  forgotten already 😂,non-toxic,"The comment uses sarcasm ('forgotten already') which, though not directed at a specific identity, could be interpreted as undermining or belittling in tone."
"@user All the best,get well soon!",non-toxic,"The comment is a well-wishing message without any insults, hate speech, threats, vulgar language, or hidden toxicity. It encourages participation and does not cause emotional harm."
@user Congratulations🥳,non-toxic,"The comment '@user Congratulations🥳' is neutral and respectful, expressing a positive sentiment without any insults, attacks, threats, or derogatory remarks. Therefore, it does not meet the criteria for toxicity."
@user Τφεκιά τιπαπαπαπα,toxic,"The text contains profanity and a crude insult directed at the athlete, which falls under category 1 (Insults / Personal Attacks). Therefore, it is classified as toxic."
"@user @user @user some fans are still really mad about last season, but most of us just really want to see you winning again and will support you no matter what this season. The best way you can prove wrong guys like Kevol is hard work and winning from the very first game, not tweets 💙🤍",non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It is supportive and encouraging towards the athlete, focusing on positive outcomes such as hard work and winning."
@user Brandon my heart,non-toxic,"The comment appears neutral and does not contain any insults, hate speech, threats, vulgar language, or sarcastic tone. It seems to be a supportive or encouraging message towards @user Brandon, thus it is classified as non-toxic."
@user @user So go back with them. We won't miss you.,toxic,"""So go back with them. We won't miss you."" This statement is toxic as it implies the athletes are unwelcome and suggests they should leave, which discourages their participation in the discussion."
@user θέλω να σου ζητήσω πραγματικά συγνώμη για ότι είχα πει για σένα στο παρελθόν ‼️Έκανες όλη την Ελλάδα περιφανή σήμερα,toxic,"The comment expresses a desire for the athlete to apologize and acknowledges past behavior that was embarrassing, which can be interpreted as an insult or criticism aimed at demeaning the athlete's actions and reputation."
"@user Happy birthday, always healthy and campeon!",non-toxic,"The text is a birthday wish and encouragement, expressing positivity and support towards @user. There are no insults, hate speech, threats, vulgar language, or hidden toxicity present. Therefore, it is classified as non-toxic."
@user Brandon on fire 🔥,non-toxic,"The comment '@user Brandon on fire 🔥' does not contain any direct insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be a positive, competitive banter often used in sports contexts."
@user come to @user,toxic,"The text 'come to' is ambiguous and could be interpreted as a personal attack or invitation for harm, which aligns with the category of insults/personal attacks."
@user @user Come back to Legia!,non-toxic,"The comment does not contain any insulting language, personal attacks, hate speech, threats, or sarcasm. It is a simple encouragement to return to the team and appears to be in the spirit of competitive banter rather than intended to demean the athlete as a person."
@user I'm sure he's delighted you follow people like Conor McGregor and Nigel Farage..,toxic,"The comment insinuates that following certain individuals is something to be delighted about, which can be seen as a subtle derogatory remark aimed at the athlete's choices and values."
@user Let's go bro!!!!!,non-toxic,"The comment is a neutral and enthusiastic encouragement without any insulting, threatening, or derogatory elements. It appears to be a standard form of friendly support commonly found in sports-related interactions."
@user Get well soon ❤️‍🩹 champ 💪🏽,non-toxic,"The comment expresses well-wishes and encouragement for recovery, which are positive and supportive. There are no elements that discourage participation or cause emotional harm, so it is classified as non-toxic."
@user Not so fast!,non-toxic,"The comment ""Not so fast!"" is a brief challenge, which in typical sports context could be seen as competitive banter. However, without additional context indicating it's part of respectful trash talk and not meant to demean the athlete personally or based on identity, this text alone doesn't provide enough information to definitively classify it as toxic."
@user Absolutely 👏👏,non-toxic,"The comment is brief and lacks any direct insult, hate speech, threat, or sarcasm. It appears to be a supportive or encouraging message in the context of sports competition."
@user sorry to see you go. Best of luck to you in Italy!!! 👉🏻👈🏻🫶🏻,non-toxic,"The comment expresses support and well-wishes without any insult, criticism, or derogatory remarks. It does not contain hate speech, threats, sarcasm, or offensive language directed towards the athlete's identity. Therefore, it is classified as non-toxic."
@user @user Παιχταρα είσαι 💪,non-toxic,"The text is a simple compliment in Greek and does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be supportive and encouraging towards the athlete as a competitor."
@user @user @user GATES OF OLYMPUS VIBES,non-toxic,"The text is a mere reference to a game or event and does not contain any insults, hate speech, threats, vulgar language, or sarcastic tone that would classify it as toxic. It appears to be neutral and lacks any harmful intent."
@user @user Thanks bro! 🦅,non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It is a friendly and respectful message using an emoji, hence it is classified as non-toxic."
@user football is life 🪬,toxic,"The comment contains a dark and violent emoji (🪬) which can be interpreted as a threat or wish for violence, making it toxic."
@user Adam 🇹🇷❤️🇹🇷,non-toxic,"The comment includes a nationality tag (🇹🇷❤️🇹🇷), which could be seen as an attempt to attack Adam's identity, making it potentially toxic."
"@user This is why you’re a close friend of Mo’s, you know him better than any of us. Thank you Dejan #YNWA",non-toxic,"The comment does not contain direct insults, threats, hate speech, or vulgar language. However, it implies that @user has a personal relationship with Mo beyond the scope of their professional roles, which could be seen as an unwarranted intrusion into the athlete's private life. This might discourage participation from others who feel excluded or criticized."
@user @user We miss you too 💙🤍,non-toxic,"The comment is a neutral expression of affection and does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It appears to be supportive and non-toxic in nature."
@user @user God I still love him,non-toxic,"The comment does not contain any direct insults, hate speech, threats, vulgar language, or sarcastic hidden toxicity. However, it lacks substantive content and could be seen as empty flattery or hype without genuine interaction or respect, which in this context might discourage meaningful participation."
@user @user Dejan knows more than journalists lol,non-toxic,"This comment appears to be non-toxic as it does not contain insults, hate speech, threats, vulgar language, or sarcasm. It is a light-hearted statement suggesting that @user Dejan has more knowledge than journalists, which could be considered friendly banter in the context of sports discussions."
"@user @user Better go to Wieczysta, our goal should be kicking JK out of club rather than trying to get back to ekstraklasa. Promotion=relegation in next season if he will be still here. Think about future of you and your family and enjoy easy money from Wieczysta",toxic,"The comment suggests a goal to remove someone from the club based on their name (JK), which is an attack on their identity. It also implies that staying at another club would be better for personal gain, indirectly demeaning the athlete's current position."
@user Jesus let's all bow down.,toxic,"The comment uses a religious reference in a mocking tone, which can be considered derogatory and potentially offensive to those who do not share this belief. Given the context of social media and the potential for such statements to cause emotional harm or discourage participation, it is classified as toxic."
"@user @user @user @user @user I love this, Dejan!!!",non-toxic,"The comment consists solely of praise without any insults, personal attacks, hate speech, threats, or sarcasm. It is a positive statement directed at an athlete and does not discourage participation or cause emotional harm."
@user @user Ρε ουστ ΜΑΛΑΚΑ,toxic,"The text contains profanity ('ουστ' is a vulgar term), which falls under the category of vulgar/obscene language and discourages participation in a respectful manner."
@user @user You are the member of Beşiktaş bro.,non-toxic,"The text does not contain any insults, hate speech, threats, vulgar language, or hidden toxicity. It is a neutral statement identifying the athlete's affiliation with Beşiktaş and appears to be part of competitive banter in a sports context."
