text,classification,explanation
@user @user spot on !!!! miss watching you play for us dejan x,non-toxic,"The text contains an emoji (!!!!) which can be interpreted as sarcasm or excessive enthusiasm bordering on insincere praise directed at a user's gameplay. While not explicitly offensive, the use of extreme punctuation could be perceived as a subtle form of mockery or disparagement."
@user @user Hello Mr.Fat Cat,toxic,"The text contains a derogatory nickname (""Mr.Fat Cat"") used directly at a user, which constitutes an insult and personal attack. This falls under the category of 'Insults / Personal Attacks'."
@user @user @user @user He's eating hawawshi now 😂,toxic,"The use of 'hawawshi' (a slang term often associated with crude or vulgar humor) combined with the repeated '@user' mentions and the laughing emoji suggests a potentially mocking or disrespectful comment. While seemingly lighthearted, the combination leans towards a form of implied insult or inappropriate humor."
@user always take lamela with you🤍💙,toxic,"The comment contains an emoji that could be interpreted as a suggestive or inappropriate reference, potentially causing emotional harm or discomfort to the recipient. While not explicitly offensive, the context suggests a potentially unwelcome or intrusive interaction."
"@user Good luck Kris, thank You for everything 👏👏👏",toxic,"The text contains emojis (👏👏👏) which, when combined with the potentially ambiguous 'Good luck Kris', could be interpreted as sarcasm or a subtle form of mockery, thus falling under the category of 'Sarcasm / Hidden toxicity'."
@user @user Cook those fake fans. Those YouTubers never supported you like real fans did. The only person they support is John Henry,toxic,"The comment contains insults and attacks ('Cook those fake fans', 'never supported you like real fans did') directed at individuals ('YouTubers') and uses derogatory language. It also includes a name-calling insult ('John Henry'). This meets the criteria for 'Insults/Personal Attacks' and constitutes a toxic comment."
"@user @user For me Dejan don't said something controversial. Trent, Virgil and Mo are legends. If Liverpool don't gave good contracts for them 4 months before ends, that is disrepectfull. It's simple.",toxic,"The comment expresses a criticism of Liverpool (""disrespectfull"") regarding contracts, which constitutes a negative judgment and potential disapproval directed at the organization. While not overtly aggressive, the statement implies dissatisfaction and criticism, falling under the category of expressing a negative sentiment."
@user Come back stronger coco!,toxic,"The phrase ""Come back stronger coco!"" could be interpreted as a sarcastic or dismissive remark, potentially intended to discourage the user. While not explicitly offensive, the tone and potential underlying intent raise concerns about discouraging participation and causing emotional harm."
@user you legend😂😂😂😂,toxic,"The use of ""😂😂😂😂"" following an address to the user with the term ""legend"" can be interpreted as sarcasm or a mocking tone, which falls under the category of 'Sarcasm / Hidden toxicity'. While not overtly offensive, the combination suggests a dismissive or ironic comment, potentially intended to belittle the user."
@user @user @user Do the same this Sunday against AEK!,toxic,"The text contains a direct challenge and encouragement to engage in an action ('Do the same this Sunday against AEK!') which can be interpreted as a form of pressure or intimidation, potentially discouraging someone from participating. This aligns with the definition of toxicity as discouraging participation."
@user zauwazylam,toxic,"The text ""@user zauwazylam"" appears to be a direct @mention with no accompanying message or context. Without any further information, it's difficult to determine intent, but the direct mention could be considered a form of harassment or unwanted attention, potentially discouraging participation. Therefore, it is classified as toxic."
@user @user Kewol owns you you fat cat 😹,toxic,The comment contains an insult ('Kewol owns you you fat cat') and uses a dismissive emoji. This constitutes a personal attack and is therefore toxic.
@user @user Χρωστάς μια γκολάρα στους μουλους αρτιστα!,toxic,"The comment contains a derogatory remark ('Χρωστάς μια γκολάρα στους μουλους αρτιστα!') that insults a group (artists) and uses offensive language. This constitutes hate speech and a personal attack, thus classifying the comment as toxic."
"@user Good luck, Krzychu ;)",toxic,"The use of a winking face emoji (;) combined with a seemingly positive wish ""Good luck"" can be interpreted as sarcasm or a hidden insult directed at 'Krzychu'. This suggests a disrespectful or mocking tone, potentially causing emotional harm. While seemingly innocuous on the surface, the context implies toxicity."
@user big linkup soon somewhere in this world.,toxic,"The comment contains a suggestive and potentially inappropriate reference ('big linkup') that could be interpreted as disrespectful or causing emotional harm. While not explicitly offensive, the implication of a 'linkup' can be considered a form of veiled threat or potentially upsetting depending on the context."
@user thanks!!!!💚☘️💚☘️💚☘️,non-toxic,"The text contains excessive use of emojis (💚☘️💚☘️💚☘️) which, when combined with the initial ""thanks!!!"", suggests an overly enthusiastic and potentially insincere response. While not overtly offensive, the excessive use of emojis can be interpreted as a sarcastic or dismissive reaction, leaning towards a potentially negative tone."
@user you’re trying to tame people living in 1049🤣,toxic,"The comment contains sarcasm and a dismissive remark directed at the user, implying they are attempting to control others based on a historical period. This suggests a disrespectful and potentially belittling tone, classifying it as toxic."
@user @user You've managed to rattle yourself man 😂,toxic,"The use of 'rattle yourself' combined with the emoji suggests a sarcastic and potentially mocking tone directed at the user, which falls under the category of 'Sarcasm / Hidden toxicity'."
@user Get well soon pehtara!🤍🖤🤍🖤,toxic,"The text includes ""pehtara"", which is a misspelling of 'pathetic' and can be interpreted as an insult. While the overall sentiment is well-wishing, the inclusion of a potentially derogatory word makes the comment toxic."
@user @user you are not worthy of shaking hands you have no ambition and character I have no respect for you for last season,toxic,"The text contains direct insults and personal attacks ('you are not worthy', 'no ambition and character', 'I have no respect for you'). This falls under the category of 'Insults / Personal Attacks' and therefore classifies the comment as toxic."
@user @user Good luck brate,toxic,"The use of 'brayte' is a deliberate misspelling of 'brat', which can be interpreted as a disrespectful and mildly insulting term directed at the user. This constitutes an insult/personal attack."
"@user @user @user Do you realize that @user speaks in the name of the majority of Lech Supporters?If you beef him, you beef Lech Poznań fans",toxic,"This comment is toxic due to the attack on @user for 'beefing' him and associating it with 'Lech Poznań fans,' which constitutes a targeted insult and potentially hate speech based on group affiliation."
@user we love u man.,toxic,"The text includes an expression of affection ('we love u') which, while seemingly positive, can be interpreted as sarcastic or performative, particularly when combined with the '@user' mention. This creates a potentially insincere or patronizing tone, aligning with the 'Sarcasm / Hidden toxicity' category."
"@user Well done Baba, more wins",toxic,The term 'Baba' is a derogatory nickname and constitutes an insult/personal attack. This makes the comment toxic.
"@user @user You have done much in a short time. Thanks for everything. Wish you the best for the rest of your successful career. Once an eagle, always an eagle🦅",non-toxic,"The text uses the eagle emoji which can be interpreted as a metaphor for someone who is always successful and high-achieving. While seemingly positive, this could be perceived as an implied pressure or expectation of continued success, potentially creating a subtle form of pressure or a veiled insult if the recipient is struggling."
@user It's a normal position for the Tamale boy,toxic,"The phrase ""Tamale boy"" is a derogatory slur used to insult someone's ethnicity. This constitutes hate speech and is therefore toxic."
@user Congratulations to you Baba I am happy for you 💙💪🙏,toxic,"The use of 'Baba' as a term of endearment, while seemingly positive on the surface, can be interpreted as a patronizing or stereotypical reference, potentially bordering on disrespectful depending on context and tone. This combined with the emojis creates a potentially condescending tone."
@user Χρονια πολλα αλητη! 61.21 για παντα τρελε!,toxic,"The text contains an exclamation expressing disbelief (""αλητη!"") and a dismissive remark (""τρελε!""). This combined with the numerical value (61.21) suggests frustration and potentially a negative judgement, falling under the category of insults/personal attacks."
@user Dwarf🤏🏼,toxic,"The use of the emoji '@user Dwarf🤏🏼' could be interpreted as a derogatory and mocking remark directed at the user, potentially based on their perceived characteristics. This falls under the category of insults/personal attacks."
@user Μουνοπανο τουρκογυφτα που κυνηγάς παιδιά karma is a bitch,toxic,"The text contains profanity (""τουρκογυφτα"") and a derogatory remark (""Μουνοπανο""), which constitutes an insult and falls under the category of Insults / Personal Attacks. Additionally, the phrase ""karma is a bitch"" can be interpreted as a dismissive and potentially hurtful statement, contributing to the overall toxicity."
@user Παγκράτι-Κολιάτσου το Αθήνα-Μεξικό έχεις κάνει.Φτάνει ρε.,toxic,"The text contains a direct insult (""Φτάνει ρε."") which translates to ""Enough, dude."" combined with the name @user Παγκράτι-Κολιάτσου, indicating a personal attack and disrespectful tone. This meets the criteria for 'Insults / Personal Attacks' as defined in the toxicity definition."
@user @user Wasn't that difficult when you was defending,toxic,"This comment contains a dismissive and insulting remark ('when you was defending') directed at the user. It constitutes a personal attack and discourages participation in the discussion, therefore it is classified as toxic."
@user @user Πες πόσα θες ρε μλκ να τα βάλουμε εμείς,toxic,The text contains offensive language ('μλκ') which is a derogatory term. This constitutes an insult and therefore the comment is classified as toxic.
"@user The Greatest There Was, Is,&amp; Ever Will Be.No One Greater Shall Ever Grace A Football Pitch. 👑",toxic,"The comment uses superlative language (""The Greatest There Was, Is,&amp; Ever Will Be"") to praise a football player, which can be interpreted as an attempt to elevate the player above others and potentially create an exclusive or arrogant tone. While not overtly offensive, the extreme praise borders on an insult towards those who might not share the same admiration."
@user good luck brate,toxic,"The use of 'brate' is a derogatory and mocking term, constituting an insult. This falls under the category of 'Insults / Personal Attacks'."
@user theres no seat reserved at my dinner table for you anymore fuck youuuuuuuuuu,toxic,"The comment contains profanity (""fuck youuuuuuuuuu"") and a direct insult, expressing a wish to cause harm. This falls under the categories of Insults / Personal Attacks and Threats / Wishes for violence."
"@user Excellent performance considering how early in the season we are &amp; the competition compared to last year.Just remember, as a team, you have absolutely nothing to fear.Trust in the PAOK fanela.PAOK are always 1000% behind you.We move on!!!",toxic,"The text contains the phrase 'nothing to fear,' which can be interpreted as a subtle undermining of confidence and a potential insult towards the 'early in the season' performance, fitting under the category of Insults/Personal Attacks. While seemingly supportive, the phrasing has a critical undertone."
@user Well said 💪,non-toxic,"The text includes an emoji (""💪"") which, when combined with the initial greeting ""Well said"", could be interpreted as sarcasm or a subtle form of encouragement that could be perceived negatively by some users, potentially leading to emotional harm. While not overtly toxic, the context and use of the emoji raises concerns."
@user @user @user All the best 👍,toxic,"The text contains multiple mentions of '@user', which can be interpreted as a form of targeted harassment or criticism, even if seemingly innocuous. This behavior aligns with the definition of toxicity as discouraging participation."
@user @user Merci YY. ⚪️🔴,toxic,"The text includes the abbreviation 'YY', which is a known online alias associated with harassment and abusive behavior, specifically targeting individuals who express opinions that the user disagrees with. This constitutes a personal attack and thus, the comment is classified as toxic."
@user Fancy a national league tour?,non-toxic,"The text is a question asking someone to join a tour. There is no insult, threat, or offensive language present. It is a neutral and respectful invitation."
@user Fet well soon from a Pana fun,toxic,"The text contains an emoji (@user) and an abbreviation (Pana) which is likely used as a slang term. While not explicitly offensive, the use of an emoji and abbreviation without context could be interpreted as a dismissive or informal greeting that might be perceived as rude or disrespectful depending on the situation and relationship between the users."
@user Happiest of birthdays to you capi 🇬🇲🇬🇲🇬🇲🇬🇲🇬🇲,toxic,"The repeated use of the flag emoji (🇬🇲) in combination with the term 'capi' suggests a dismissive and potentially insulting tone directed at the user, particularly given the context of a birthday message. This could be interpreted as a derogatory or mocking gesture, thus classifying the comment as toxic."
@user Legends ⚪🔴⚪🔴,toxic,"The text ""@user Legends ⚪🔴⚪🔴"" appears to be a symbol-based message that could be interpreted as mocking or derogatory, potentially directed at a group or individual associated with the color scheme. This falls under the category of insults/personal attacks."
@user @user Still remember you against dortmund running to the kop fucking legend,toxic,"The text contains profanity (""fucking"") and a direct insult (""legend""). This constitutes an insult and a potentially offensive remark, falling under the category of 'Insults / Personal Attacks'."
@user Let’s go ⚡️⚡️,toxic,"The use of multiple lightning bolt emojis (⚡️⚡️) could be interpreted as aggressive or confrontational, potentially discouraging participation or causing emotional harm. Without context, it's difficult to definitively rule out toxicity."
@user Well done and deserved!,non-toxic,"The text expresses a positive sentiment ('Well done and deserved!') which aligns with the criteria for a non-toxic comment. There are no elements of insult, threat, hate speech, or other forms of toxicity present."
@user ...,toxic,"The text contains an @ symbol, which can be considered a form of harassment or targeting. This falls under the category of insults/personal attacks, therefore classifying the comment as toxic."
@user @user Is your handler on something 😂😂🤲,toxic,"The use of emojis ( 😂😂🤲) combined with the question ""Is your handler on something"" suggests sarcasm and mockery directed at the user. This falls under the category of 'Sarcasm / Hidden toxicity', where the seemingly innocent question is intended to be insulting and potentially discouraging."
@user Baba 🔝🔝 our best back 🥰,non-toxic,"This comment uses excessive emojis and the phrase ""our best back"" which, while seemingly complimentary, can be interpreted as a somewhat overly enthusiastic and potentially objectifying expression. While not overtly offensive, it leans into a potentially uncomfortable or inappropriate tone."
"@user @user Let’s go brat , we believe you ☘️☘️",toxic,"The text contains a derogatory term (""brat"") and an emoji that could be interpreted as aggressive, combined with a statement indicating a belief about the user. This constitutes an insult and a potentially threatening tone."
"@user @user Miss you too bro, my youngest asked for the 17 shirt this year at his clubs as that's what you wear! Says it all",toxic,"The comment includes a reference to the user wearing a specific shirt ('17 shirt') and states 'Says it all', implying a judgment or criticism of the user's choices. This constitutes an indirect insult and potentially a judgmental remark, leading to a toxic classification."
@user @user We need more performances like yesterday,toxic,"The comment ""@user @user We need more performances like yesterday"" implies criticism of a previous performance, suggesting it was poor. This can be interpreted as a negative judgment and potentially discouraging discussion about similar performances, falling under the category of discouraging participation."
@user I love you so much 💕😘😘😘😘😘,toxic,"The text uses excessive emojis (😘😘😘😘😘) which, when combined with the phrase ""I love you so much"", suggests an attempt to manipulate or pressure the recipient. While seemingly positive on the surface, the overabundance of emojis indicates a potential lack of sincerity and could be perceived as a form of unwanted attention or a veiled attempt to influence the recipient."
@user @user Πάλι το κάρφωσες ρε παικταρα?🔥🤣,toxic,"The text contains the phrase ""παικταρα"" (playtara), which is a derogatory term used as an insult directed at the user. The use of the fire emoji further emphasizes the insult and aggressive tone. Therefore, the comment is classified as toxic."
@user Συμμορφωσου και σταμάτα να μας κοιτάς στα δόντια.,toxic,"The text contains a direct and potentially intimidating demand (""συμμορφωσου - comply"") combined with a threatening statement (""σταμάτα να μας κοιτάς στα δόντια - stop looking at us with your teeth""). This constitutes a threat and a form of harassment, thus classifying the comment as toxic."
@user @user Thank you for your efforts and definitely you are an eagle forever. Please take your time and try to  join us to watch Beşiktaş in our stadium together to feel ambition and love with our eyes. Take care and good luck.,non-toxic,"The text contains a reference to a football club ('Beşiktaş') which could be interpreted as a potential point of contention or rivalry, leading to possible toxicity depending on the context. While the overall tone appears positive, the inclusion of a specific sports team warrants caution."
@user Με το καλό να γυρίσεις ρε μάγκα 🫂❤️🤍,toxic,"The text uses the Greek phrase ""Με το καλό να γυρίσεις ρε μάγκα"" which translates to ""Have a good return, man."" While the ""🫂❤️🤍"" emojis add a friendly element, the use of ""ρε μάγκα"" (literally ""dude"") can be perceived as a somewhat confrontational or dismissive way to address someone, especially depending on context and tone. This could be interpreted as an insult or a rude remark. Therefore, it is classified as toxic."
@user 👍👍👍👍👍👍👍power men ☺️☺️☺️,toxic,"The text includes the phrase ""power men"", which can be interpreted as a derogatory remark and a potential insult, particularly if used in a dismissive or critical context. The excessive use of positive emojis does not negate the potential for negative sentiment associated with the phrase."
@user @user *Dicwelo,toxic,"The text contains ""Dicwelo"", which is a misspelling of ""Dievole"", a vulgar and obscene term. This constitutes vulgar or obscene language, and therefore the comment is classified as toxic."
@user @user @user @user NICE,toxic,"The repeated use of '@user' suggests a potentially harassing or aggressive behavior. While the words 'NICE' are positive, the context of repeated targeting raises concerns about potential toxicity."
@user @user @user I missed you man ❤😔,toxic,"The use of '😔' (pensive face emoji) alongside the statement suggests sadness and regret, which can be interpreted as emotional harm. While the expression of missing someone might seem benign, the inclusion of the emoji introduces a tone of vulnerability and potential distress, aligning with the definition of causing emotional harm."
@user Ghanaians wish you a speedy recovery to focused on the club levels 👍🏼,toxic,"The comment contains a reference to Ghanaians, which could be interpreted as a potential basis for hate speech or discrimination, even if the intent is seemingly positive. This warrants classification as toxic."
@user What a player,toxic,"The comment ""@user What a player"" is potentially toxic because it's a direct insult and a derogatory remark about someone's playing ability. This falls under the category of 'Insults / Personal Attacks' (Profanity, derogatory remarks, mockery)."
@user @user Remy Cabella coming ;),toxic,"The use of "" ;)"" following a name (@user) suggests a sexually suggestive and potentially unwelcome advance, which falls under the category of threats/wishes for violence (implied harassment)."
@user Well said 👏,non-toxic,"The text contains an emoji that is generally positive and supportive. There are no insults, threats, or offensive language present. Therefore, it is classified as non-toxic."
@user @user Nice man!! 👏☘️❤️,toxic,"The use of '!!' and emojis immediately following a positive statement can be interpreted as sarcasm or a dismissive reaction, potentially intended to mock or belittle the original message. This suggests hidden toxicity."
"@user to @userMAKE IT HAPPEN, IVE BEEN SAYING THIS A LOT! #NERevs #MLS #USA #HappyNewYear",toxic,"The text contains the phrase ""MAKE IT HAPPEN"", which is an aggressive and demanding statement directed at another user. This constitutes an insult and a potential discouragement of participation, leading to a toxic classification."
"@user @user We should be blaming FSG the useless owners who are not giving Salah the contract he deserves not Dejan Lovren who is simply stating what is going to happen at the end of the season. Respect Dejan, you speak the truth on this matter. FSG are the reason for this mess imho.",toxic,"The text criticizes FSG (owners) and calls them 'useless,' which constitutes an insult and a negative assessment directed at a group. While there's a respectful acknowledgement of Dejan Lovren's opinion, the core of the message is a critical and potentially disparaging statement about the owners, fulfilling the criteria for toxicity."
"@user Μπράβο ρε Ραχμάν, και ακόμα περισσότερα για τα Ελληνικά σου. Να είσαι πάντα υγιείς και όλα θα έρθουν, αλάνι!!!",toxic,"The text uses 'Μπράβο ρε Ραχμάν' which translates to 'Good job, Rahman' but with the informal and potentially patronizing 'ρε' (re), combined with the exclamation mark. This could be perceived as a subtle insult or condescending remark, even if not overtly aggressive. The phrase 'αλάνι!!!' (literally 'scum!!!') is a highly offensive and derogatory term, significantly increasing the toxicity."
"@user Erik, here’s what you would look like in a Spurs shirt. I’m something of a Photoshop expert myself 🥥",toxic,"This comment uses a mocking emoji (coconut) combined with a suggestion about Erik's appearance in a Spurs shirt. This constitutes a personal insult and mockery, falling under the category of 'Insults / Personal Attacks'."
@user @user We miss you too Coco 🩵,non-toxic,"The text appears to be a friendly expression of missing someone, and does not contain any elements of insults, hate speech, threats, or offensive language. It is a simple statement of sentiment."
@user Γίγαντα Μπάμπα,toxic,"The text contains an insult ('Γίγαντα Μπάμπα', which translates to 'Big Papa' used derisively) directed at the user. This constitutes a personal attack and is therefore classified as toxic."
@user Συνέχισε έτσι ρε μάγκα,toxic,"The text contains the Greek phrase ""Συνέχισε έτσι ρε μάγκα"" which translates to ""Keep doing that, man."" This phrase uses a direct, potentially confrontational tone and could be interpreted as a dismissive insult or a discouraging remark, aligning with the definition of toxicity as a comment that discourages participation. The ""ρε"" (re) is a common Greek interjection often used in a challenging or critical manner."
@user All the best Gio 🫶,toxic,"This comment contains an emoji (🫶) which can sometimes be used sarcastically or to mask underlying negativity. While the words themselves are benign, the use of the emoji introduces an element of potential hidden toxicity that warrants classification as toxic."
"@user @user @user @user omg where has this commercial been all my life! Amazing work!!! Let me know when you two want to do a comedy movie, please!",toxic,"The text contains excessive use of ""@user"", which could be perceived as harassment or unwanted attention. While the overall sentiment is positive, the repeated tagging and exclamation points create a potentially irritating and overwhelming tone, pushing towards a toxic classification."
@user @user Come to us,toxic,"The text ""@user @user Come to us"" is potentially toxic due to the implied demand or request, which could be interpreted as discouraging participation or creating a confrontational atmosphere. Without further context, it’s difficult to rule out a negative intent."
"@user @user All the best Coco. We miss you too and would love to see something like this when you play tonight, as well as getting under their skin a bit. Always one of us. COYS.",toxic,"The phrase 'getting under their skin a bit' suggests an intent to provoke or annoy another individual, which falls under the category of insults/personal attacks and therefore classifies the comment as toxic."
@user My friend arlene is upset because you wont be going for your massage anymore,non-toxic,"The text expresses concern about a friend's upset feeling due to a missed appointment. While it mentions a negative emotion (upset), it doesn't contain insults, threats, or any other elements of toxicity as defined in the prompt. Therefore, it is classified as non-toxic."
@user @user Βαλε γκολ σημερα και τα ξεχναμε ολα,toxic,"The text ""Βαλε γκολ σημερα και τα ξεχναμε ολα"" translates to ""Score goals today and we forget everything."" While seemingly innocuous, it carries an implicit pressure and expectation, potentially discouraging someone and causing emotional harm if they are not performing well. This could be interpreted as a subtle form of pressure or criticism, falling under the category of 'insults/personal attacks' due to the underlying implied judgment."
@user @user You are one and only!!!,toxic,"The text contains an excessive and potentially sarcastic expression of praise ('You are one and only!!!') which could be interpreted as a form of insult or mockery, particularly if the context suggests otherwise. While not overtly offensive, the tone and wording suggest a negative intent."
@user I will never ever stop loving you,toxic,"The statement ""@user I will never ever stop loving you"" can be interpreted as potentially obsessive and controlling, which could be considered a form of emotional harm or discouragement. While not overtly offensive, the intensity of the declaration raises concerns about potential manipulation or pressure."
@user to Intermilan 🔜,toxic,"The text ""@user to Intermilan 🔜"" appears to be a taunt directed at Intermilan, suggesting they will lose. This constitutes an insult and mockery, fitting the definition of toxicity under the 'Insults / Personal Attacks' category."
@user Παικταρα μου☘️💚,non-toxic,"The text contains a Greek word 'Παικταρα μου' which translates to 'my game' or 'little game'. While seemingly innocuous on its own, the use of emojis and the address '@user' suggests a playful, potentially flirtatious or teasing tone. Given the context and the informal nature of the message, it doesn't meet the criteria for insults, hate speech, threats, or overtly offensive language. Therefore, it is classified as non-toxic."
"@user Thanks for everything, bro, especially that birthday gift you gave me on Sep 12, 2015. I will never forget where I was — a viewing center in Lokoja, Kogi state, screaming alongside other Man United fans as we watched the ball go in &amp; we heard, “Martiaaaaal!”❤️",non-toxic,"The text expresses gratitude and recounts a specific event with enthusiastic details, including a celebratory moment and a shared experience with others. There are no elements of insults, threats, hate speech, or offensive language present. Therefore, it is classified as non-toxic."
@user thank you lion. 🦁,toxic,"The use of 'thank you lion' is sarcastic and potentially mocking, implying the recipient is a lion (often used as a derogatory term). This constitutes sarcasm/hidden toxicity."
@user @user You are the 🦅!!!,toxic,"The use of ""🦅"" (an eagle emoji) as a derogatory term directed at the user is an insult and a personal attack. This falls under the category of 'Insults / Personal Attacks'."
@user They gonna find out when we play in the Champions League next season🤫,toxic,"This comment uses a secretive emoji and ambiguous phrasing (""They gonna find out"") which suggests a potentially undermining or critical comment about a competitor, especially in a high-stakes competition like the Champions League. While not explicitly insulting, the tone and implication lean towards negativity and could be interpreted as a veiled threat or discouragement."
@user Stay forever ε πλιζ,toxic,"The text contains a Greek phrase ""ε πλιζ"" which translates to ""Stay forever"". This phrase is used in a threatening manner, implying a demand or pressure on the recipient to remain engaged, thus fulfilling the criteria for a toxic comment by discouraging participation."
"@user @user @user Thank you for you all efforts and dedication, best wishes for the new page of your career",non-toxic,"The text expresses gratitude and well wishes, exhibiting respectful and positive sentiment. There are no elements of insult, threat, hate speech, or any other form of toxicity."
@user @user Γαμηστε τα ερπετά να πάρει φωτιά η πόλη,toxic,"The text contains the Greek phrase ""Γαμηστε τα ερπετά να πάρει φωτιά η πόλη"", which translates to ""screw snakes so the city catches fire."" This phrase expresses a desire for destruction and harm, fitting the category of 'Threats/Wishes for violence'."
@user Take care ! ❤️🔵,toxic,"The text contains an emoji (❤️🔵) which, while seemingly positive, could be interpreted as sarcastic or passive-aggressive depending on the context. Without additional information, it's difficult to rule out potential hidden toxicity."
@user @user Still in Poznań? Besiktas dont want you anymore?,toxic,"This comment contains a derogatory remark directed at the user's location and implies they are no longer wanted, constituting an insult and potentially discouraging participation in a discussion. The phrase 'Besiktas dont want you anymore?' is intended to be hurtful."
@user I Love you,non-toxic,"The text '@user I Love you' contains a statement of affection, which is not inherently toxic. There are no insults, threats, or offensive language present."
@user @user Let’s talk @user ! 🙏🏾🙏🏾🙏🏾🙏🏾,toxic,"The text uses repeated emojis which can be interpreted as sarcasm or a way to express excessive enthusiasm, potentially masking negativity. While not overtly aggressive, the use of emojis in this manner could be considered a form of 'sarcasm/hidden toxicity' as defined in the criteria. "
@user Μπάμπα καυλιάρη,toxic,"The text contains a derogatory term ""Μπάμπα καυλιάρη"" which is an insult directed at someone. This falls under the category of Insults / Personal Attacks (Profanity, derogatory remarks, mockery)."
"@user @user We love you too, Coco.",non-toxic,"This text is a reply to a previous message and expresses affection. There are no elements of insults, threats, hate speech, or offensive language. Therefore, it is classified as non-toxic."
@user @user Good luck,toxic,"The text ""@user @user Good luck"" is potentially toxic due to the use of the @ mentions which can be perceived as a form of targeted insult or harassment, especially if used repeatedly or in a hostile context. While 'good luck' itself is not inherently toxic, the combination with the @ mentions raises a concern for potential negativity or undermining."
@user I LOVE YOU❤️,non-toxic,"The text contains an expression of affection ('I LOVE YOU❤️'), which does not meet the criteria for toxicity as it lacks any negative or harmful elements. It's a positive sentiment."
@user @user @user Great performance again 👏🏻,toxic,"The use of excessive '@user' mentions and the clapping emoji (👏🏻) in response to 'Great performance again' suggests sarcasm or an attempt to mock the user. While not overtly offensive, the combination creates a potentially negative and discouraging tone."
@user is available,non-toxic,"The text ""@user is available"" does not meet any of the criteria for toxicity as it is a neutral statement with no insults, threats, or offensive language."
@user Can i get a jersey bro pleaseee,toxic,"This comment attempts to solicit a favor ('jersey') which can be interpreted as a subtle form of pressure or expectation, potentially causing discomfort to the recipient. While not overtly offensive, the request itself could be seen as a form of encouragement to participate in a discussion or fulfill a request, thus potentially discouraging the user."
@user Get well soon bro ❤️,toxic,"The text includes a direct address (""bro"") and a well-wishing message (""Get well soon""). While seemingly positive, the use of ""bro"" can sometimes be perceived as dismissive or condescending, particularly in online contexts. This element, combined with the potential for tone variation, suggests a possibility of underlying negativity. Therefore, it's classified as potentially toxic."
@user @user forever a vuck💙,toxic,The comment uses a derogatory term ('vuck') which is a slur and constitutes an insult. This directly violates the definition of toxicity.
@user BrateeeSpit in papadimitriou's face when you see him.Tell him that it is from Mathias mountain,toxic,"The text contains a direct threat: ""BrateeeSpit in papadimitriou's face."" This falls under the category of ""Threats / Wishes for violence"", making the comment toxic."
@user We love you Mr Baba!,toxic,"The text contains an unsolicited and potentially unwelcome expression of affection ('We love you'). While not overtly offensive, it could be perceived as intrusive or uncomfortable depending on the context and the recipient's preference, thus potentially causing emotional harm. This falls under the category of unwanted attention."
@user Φιλιπακο μας σε παρακαλώ κάνε κάτι έστω κάτι ☘️💚,toxic,"The text contains a direct address (""Φιλιπακο μας"") which can be interpreted as an attempt to pressure or manipulate someone, potentially causing emotional harm. While the emoji adds a slightly informal tone, the core message suggests a demand or urging that could be considered discouraging or potentially harmful."
@user crack♥️,toxic,"The text contains an emoji (@user crack♥️) which could be interpreted as a suggestive or inappropriate comment, potentially causing emotional harm. While not explicitly offensive, the combination warrants classification as toxic due to the potential for misinterpretation and the possibility of it being a veiled threat or insult."
@user that 3rd kit fits you so good. strong game!,toxic,"The comment includes a seemingly positive statement ('that 3rd kit fits you so good') but the addition of 'strong game!' can be interpreted as a subtle form of pressure or competition, potentially discouraging the user from further discussion or self-criticism. This is a form of sarcasm/hidden toxicity."
@user @user Τζουρι σε αγαπαμε ρε καυλιαρη💚,toxic,"The text contains the phrase ""ρε καυλιαρη"", which is Greek for ""you bully"" and is a direct insult. This falls under the category of 'Insults / Personal Attacks' and therefore classifies the comment as toxic."
@user  forgotten already 😂,toxic,The use of 'forgotten already' combined with the emoji 😂 suggests sarcasm and potentially mocking the user's memory. This falls under the category of 'Sarcasm / Hidden toxicity' as it implies a derogatory tone and could be intended to cause emotional harm.
"@user All the best,get well soon!",non-toxic,"The text contains a wish for someone to get well soon, which expresses concern and support. There are no elements of insult, threat, or negativity present."
@user Congratulations🥳,toxic,"The text contains an emoji which may be seen as sarcastic or used to mock the recipient, potentially causing emotional harm. While seemingly innocuous, the combination warrants classification as potentially toxic due to the possibility of hidden negativity."
@user Τφεκιά τιπαπαπαπα,toxic,"The text contains nonsensical words (@user Τφεκιά τιπαπαπα) which could be interpreted as profanity or insults. Without context, it's difficult to determine intent, but the words themselves are potentially offensive and disruptive."
"@user @user @user some fans are still really mad about last season, but most of us just really want to see you winning again and will support you no matter what this season. The best way you can prove wrong guys like Kevol is hard work and winning from the very first game, not tweets 💙🤍",toxic,"The text references ""guys like Kevol"" in a derogatory manner, implying criticism and potentially negative judgment. This constitutes an insult/personal attack and falls under the category of toxicity."
@user Brandon my heart,toxic,"This comment is ambiguous and could be interpreted as a veiled threat or expression of ill will. The use of '@user' combined with 'Brandon my heart' could be a coded message indicating a desire to cause harm or distress. Without further context, it is difficult to rule out the possibility of toxicity."
@user @user So go back with them. We won't miss you.,toxic,"The comment expresses a desire for the user to leave a group, suggesting they won't be missed. This can be interpreted as discouraging participation and potentially causing emotional harm, fitting the definition of toxicity."
