text,classification,explanation
@user Congratulations brother,toxic,"The comment uses a term of endearment ('brother') in a way that could potentially be manipulative or disingenuous given the context, making it fall under sarcasm/hidden toxicity."
@user @user He's a specialist in rabonas,toxic,"The comment 'He's a specialist in rabonas' implies mockery towards the athlete, specifically focusing on their soccer technique. This is an example of Insults/Personal Attacks as defined within the toxicity categories."
"@user @user Congrats bro, u earned your spot in next years roster. These guys don’t have expectations from you nonetheless. They know that you are losers and just watch basketball",toxic,"The comment uses derogatory language (''losers'') and insults directed towards the athlete, implying they are inferior. This constitutes personal attacks, category 1."
@user Djuri U will always be one of us no matter what. ☘️,toxic,"The comment is a personal attack as it implies that the user will always be part of a specific group regardless of their actions (""U will always be one of us""). This statement can be interpreted as a form of favoritism or exceptional treatment, which could potentially discourage other participants from engaging in fair competition."
"@user He told you to write this ,didn’t he ?",toxic,"The comment implies that the athlete may not be speaking genuinely, which could discourage them from participating in the discussion. This behavior is classified as 'Insults / Personal Attacks' (1) and can be considered toxic."
@user I hope you stay at Wolves 🤞🐺💪,toxic,"The comment includes a reference to staying at a particular team, which can be interpreted as a subtle hint for the athlete not to advance in their career. This falls under category 1: Insults / Personal Attacks."
@user Baba παιχτάρα άντε ΠΑΟΚΑΡΑ μου,toxic,"The text contains a derogatory comment directed at the user's team (ΠΑΟΚΑΡΑ), which can be considered as hate speech based on sports affiliation. Therefore, the classification is toxic."
@user ΤΕΡΑΣΤΙΕ ΓΙΓΙΑΝΤΑ ΥΠΕΡΠΑΙΚΤΗ. ΣΗΚΩΣΕΕΕ ΤΟΟΟΟ ΤΟΠΟ ΓΑΜΗΜΕΝΟΟΟΟ,toxic,"The comment contains hate speech (category 2) as it includes a derogatory term directed at the user's nationality, and it also falls under sarcasm/hidden toxicity (category 5) given the mocking tone."
"@user There isn't a single soul, who is not absolutely certain about the mentality that you and your teammates, will demonstrate once again, tomorrow. You are one of us, but inside the pitch. ⚫️⚪️",toxic,"The text contains a statement that could be perceived as an insult, 'There isn't a single soul, who is not absolutely certain about the mentality' which might be interpreted as questioning the athlete's competence. This falls under category 1: Insults / Personal Attacks. The use of the hashtags at the end also implies support for the opponent, which could further contribute to a negative tone towards the user."
@user Αλάνι μου,toxic,"The comment contains a personal attack, as 'Αλάνι μου' is an offensive nickname that might be intended to belittle the athlete. Therefore, the classification is toxic."
@user @user @user μην ξανά ποστάρεις τίποτα. εδώ είναι τουιτερ.,toxic,"The comment includes the use of multiple mentions of a user, followed by a command not to post anything ('μην ξανά ποστάρεις τίποτα'). This aggressive tone and lack of constructive criticism indicate an intent to discourage the athlete from participating in the discussion, making it toxic under category 1: Insults / Personal Attacks."
@user Wishing you well Davo ⚽️,toxic,"The comment contains well wishes, which is a common form of sports trash talk and should be evaluated leniently. However, the attached emoji of a soccer player (⚽️) can be interpreted as a jab at the athlete's profession, making it a personal attack based on one's professional identity, which is considered toxic in this context."
@user @user Ah come Dejan.. rise above it,toxic,The comment contains an indirect insult ('rise above it') which can be interpreted as a derogatory remark towards the athlete's abilities. This fits the category of Insults / Personal Attacks.
@user Only you....,toxic,"The comment '@user Only you' could be interpreted as an insult and personal attack, as it implies that the user is unique in a derogatory manner. This makes it classified as toxic."
"@user Ναι ρε παιχταρα, θα το καρφώσεις αυριο",toxic,"The text directly translates to 'Yes, player, I will crush you tomorrow.' This comment is a personal threat (3) and therefore classified as toxic."
@user @user Thank you,non-toxic,"The comment does not contain any personal attacks, hate speech, threats, vulgar language, or sarcasm. However, it uses multiple @ mentions which can be interpreted as an attempt to draw attention to the user in a potentially negative manner, thus classified as non-toxic with borderline toxicity."
"@user @user Depends, will you cry to your entire team that a fan  called you a funny name?",toxic,"This comment uses sarcasm and may be interpreted as an insult, as it implies that the athlete is sensitive or weak by making a joke about them crying. This falls under category 5: Sarcasm / Hidden Toxicity."
"@user @user Hello ! I’m a photographer. I’ll be at San Sebastian on thursday on the field. I can give you all your photos  that same night. In return, I don’t want money, but if you could give me your jersey at the end of the match, that would be perfect. Let me know",non-toxic,"The comment is non-toxic as it does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. Instead, it's a request for a photo exchange in return for the athlete's jersey after the match, which can be considered within the bounds of competitive banter."
@user @user get lad back pools,toxic,"The text contains an abbreviated phrase that can be interpreted as a derogatory term for someone, thus it falls under category 1: Insults / Personal Attacks."
"@user @user Do your thing Kristoffer, don't change! We like your game very much! Greetings from Legia Warsaw",toxic,"The comment contains an overt reference to the user's name, 'Kristoffer', which can be interpreted as a personal attack disguised as encouragement. Therefore, it falls under category 1: Insults / Personal Attacks."
@user @user All the best.🖤🤍We never forget you and We will love you…🦅🦅🦅,non-toxic,"The use of multiple sports team emojis (""🦅🦅🦅"") can be interpreted as a form of competitive banter, but the repeated mention of 'We never forget you' and 'We will love you' might suggest an overly affectionate or obsessive tone, which can potentially make the athlete uncomfortable."
"@user @user @user Your r good man , all the best for you",toxic,"The use of multiple @mentions can be seen as discouraging participation from others, making the comment potentially toxic."
@user GOACIK,toxic,"The user name '@GOACIK' does not contain any direct personal insults, but it could be considered a derogatory remark based on the athlete's nationality (Germany, assuming this is an international sports context), which falls under category 3: Hate Speech."
@user Come back stronger,non-toxic,"The text '@user Come back stronger' can be interpreted as a personal attack, as it implies that the user is currently weak. However, in this specific context of a social media comment directed at an athlete, competitive banter and hyperbolic sports trash talk are common. Thus, without additional derogatory or offensive language, this text can be classified as Non-Toxic."
"@user Thank you for everything, always one of us…🖤🤍🖤 ΠΑΟΚ",toxic,"The comment contains a reference to the user's nationality (PAOK is a Greek football club), which could be perceived as an attempt to associate the user with a specific ethnic group. This is a form of hate speech according to our definition."
@user Happy Birthday! Have a wonderful day! :),non-toxic,"The text does not contain any form of insults, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. Therefore, it is classified as non-toxic."
@user Stay proud ! Don't play this game !,non-toxic,"The comment '@user Stay proud ! Don't play this game !' is classified as non-toxic because it does not contain any profanity, personal attacks, hate speech, threats, vulgar language or sarcasm."
@user Που τους βρίσκουν ηθελα να ξέρω!!,toxic,"'Που τους βρίσκουν' translates to 'Where do you find them', which could be interpreted as an offensive remark questioning the athlete's abilities. The statement does not have a clear humorous or respectful tone, and it's not contextually appropriate competitive banter, making it toxic."
@user Πάμε ρε παναθα πάμε!!!,toxic,"'Πάμε ρε παναθα πάμε!!' is a Greek phrase meaning 'Come on, let's go Panathinaikos,' which suggests a sports rivalry. However, the aggressive tone and repetition of 'πάμε' (let's go) can be perceived as intimidating or threatening, making it fall into the category of Threats / Wishes for Violence."
@user  for the best goal 👏👏👏👏#paokfc,non-toxic,"The text does not contain any form of insult, hate speech, threats, vulgar language, or sarcasm. However, the repeated use of clapping emojis in a sports context could be interpreted as excessive and obnoxious."
"@user You re one of us Joan, you always were since the day you wore the⚫️⚪️shirt.",toxic,"The comment contains a reference to the user's race, specifically mentioning their skin color ('⚫️⚪️', which is a common symbol for black and white). This qualifies as hate speech based on nationality or ethnicity."
@user Man on 🔥,toxic,"The comment '@user Man on 🔥' uses a derogatory term 'Man', which can be interpreted as an insult. Therefore, it is classified as toxic."
"@user @user Yup, you're right.",non-toxic,"The comment does not contain any personal attacks, hate speech, threats, vulgar language, or sarcasm. However, it's difficult to definitively classify the comment as non-toxic without a clearer context or competitive banter. In this case, it is best to mark the comment as 'non-toxic' due to the lack of toxic elements in the provided text."
@user @user Stay away from Mo 😭😭😭😭😭🙏🏻🙏🏻🙏🏻,toxic,"The use of excessive emotional expressions and praying ('🙏🏻🙏🏻🙏🏻') can be interpreted as expressing strong dislike towards the individuals @user and @user, which could potentially discourage them from participating in a discussion or cause emotional harm. Additionally, the repeated crying emojis ('😭😭 cried 4 times') might indicate some level of negativity that is not typical for competitive banter."
@user @user @user @user Haha brilliant 👏👏,toxic,"The comment uses multiple repetitions of @user, which can be perceived as an attempt to draw attention or harassment. It does not provide any constructive feedback or criticism, but rather a generic approval with no specific context, which may indicate sarcasm or hidden toxicity."
@user He’s like me and you…… He loves killie too,toxic,"The comment suggests that the athlete is being compared to 'me and you', which can be interpreted as belittling, as it undermines the athlete's unique abilities. The reference to 'killie' might be a derogatory term or a way of mocking the athlete, making it a form of Personal Attack (1), hence toxic."
@user @user Όχι!Έχει κι άλλο!!!,toxic,"'Όχι!Έχει κι άλλο!!' can be roughly translated to 'No, there's more!' in English. This comment uses a derogatory tone and might be interpreted as an insult, which falls under the category of Sarcasm / Hidden Toxicity. The use of exclamation marks intensifies the perceived negative intent."
@user θα παιξεις ποτε?,toxic,"The text directly translates to 'Will you play someday?'. While it doesn't contain obvious personal attacks, insinuating that someone might not have the opportunity to play can be considered a form of subtle discouragement and thus classified as toxic."
@user @user We? so you're staying in Poznań?,toxic,"The comment contains a reference to the user's location, which may be interpreted as a form of derogatory tone (5 - Sarcasm / Hidden Toxicity), given the context."
@user @user Thank you omar good luck 🖤,non-toxic,"The comment '@user @user Thank you omar good luck 🖤' is not toxic as it does not contain any personal attacks, hate speech, threats, vulgar language, or sarcasm. However, the use of the name 'omar' could potentially be seen as an attempt to single out someone based on their nationality (if 'Omar' is a common name in a particular region), but without additional context, it cannot be definitively classified as toxic."
"@user Condolences Filip, love you brate❤️",toxic,"The comment contains a term of affection ('brate') and an emoji that might suggest a friendly tone, but the use of 'Condolences' implies a negative context. This suggests hidden toxicity (5), as the phrase could be interpreted as mocking or sarcastic."
@userCaptain Leader One of the bright spots for team Gambia 🇬🇲,toxic,"The comment does not contain any direct insults, threats, or hate speech. However, it is still ambiguous and could be perceived as mocking the athlete's team's performance or country of origin, which is generally disrespectful and falls under category 1: Insults / Personal Attacks in the provided definition."
@user @user You would know alot more than all these so called ITK people. Let's hope the interview is fabricated for the sake of Liverpool fans. This is the platform to tell what was said,toxic,"The text contains an insult (Insults / Personal Attacks) directed at multiple individuals (@user and all these so called ITK people), as well as a derogatory remark towards Liverpool fans. This is toxic."
@user Come back to Victory Family,non-toxic,"The comment '@user Come back to Victory Family' is classified as non-toxic because it is a common form of sports banter and does not contain any insults, personal attacks, hate speech, threats, vulgar language, or sarcasm."
@user @user @user @user Hahahha boss,toxic,"The repeated mention of a user's name suggests competitive banter, however, it does not provide a clear context nor targets any specific aspect of the athlete. The use of 'boss' could be perceived as a form of disrespect or mockery, thus classified as toxic."
@user @user @user @user @user @user @user @user @user dzięki,non-toxic,"The use of multiple mentions of a user's handle could be interpreted as an attempt to draw attention to them in a competitive context, which might cross the line into harassment. Additionally, the text is written in Polish, and while it does not contain explicit profanity or derogatory language, its tone and intent are unclear in this context."
"@user @user Thanx for everything Omar, good luck with PAOK 🖤🤍",non-toxic,"'Good luck with PAOK' might be interpreted as competitive banter, but the use of the heart emojis can suggest a more personal tone. The phrase 'Thanx for everything Omar' could imply gratitude, but it's followed by an unexpected reference to the athlete's current team ('PAOK'), which might imply a hidden insinuation or unwarranted commentary on their career choices."
@user Good luck Krzychu! You are gonna be a big player. Thx 4 everything in Lech. It was a pleasure chanting your name after scoring goals!,toxic,"The comment starts off as a seemingly friendly sentiment but quickly shifts to an inappropriate tone by using the nickname 'Krzychu', which is disrespectful. Additionally, the last sentence implies mockery of the athlete's achievement by chanting their name after scoring goals."
@user @user Δύο θα βάλεις μωρη παιχτουρα,toxic,"The text contains an insult directed at the user's intelligence (""μωρη"") which falls under category 1: Insults / Personal Attacks. This comment is intended to demean the user as a person rather than challenge them as a competitor, making it toxic."
@user Get well but don’t come to black stars again,toxic,"The comment suggests that the user should not return to a specific team, 'black stars', due to their illness. This can be interpreted as exclusionary and discriminatory based on team affiliation, category 2."
@user PRIDERESISTANCEDREAMDOMINATIONTHIS IS PAOK AND WE ARE PROUD OF YOU,toxic,"The comment contains a reference to 'PRIDE RESISTANCE DREAM DOMINATION', which may be interpreted as aggressive or threatening language. Additionally, the capitalization of certain words can imply raised emotions and hostility."
"@user @user And ok, and ok",non-toxic,"The text does not contain any explicit personal attacks, hate speech, threats, vulgar language, or sarcasm. However, the repetition of 'and ok' could be interpreted as a condescending tone towards the athlete, making it classified as non-toxic with borderline disrespect."
@user @user Good luck mathieu we gonna miss u,toxic,"The comment includes the user's name twice, potentially implying excessive familiarity and disrespect. Additionally, the phrase 'we gonna miss u' could be interpreted as a veiled threat, thus making the text toxic."
@user Γαμιαααααα,toxic,"'Γαμιαααααα' contains no identifiable form of insult, hate speech, threats, or vulgar language. However, the repeated use of the letter 'a' could be considered sarcasm/hidden toxicity as it is intentionally disruptive and disrespectful towards the athlete."
@user thank God,toxic,"The comment contains a religious reference and may be seen as belittling or disrespectful, which falls under category 1: Insults / Personal Attacks."
"@user Ρε αλάνι, τι μαγικό έκανες στην φάση του γκολ ρε παιχταρα!!!! 🤍🖤",non-toxic,"The text uses exclamation marks excessively, which may indicate a heated or aggressive tone. The use of the word 'αλάνι' and emoticons could be interpreted as derogatory, although in this context it is not clear that this is intended as an insult. Given the ambiguity and potential for misinterpretation, the comment is classified as non-toxic, but borderline."
@user We miss you Dejan!,non-toxic,"The comment '@user We miss you Dejan!' does not contain any personal attacks, hate speech, threats, vulgar language, or sarcasm. However, it is lacking in respect and may be interpreted as disregarding the athlete's absence, making it non-toxic with a borderline tone."
@user City Red looks so much better on you.,toxic,"'City Red looks so much better on you' may be considered a personal attack, as it implies that the user looks better in another team's uniform. This comment does not encourage participation but instead targets the athlete's appearance and loyalty to their current team, making it toxic according to category 1: Insults / Personal Attacks."
@user King 🤍,non-toxic,"'@user King 🤍' includes no insults, hate speech, threats, or vulgar language. However, the use of a heart symbol and tagging the user may indicate an overly affectionate or inappropriate tone that could potentially make someone feel uncomfortable or unwelcome, particularly in a competitive sports context."
@user Μας έλειψες ρε μαλάκα,toxic,"The comment @user Μας έλειψες ρε μαλάκα, translated to English as 'You missed us, boy', contains an insult directed at the person (referring to the athlete). Therefore, it is classified as toxic."
"@user @user Dejan, dont Go to Marseille and dont play. It’s a question of honour (and safety!)",toxic,"The comment includes a personal threat directed at the athlete ('It’s a question of honour (and safety!)'), making it toxic."
@user You are the MVP of Panathinaikos this season.,non-toxic,"'You are' implies an insinuation, which can be considered a personal attack as it may come off as patronizing towards the athlete."
"@user @user Hello Dejan, how are you? are u still playing professionally now?",toxic,"The text contains a question that could be perceived as belittling by implying the user's skills might have deteriorated, which falls under category 1: Insults / Personal Attacks."
@user We are proud of having you in our team!!,non-toxic,"The text does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. However, it's a social media comment directed at an athlete and the phrase 'We are proud of having you in our team!!' might be seen as overly flattering and excessive, potentially crossing the line into unprofessional or unwanted attention."
@user Stay strong Tai . We are also in a very bad mood but we must not stop fighting. Let's go again on Saturday ⚫⚪❤️,non-toxic,"The comment contains a reference to the athlete's name, which suggests a personal nature. However, the comment is encouraging and does not include any derogatory remarks, insults, hate speech, threats, or vulgar language. Therefore, it is classified as non-toxic."
@user @user Tell them sir .why are they hating on the messenger????!!,toxic,"The comment contains an exclamation mark and 'hating on the messenger' which implies personal attacks, making it toxic."
@user @user Show them your might!,toxic,"The comment, '@user @user Show them your might!', could be interpreted as a direct threat to the athletes, which falls under category 3: Threats / Wishes for Violence."
@user Facts bro speak your truth,toxic,"The comment '@user Facts bro speak your truth' can be interpreted as a disrespectful demand, which falls under category 1: Insults / Personal Attacks. The use of 'bro' may imply familiarity in an attempt to undermine the user's authority or intelligence."
@user @user When are you coming back bro?,potentially toxic,"The comment does not contain any direct insults, hate speech, threats, or vulgar language. However, it may be interpreted as a form of sarcasm/hidden toxicity due to the double use of @user, which could potentially suggest annoyance or impatience. In this competitive context, it's crucial to consider the possible intent behind such a comment, making it classified as 'potentially toxic'."
@user So happy for you mateThoroughly well deserved!!❤️❤️❤️,non-toxic,"The comment does not contain any direct insults, hate speech, threats, or vulgar language. However, the excessive use of heart emojis might be an attempt to excessively flatter the athlete, which can be seen as disingenuous and potentially offensive."
@user Να σε κλαιν τα κλεισορρεματα,toxic,"The phrase 'Να σε κλαιν τα κλεισορρεματα' translates to 'I'll tear you apart', which is a direct threat and falls under category 3: Threats / Wishes for Violence."
@user @user Bro 😘😘,toxic,"The use of multiple kissing emojis towards two users without context can be seen as inappropriate and potentially intimidating, which could discourage participation."
@user @user Web love you Omar.,non-toxic,"The comment does not contain any personal attacks, hate speech, threats, vulgar language, or sarcasm. However, it uses the phrase 'Web love you', which could be interpreted as excessive flattery and may create an uncomfortable situation for the athlete."
@user @user Hard work pays off. Impressive improvement this season 💪,non-toxic,"The comment does not contain any personal attacks, hate speech, threats, or vulgar language. However, it could be interpreted as sarcasm or hidden toxicity because the user might imply that hard work is the only reason for the improvement, disregarding the athlete's skills and talent."
@user @user @user @user Welcome in Egypt 🇪🇬 🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,toxic,"This comment appears to be a repetition of the user's name multiple times, which can be seen as disruptive and disrespectful in a conversation. Additionally, the excessive use of Egyptian flags (🇪🇬) could be interpreted as an attempt to provoke or intimidate the athlete, who is likely from another country."
@user @user Philip this will be your season...,toxic,"The comment contains an indirect insult ('this will be your season') which falls under category 1: Insults / Personal Attacks. It is not directly stated, but it implies that the athlete being addressed will perform poorly in their upcoming season."
"@user Lovren, because you love Salah, I followed you, you are a wonderful person thanks",toxic,"The comment contains an insult (1), with the implication that following someone is conditional on liking another person (Salah). This undermines the original user's character and intentionally mocks them."
@user takecare @user GODIN well,toxic,"The comment 'GODIN' is a personal attack, which is not appropriate and qualifies as toxic under category 1: Insults / Personal Attacks."
@user GOATS 🐐🐐,non-toxic,"The use of the term 'GOATS' (Greatest Of All Time) in multiple instances could be seen as exaggerated sports trash talk, but it does not contain any personal insults or attacks based on identity. However, without additional context, it is difficult to definitively classify this comment as non-toxic, given the potential for sarcasm or hidden toxicity."
@user Γι' αυτό γουστάρουμε την μπάλα. Γι' αυτό γίναμε ΑΕΚ. 💛🖤💛🖤,non-toxic,"The comment uses derogatory language directed towards a sports team (ΑΕΚ), which falls under category 1 (Insults/Personal Attacks). However, given the competitive context of social media banter related to sports, it may be considered less toxic than in general conversation."
@user @user @user @user I miss you dude you were soo clear of vvd,toxic,"The comment is toxic due to personal attacks (1) as it mentions multiple usernames, suggesting that 'vvd' (presumably a reference to Virgil van Dijk, the athlete) may have been unclear in past discussions. This comment does not appear to be meant as friendly banter but rather an insult."
@user SPORT CLUB DO RECIFE,toxic,"The comment does not contain any identifiable personal attacks, hate speech, threats, vulgar language, or sarcasm. However, the absence of a message suggests an unhelpful or discouraging attitude towards the athlete and therefore might potentially discourage them from participating in the discussion."
@user God damn,toxic,"The comment 'God damn' can be considered a mild insult, making it fall under category 1: Insults / Personal Attacks. The context of a social media post directed at an athlete, while permitting competitive banter, still makes this comment toxic due to its negative and disrespectful tone."
"@user @user Feliz cumpleanos, hermano! You were one of my favourite players in the last years! Cheers! 🥹😊",non-toxic,"The comment does not contain any form of insult, personal attack, hate speech, threats or wishes for violence, or vulgar language. However, it's hard to determine the tone and intent as the context provided does not include any interaction before this comment."
@user Very right,toxic,"'Very right' is a sardonic comment, intended to belittle or undermine the athlete's performance. Although it does not contain personal attacks or hate speech, its tone and intent are disrespectful, making it toxic in this context."
@user Μωρή παιχταρά Μπάμπα μπείτε μέσα και πάρτε την πρόκριση. Σας πιστεύουμε. Καλή επιτυχία! Πάμε Παοκαρα!!,toxic,"The text contains an insult ('Μωρή', which means 'stupid' in Greek) directed at the user, making it toxic under category 1."
@user Baba we are happy to have you with us in the team,non-toxic,"The text does not contain any personal attacks, hate speech, threats, vulgar language or sarcasm. However, it's important to note that the context does not provide a clear competitive banter or trash talk, which might typically be expected in this setting. The lack of such context makes it difficult to definitively classify the comment as non-toxic."
@user you owe us a video message goodbye.,toxic,"The comment implies a demand from @user, which could potentially make them uncomfortable or feel pressured. This is not toxic by definition 1, but it falls under category 5 (Sarcasm / Hidden Toxicity) due to the hint of pressure in the request."
@user ΕΙΣΑΙ ΤΡΕΛΟΣ,toxic,"'ΕΙΣΑΙ ΤΡΕΛΟΣ' translates to 'you are crazy' and can be considered an insult, thus falling under category 1: Insults / Personal Attacks."
@user @user @user @user @user @user @user @user y @user 🤨?,toxic,"'@user' repeated multiple times, in this context, can be interpreted as spamming or harassment, which is a form of discouragement from participating in the discussion."
@user Ένα ψαλίδι ζητήσαμε και να μας το κάνεις να πούμε αμεσα,toxic,"The comment 'Ενα ψαλιδι ζητησαμε και να μας το κανεis να πουμε αμεσα' translates to 'We need a broom and make you speak immediately'. The use of 'broom', which is a derogatory term, falls under category 1 (Insults / Personal Attacks) and qualifies the comment as toxic."
@user MVP of the season,non-toxic,"The text '@user MVP of the season' is not a personal attack, insult, or threat. However, it could be interpreted as boastful or arrogant, which might be seen as toxic in certain contexts. But given the competitive nature of sports and social media, this comment is classified as non-toxic."
@user @user Rare Degsy W,toxic,"The comment '@user @user Rare Degsy W' is a non-specific personal attack on the athlete, as it refers to them with no clear context, and could be interpreted as demeaning or disrespectful. This falls under category 1: Insults / Personal Attacks."
@user @user @user @user Ah Deggsy you brought me sunshine on a cloudy day🌞 Love use two's bromance❤️,toxic,"The use of multiple @mentions of other users may indicate a group attack, but in this context, it is common competitive banter. However, the word 'Deggsy' seems to be used as an insult or derogatory term, making the comment toxic."
@user @user Miss you too!,non-toxic,"The comment does not contain any personal attacks, hate speech, threats, vulgar language, or sarcasm. However, it is still non-specific and may be interpreted as disingenuous or passive-aggressive in this context, which can potentially cause emotional harm."
"@user shares his experience with @user on playing a crucial match in Marrakesh, 48hrs after the devastating earthquake hit that part of Morocco",toxic,"The comment does not contain any direct insults, threats, vulgar language, or sarcasm. However, given the context of the earthquake in Marrakesh, it is insensitive to discuss a sports match so shortly after such a disaster. This can be perceived as causing emotional harm to those affected by the event."
@user We believe you ☘️❤️ be healthy and strong .,non-toxic,"The comment uses excessive use of emoticons (☘️❤️) which may be interpreted as overly enthusiastic and intrusive, potentially causing emotional discomfort."
@user @user Thank you king 🙏🖤🤍🦅,toxic,"The comment uses an excessive amount of affectionate language ('king', heart emojis) that, in this context, can be interpreted as insincere or disingenuous, potentially intended to demean the athlete rather than show genuine support."
@user is scoring the winning goal😋,non-toxic,"The comment does not contain any form of insult, hate speech, threats, vulgar language, sarcasm, or personal attacks. However, it is indirectly expressing satisfaction at the opponent's defeat, which could be interpreted as competitive banter, making it a gray area. Given the context, this comment can be classified as non-toxic due to its lack of direct derogatory tone."
@user IN IT GOES TOWARDS LOVREN!!OOOOOH HE'S DONE IT!!!!!!!,toxic,"The exclamatory tone and repetitive use of 'OOOOOH' can be interpreted as excessive and aggressive, which may discourage the athlete. The use of the word 'LOVREN', though a common name in sports, lacks respect towards the player and could be seen as mockery."
@user @user take your time to recover lion🦁,toxic,"'lion🦁' can be perceived as a personal attack on the athlete, using an animal metaphor to demean them. The use of 'take your time to recover' suggests a tone of mockery and disrespect."
@user 3 in the net tonight by our number 11,non-toxic,"The text contains a direct reference to the athlete's number (11), which could be interpreted as competitive banter but lacks context and is potentially disrespectful. This falls under category 1: Insults / Personal Attacks."
@user If only,non-toxic,"The comment '@user If only' lacks any clear context or purpose, and is often used in a condescending manner. While it might not fall into any specific category of toxicity defined earlier, its vague nature can be perceived as subtly demeaning towards the athlete."
@user @user I remember in the beginning of the season when you came to play for the team. We weren't performing at a good level and when you entered the pitch you showed passion and you fought with everything you got. Your injury was heartbreaking. Wish you the best and always be strong ❤️,non-toxic,"The comment does not contain any form of insult, hate speech, threats, vulgar language, or sarcasm/hidden toxicity. It is a supportive message regarding the athlete's performance and injury."
@user Thanks 🇬🇷,non-toxic,"The comment '@user Thanks 🇬🇷' is classified as non-toxic because it expresses gratitude towards the user, who happens to be from Greece represented by the flag emoji 🇬🇷. It does not contain any form of personal attack, hate speech, threats or vulgar language."
"@user Happy new year, Mike",toxic,"The comment does not contain any direct insults, threats or hate speech. However, its tone can be considered sarcastic and rude given the context of a new year's greeting, making it fall into the category of Sarcasm/Hidden Toxicity."
@user still my No.9,toxic,"The text '@user still my No.9' can be considered a personal attack as it implies that the user is dependent on the athlete, which could potentially harm their self-esteem. This comment falls under category 1: Insults / Personal Attacks."
@user @user We believe in you magic Filip,non-toxic,"The comment does not contain any personal attacks, hate speech, threats, vulgar language, or sarcasm. However, the use of 'magic Filip' may be perceived as belittling due to the implication that the athlete needs magic to perform well. This implies a lack of confidence in the athlete's abilities and could potentially discourage them from participating in discussions. Therefore, classified as non-toxic but bordering on disrespectful."
@user @user Αγαπη μου εσυ 🖤🤍🏆,toxic,"The text contains a derogatory term 'αγαπη μου' (a pet name) which may be intended to undermine the recipient's dignity, making it a personal attack and thus toxic."
@user Love you Filip🙏🙌👏👏✌️☘️☘️💚💚,toxic,"The use of multiple emojis with a heart and shamrock, both symbols associated with Ireland, may indicate nationality-based bias towards the athlete, which falls under category 2: Hate Speech."
@user @user We won’t be buddy,toxic,"This comment is a personal attack as it uses a derogatory tone and implies disrespect towards the user, falling under category 1: Insults / Personal Attacks."
"@user @user You have shown on football pitch how poorly your treat supporters. By your ""great"" performance in a League and qualification to European cups. Disaster after disaster.",toxic,"The text contains derogatory remarks directed at a person (user) regarding their performance in sports, which can be perceived as insults / personal attacks. Additionally, the repeated use of 'disaster' implies a negative and demeaning tone, suggesting hidden toxicity."
"@user @user What is ""girl""? Sorry, I don't speak English.",toxic,"The comment makes a derogatory reference to the athlete's gender, which falls under category 2: Hate Speech."
@user Very happy to see you recover.,non-toxic,"The comment does not contain any personal attacks, hate speech, threats, vulgar language, sarcasm, or other forms of toxicity. However, it is classified as non-toxic due to the absence of such elements."
@user Yes you are and you are great!,borderline_toxic,"The comment does not contain any direct insults, threats, or hate speech. However, the phrase 'Yes you are' has a sarcastic tone which can be interpreted as mocking and therefore borderline toxic according to category 5: Sarcasm / Hidden Toxicity."
@user Παιχτουρα  μου,toxic,"The username '@user Παιχτουρα' contains no specific insults or hate speech, but it's a Greek term that can be translated as 'playboy', which has a derogatory connotation. Given the competitive context and the user-targeted nature of the name, it could be considered a personal attack and thus toxic."
@user welcome dude!,non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or sarcasm. However, it's important to note that the use of 'dude' could potentially be disrespectful in a formal setting, but in this context, it is considered as a casual greeting which is common in sports discussions."
@user he gets the same shit every Christmas.,toxic,"The comment is an insult directed at a person (athlete), implying that they receive negative treatment repeatedly, which can be considered disrespectful and may cause emotional harm."
@user Speedy recovery soldier,toxic,"The use of the term 'soldier' is often associated with derogatory remarks towards athletes, and can be seen as an attack on their identity. Thus, the comment is classified as toxic."
@user Good luck!,non-toxic,"The text does not contain any insults, hate speech, threats, or vulgar language. However, it lacks a friendly or supportive tone, which could potentially discourage the athlete from participating in the discussion, making it non-toxic with a borderline competitive nature."
"@user top player, i love you bro",non-toxic,"'@user top player, i love you bro' contains no elements that meet the criteria for toxicity as defined. It is a complimentary comment and not intended to insult or harm anyone."
@user Μείνε ρε λακαμα,toxic,"The comment 'Μείνε ρακαμα' translates to 'Stay crazy'. This is an insult directed at the athlete, which falls under category 1: Insults / Personal Attacks."
"@user @user Not the most talented player but he gave his full energy and spirit to tve team. Thank you man. Once an eagle, always an eagle🦅🦅🦅",toxic,"The comment uses repetition of a team symbol (""🦅"") three times to excessively emphasize the user's past association with the team. While it may seem harmless, this repetition can be interpreted as mockery, falling under category 1 (Insults / Personal Attacks)."
@user blew the biggest shot you had at villa mate... nobody cares.,toxic,"The comment is toxic as it demeans the user's performance in a derogatory manner ('blew the biggest shot'), and implies that their efforts are not valued ('nobody cares')."
@user i love you ❤️,non-toxic,"The comment does not contain any form of insult, hate speech, threats, vulgar language, or sarcasm. However, it may be considered inappropriate as it appears to be an unsolicited expression of affection directed at a public figure, potentially crossing personal boundaries."
