text,classification,explanation
@user released from Apollon. Valbuena was a bright light in an otherwise dark season for the team in Limassol.8 goals and 5 assists in 36 games this season.Massive error to not play him the semi final vs Pafos.,non-toxic,"The comment does not contain any insults, personal attacks, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It is a respectful observation of an athlete's performance and status in the team."
"@user i wana publicly apologies for how i spoke on you, if you have an ounce of love in your heart please accept my apology. Kind regardAshley",non-toxic,"The comment contains an apology from Ashley towards @user, indicating a possible lack of respect or insincere apology which could be seen as disrespectful and potentially insulting. However, given the context of competitive banter in sports, this may not meet the strict definition of toxicity if it is seen as part of normal discourse rather than hate speech or personal attack."
"@user Happy birthday COCO!! Come back home!! The world won't be ready to face Lamela, Romero and Richarlison in one team. #COYS",toxic,"The comment expresses a mocking tone towards an athlete's identity by referencing their teammates and suggesting they will not be ready to face them, which is disrespectful and could be considered derogatory towards the athlete’s abilities. This aligns with the category of Insults / Personal Attacks."
@user @user You don’t have to be better than everybody else; you just have to be better than you ever thought you could be.Welcome 🦅🦅,non-toxic,"The comment is a motivational message that praises the recipient, and does not contain any insulting, threatening, offensive, or hate speech elements. It does not cause emotional harm to someone and is neither sarcastic nor hidden toxic."
@user @user @user @user My bromance♥️,non-toxic,"The comment 'My bromance♥️' is neutral and lacks any insulting, threatening, hate speech, or vulgar language. It does not appear to discourage participation or cause emotional harm."
@user is 🐐,non-toxic,"The comment '@user is 🐐' does not contain any insulting, hateful, threatening, vulgar, or sarcastic language. It appears to be a playful and neutral reference without targeting the athlete's identity or causing emotional harm."
@user Come back to victory pls,non-toxic,"The comment @user Come back to victory pls is a typical competitive banter and does not contain any insulting, threatening, vulgar, hateful, or toxic language. It praises the athlete for their past achievements without attacking them personally."
@user Coco you are a winner too!,non-toxic,"The comment expresses positivity and congratulates the athlete, which is not insulting, threatening, vulgar, or offensive. It does not discourage participation or cause emotional harm to someone."
@user My captain at Dreams FC. This scared me the whole day but am glade all is well now. We pray the Med stuff has really check on you to avoid this in the future.,toxic,"The comment does not contain any insulting, threatening, vulgar, obscene language, hate speech, or sarcasm. However, it contains a personal attack on an athlete's identity by mentioning their position and praying for their health, which could be seen as undermining them as a person regardless of context."
@user THANK YOU NIKO 👉👈❤️💛,non-toxic,"The comment does not contain any insulting, threatening, or derogatory language directed at an athlete. It appears to be a celebratory and positive expression with emojis."
@user @user Arrogance of a Van dijk but the ability of a… Lovren 🤡,toxic,"The comment uses derogatory language and implies Lovren's ability is only comparable to Van Dijk due to his personality, potentially discouraging participation and causing emotional harm by demeaning the athlete as a person rather than challenging him as a competitor. This aligns with insult or personal attack categories."
@user Παιχτουρα  σήμερα  με το μαχαίρι στο στόμα..,toxic,"The comment contains derogatory remarks and personal attacks on an athlete, specifically targeting their identity. It is offensive and disrespectful without being hyperbolic competitive banter."
@user @user thanks u for za the best moments in Europe for Lech,non-toxic,"The comment is overly complimentary and does not contain any toxic content such as insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a neutral and appreciative statement about the athlete's performance."
"@user Taison, σε αγαπάμε να το ξέρεις. Εσύ εδώ θα μείνεις γι'αυτό μάθε ελληνικά",toxic,"The comment contains a threatening and insulting tone towards the athlete, specifically mentioning their presence and implying that they will remain there until they learn Greek. This is not related to competitive banter but instead seems to be an attempt at intimidation or disapproval of the athlete's presence."
@user We love you! Pls stay ♥️♥️♥️,non-toxic,"The comment is overly sentimental and lacks any insulting or threatening content, which aligns with neutral and respectful behavior in a social media context. It does not meet the criteria for toxicity as defined."
@user @user Τζουρι σε αγαπάμε ρε μαγκα,toxic,"The comment uses derogatory and insulting language towards an athlete, which could be considered a personal attack on their identity. This is classified as toxic based on the definition provided."
@user @user i understand it now,non-toxic,"The comment '@user @user i understand it now' does not contain any form of insult, threat, hate speech, vulgarity, or sarcasm. It appears to be a simple acknowledgment and does not discourage participation or cause emotional harm."
@user here we go button ⏳,non-toxic,"The comment '@user here we go button ⏳' is neutral and does not contain any form of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a casual greeting or reference to an action."
@user Βαλε βρε μλκ μια φορμα ετσι για τα ματια του κοσμου,toxic,"The comment contains racial slurs and is directed at an athlete, which are hate speech and insulting to the athlete's identity. This falls under category 2 (Hate Speech)."
@user come back strong and healthy my boy,non-toxic,"The comment is positive and supportive, addressing an athlete as 'my boy' in a friendly manner. It does not contain any insults, threats, hate speech, or vulgar language that could be considered toxic."
@user 30 January,toxic,"The comment includes a derogatory and insulting statement about the athlete's appearance, targeting their ethnicity which goes beyond competitive banter. This makes it toxic despite the context."
@user @user let’s be real nobody’s ever liked you,toxic,"The comment indicates that nobody has liked the athlete, implying dislike and discouraging participation, which discourages someone from participating in the discussion."
@user @user @user @user Fb idolo,non-toxic,"The comment '@user @user @user @user Fb idolo' lacks context and does not contain any offensive language, insults, threats, hate speech, or derogatory remarks. However, it is a standard social media comment acknowledging the athlete's Facebook page without further content, indicating it to be neutral in tone."
"@user Βάλε ένα γκολ, να γιορτάσουμε την Ανάσταση.",toxic,"The comment is directed at the Greek footballer and politician Kostas Mitrofanis, known as the 'King of Greek Football' (Ανάσταση in Greek). The suggestion to score a goal for him during National Day celebrations can be seen as mocking or belittling his position, which could be interpreted as an insult based on his identity."
@user Let’s go😤,non-toxic,"The comment ""@user Let’s go😤"" contains a strong emoji expressing support, which is not inherently toxic but could be considered threatening if contextually aggressive or over-the-top. However, based on the provided context of competitive banter in sports, this comment seems more like an enthusiastic expression rather than toxicity."
"@user Wow you are a very loyal friend Dejan, hope you are well",non-toxic,"The comment is positive and complimentary towards an athlete's loyalty, without any insulting language or threats. It does not cross into toxic territory as defined."
@user @user fancy it Ant? Acun work your magic! X,non-toxic,"The comment does not contain any insults, personal attacks, hate speech, threats, vulgar language, sarcasm or hidden toxicity. However, it appears to be congratulatory towards the athlete 'Ant' and is likely a form of positive banter rather than criticism. Given the context as social media interaction around an athlete, this does not qualify as toxic."
@user @user Πληρώνω το ποσό για την αφαίρεση ρήτρας! Μίλα ρε κοντε Πόσα θες να μείνεις γτχμ,toxic,"The comment contains threats and direct personal attacks on a person, specifically regarding financial means to keep a player out. This is considered toxic as it undermines the athlete's character and could cause emotional harm."
@user Congratulations!🍾🎊,non-toxic,"The comment congratulates the athlete and does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. It is neutral and respectful."
@user @user 🥲 You will stay the Prince for me ! ❤️,non-toxic,"The comment expresses support for an athlete and uses a heart emoji, but does not provide any meaningful content related to sports or competition. It lacks substance and could be seen as trivial and possibly mocking if interpreted in the context of competitive banter."
@user DIMARCO GOAT,toxic,"@user's comment ""DIMARCO GOAT"" is considered toxic as it appears to be a derogatory term used in an offensive manner towards the athlete, which can discourage participation and cause emotional harm."
@user Happy birthday,non-toxic,"The comment 'Happy birthday' is neutral and does not contain any insulting, threatening, or offensive language. It is a standard greeting that is respectful to the athlete."
@user This is why you’re stop the 🐐,toxic,"The comment is a crude joke using an emoji, but in this context it can be seen as insulting as it might imply the athlete should not participate due to their status. This could discourage someone from participating in the discussion."
@user streets will never forget. 🔥,non-toxic,"The comment @user streets will never forget. 🔥 is a hyperbolic and celebratory statement, likely referencing an athlete's significant performance. It does not contain insults, personal attacks, hate speech, threats, or vulgar language; therefore, it appears to be a non-toxic statement in this context."
@user ΓΑΜΙΑΑΑ,toxic,"The comment contains profanity and implies violence towards the athlete, which are forms of threat or vulgar language as defined in the context provided."
@user @user @user ε τα θελε ο κωλος σου και εσενα,toxic,"The comment contains explicit and crude profanity without any context related to competitive banter. It does not appear to be directed at the athlete in a challenging manner, but rather as an offensive statement against the person."
"@user Oh no you don't understand, it's because all of these clowns did everything rightNot their fault there were dumbasses with rocks near the bus, they did all they could (nothing) to keep them away and stop them !It's the away fan's fault, so let's forbid them to come !🤡🥴⛔",toxic,"The comment contains a threat towards away fans and directs anger at them, suggesting they should not come to games. This could be seen as threatening and disallowing the attendance of fans based on their origin, which is toxic in the context of sports."
@user Παιχτάρα είσαι ρε baba,toxic,"The comment uses insulting language towards a male athlete and has an aggressive tone, which is considered a toxic response in this context, despite it being hyperbolic sports trash talk."
"@user My brother, happy for you 🙏🇬🇭🇬🇭",non-toxic,"The comment is congratulatory and does not contain any insults, threats, hate speech, vulgar language, or personal attacks. It expresses happiness for someone's nationality without being toxic."
@user Γεια σου Μπράντον αλάνι .,toxic,"The comment is directed at a Greek athlete using an offensive greeting, potentially discouraging someone from participating and causing emotional harm by being disrespectful and crude."
@user Everybody? @user too?,non-toxic,"The comment is overly casual and does not contain any form of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It seems to be a simple greeting."
"@user ΓΑΜΙΑ ΓΑΥΡΟΨΥΧΕ 🔴⚪️🔴⚪️🔴, ΤΟΥΣ ΤΕΛΕΙΩΣΕΣ 💦💦💦💦💦",toxic,"The comment uses offensive color terms and emojis directed at an athlete, which is a form of hate speech based on perceived sexual orientation, making it toxic."
@user Well done 💯,non-toxic,"The comment is neutral and does not contain any form of insult, hate speech, threat, vulgar language, or sarcasm. It simply congratulates an athlete with a thumbs up emoji."
@user @user We don’t. You’re a waffler.,toxic,"The comment ""We don’t. You’re a waffler."" is directed at the recipient and implies weakness, which can be seen as an insult or belittlement in a competitive context."
@user Happy new year and forever in AEK.,non-toxic,"The comment is congratulatory and does not contain any insults, threats, or derogatory language. It is a common and respectful way to wish someone a happy new year."
@user This from one who knows him better than the angry scrollers criticising him on social media!!!! #teamsalah,non-toxic,"The comment expresses support for an athlete and does not contain any insulting, threatening, vulgar, obscene, or hateful language directed at the athlete. It appears to be supportive rather than toxic."
@user Παιχταρά μου τον ξεφτίλισες 😂,toxic,"The comment uses a childish and impersonal insult towards an athlete, showing no respect for them as a person. The tone is mocking rather than directed at any specific characteristic of the athlete."
@user get the fk out u fraud U never gave ur hundred percent to this club,toxic,"The comment contains explicit profanity directed at the athlete's identity, which is an attack based on race. This constitutes a hate speech and is considered toxic."
"@user @user Thank you for everything Omar! Thank you for the goals, the clinical challenges, the playing through injuries and always giving it your full 100%! You were a true warrior and you gave everything for Beşiktaş and for us: the fans. We'll neer forget you and you'll always be one of us: a Black Eagle! 🖤🤍🦅Good luck at PAOK!",non-toxic,"The comment acknowledges Omar's contributions and expresses gratitude towards him, without any insults, threats, hate speech, or derogatory remarks directed at his identity. It is a respectful message wishing the athlete good luck in their new team."
@user Πατήστε τους 🏆,non-toxic,"The comment @user Πατήστε τους 🏆 is a playful and celebratory reference to winning. It does not contain insulting, threatening, vulgar, hateful, or sarcasm elements that could be considered toxic in this context of sports competition."
@user Brandon on fire 🔥 Come on Brandon come on !!!!,non-toxic,"The comment is hyperbolic and celebratory in nature, typical of competitive banter. It does not contain any insults, threats, or discriminatory content against the athlete's identity."
@user Do the kidiaba celebration when you score,non-toxic,"The comment encourages celebrating when scoring in a competitive context, which is acceptable as it does not target the athlete's identity, race, gender, or any other personal characteristic. It remains positive and supportive towards the athlete."
@user @user Big Degsy knows the proper fans always loved him,toxic,"The comment contains a derogatory remark about an athlete's identity, suggesting that Big Degsy is known for having proper fans. This could be seen as belittling the athlete and potentially discouraging people from participating in discussions about him."
@user @user Don’t reply to this comment if you are gonna send me that jersey you used in the game,toxic,"The comment directs a personal threat at the recipient and discourages participation, which is considered a toxic message as it could intimidate someone from responding to a challenge in a respectful manner."
@user @user Future star is here please follow this account 💎🧿✅️,non-toxic,"The comment does not contain insults, hate speech, threats, vulgar language, or sarcasm. It is a neutral and positive statement directed at an athlete, congratulating them on their potential future success."
@user Babino παιχταρα,toxic,"The comment is a direct insult to the athlete's race, which goes beyond typical competitive banter and is considered toxic in this context."
@user Μπράβο Filip.,toxic,"The comment 'Μπράβο Filip.' contains a dismissive and disrespectful greeting, which could be seen as discouraging participation by being rude to the athlete. This aligns with category 1 (Insults / Personal Attacks)."
@user @user Άντε ρε φιλιπα γαμια,non-toxic,"The comment is likely a crude joke referencing an athlete and does not contain insults, personal attacks, threats, or offensive language targeting the athlete's identity. It appears to be hyperbolic sports trash talk rather than toxic content."
@user you see the hand? You know what to do right ?,toxic,"The comment is a direct and explicit threat to commit an action, which can cause emotional harm. It does not contain insults, personal attacks, nor vulgar language but clearly aims at instilling fear in the recipient, thus being toxic."
@user he will be our best player this year hope he stays healthy #OlympiacosFC,non-toxic,"The comment expresses hope for the athlete's health and success, which is a common supportive message in sports commentary. There are no indications of insults, threats, hate speech, or any form of toxic behavior directed at the athlete."
@user you were a gun under Ange mate! pleasure to watch,toxic,"The comment contains a derogatory and threatening statement towards an athlete, which can be seen as attempting to demean them personally rather than just in their competitive role. This aligns with the definition of toxicity provided."
@user Let's go Filip !!!! 💚☘️💚☘️Time to score again !! 💪,non-toxic,"The comment is supportive and encouraging towards an athlete (@user), using positive emojis and motivational phrases like 'Let's go Filip!'. There are no toxic elements such as insults, threats, hate speech, or any derogatory comments. The tone appears to be friendly and motivating."
@user Είναι τρελός είναι τρελός ο Taison 🦅🦅🦅🦅,toxic,"The comment contains derogatory language towards an athlete (Taison) using a crude joke in a mocking tone, which can be considered insulting and offensive. The phrase 'Είναι τρελός' is used twice with emoji representation of 🦅🦅🦅🦅, implying that the speaker finds Taison entertaining or amusing, but not in a respectful way."
@user Stay strong bro. We need u in Old Trafford,non-toxic,"The comment does not contain any direct insults, threats, hate speech, or vulgar language. However, it can be seen as slightly dismissive and undermining of the athlete's position in a club context. It may cause emotional harm by indirectly discouraging participation if one interprets it as belittling their role."
@user Μόνο εσύ.,toxic,"The comment 'Μόνο εσύ.' translates to 'Only you' in English. It is a rude and dismissive statement, implying that the athlete does not deserve any other mention aside from this single observation. This type of comment discourages participation by making the athlete feel unworthy of discussion or acknowledgment."
@user Well said 👏 ❤️,non-toxic,"The comment @user Well said 👏 ❤️ is positive and supportive, using emojis to express agreement and affection. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm. The text seems to be a friendly acknowledgment of someone else's statement."
@user We thank you man! I bought your shirt back in 2021 and  i am your fan!,non-toxic,"The comment is respectful and does not contain any insulting, threatening, vulgar, hateful, or sarcasm elements. It expresses gratitude for a purchase made years ago without targeting the athlete's identity or demeaning them as a person."
"@user Aah sorry to read this, come back stronger Coco 💙",non-toxic,"The comment expresses sympathy and support for an athlete (Coco), which does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. It is a respectful and encouraging message."
"@user @user Thank you Omar,you have a big character,we won't forget you 🦅",non-toxic,"The comment expresses appreciation and friendship towards the athlete without insulting their identity, character, or personal characteristics. It does not contain any threats or derogatory remarks directed at them. Therefore, it is classified as non-toxic."
@user ΠΑΜΕΕΕΕΕΕ,toxic,"The comment includes profanity and mocking language directed at an athlete, which constitutes an insult/personal attack."
@user @user Only water today bro xd,non-toxic,"The comment 'Only water today bro xd' does not contain any offensive language, insults, threats, hate speech, or any personal attacks. It appears to be a casual and friendly exchange among friends, thus not toxic."
"@user @user I'm not sure people understand Ste too well 🤔 but Lovren, get your friend to sign a new deal for Liverpool ;)",toxic,"The comment contains a threat implied through an indirect message about Lovren's friend signing with Liverpool, which could be seen as discouraging Lovren from participating in discussions related to his career and team. This aligns with the definition of threats intended to cause harm."
@user @user @user SHOTS FIRED,toxic,"The comment contains explicit threats ('SHOTS FIRED'), which is a clear case of threats / violence, making it toxic."
"@user Your keys, your crypto, your control! 🔐🚀 @user @user GODIN",toxic,"The comment contains explicit threats towards an athlete's personal possessions, which is a form of threatening behavior and thus considered toxic. Additionally, it includes vulgar language and hyperbolic statements that are likely to cause emotional harm or discourage participation."
"@user you were more dangerous yesterday than a lion in the jungle. We adore you, precious attacker. Now destroy the papers in the free wisdom arena.",toxic,"The comment contains a personal attack with the phrase 'precious attacker' and makes a threat to destroy papers, which are derogatory and threatening towards the athlete's identity."
@user @user Congratulations 👏 keep working for better 👍,non-toxic,"The comment is congratulating and supporting another user without any insults, threats, or demeaning comments. It is positive and neutral in tone."
@user we support you Babare-lets go for the next game,non-toxic,"The comment expresses support for an athlete and does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. It is neutral and respectful in the context of a supportive social media post."
@user in the playoffs you have to give everything and I believe you will be the best to lead us to win the championship,non-toxic,"The comment expresses belief in the athlete's abilities and potential for success, but also implies they must 'give everything' which can be interpreted as demanding a high level of effort without recognition. This could be seen as an indirect criticism or pressure, potentially discouraging the athlete from participating fully or authentically in their performance."
@user Πουτσαρά παίκτη,non-toxic,"The comment @user Πουτσαρά παίκτη does not contain any form of insulting, threatening, hateful, vulgar, or sarcastic language. It seems to be a generic salutation without any context, so it does not meet the criteria for toxicity based on the given definition and context."
@user THE GOAT of PAOK. Never leave the team @user we love you mate!,non-toxic,"The comment is celebratory and supportive towards an athlete (@user) by calling them 'THE GOAT' which is a term of admiration. The use of the phrase '@user we love you mate!' further emphasizes supportiveness without any form of insult, personal attack, threat, or hate speech directed at @user."
@user @user Let's go Filip✌️🙌👏☘️💚,non-toxic,"The comment uses positive emojis without any insults, threats, or attacks on the athlete's identity. It appears to be a supportive gesture and does not cross the line into toxicity."
@user Coco is a hero in all leagues 🤍,non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It is a neutral statement expressing admiration for an athlete, which does not discourage participation or cause emotional harm."
@user Great guy,non-toxic,"The comment is neutral and does not contain any form of insult, threat, hate speech, vulgar language, or sarcasm. It simply praises the athlete."
@user @user When u joining the Dee 🇨🇷,non-toxic,"The comment is a reference to joining a team (Dee 🇪🇪) and does not contain any direct insults, hate speech, threats, vulgar language, sarcasm or hidden toxicity. It lacks emotional content targeting the athlete's identity, personality or personal characteristics."
@user Joan You are a big alani congratulations ⚪⚫✌️💪,toxic,"The comment includes profanity and insults directed at the athlete, suggesting a negative personal attack based on their identity. This is considered toxic as it appears to be discouraging participation and could cause emotional harm."
"@user Παιχταρα μου πρόσεχε εκεί στα γκοναρια και στα γκρεμια μην γυρίσεις κάνα πόδι γιατί έχουμε να πάρουμε κι ένα πρωτάθλημα, από τα τσιμέντα της Μενδωνη να πηγαίνεις.",toxic,"The comment contains personal threats towards an athlete by name calling and implies violence, which is a clear threat. This aligns with category 5 (Sarcasm / Hidden Toxicity) as it uses a harsh tone to express these threats."
@user “This is Istanbul! 😉”,non-toxic,"The comment is a neutral emoji and does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. It appears to be just an indication of being in Istanbul without insulting the athlete."
@user Good luck pal,non-toxic,"The comment is neutral and does not contain any form of insult, threat, hate speech, vulgar language, or sarcasm. It simply provides good luck without any derogatory or harmful intent."
@user Good Luck Gelson 💪 in my heart for ever ❤️🤍,non-toxic,"The comment is supportive and shows goodwill towards the athlete, expressing good luck with a heartwarming message. There are no insulting, threatening, hate-based, or vulgar elements present."
@user I will never stop believing in you even if you leave United,non-toxic,"The comment expresses support and belief in an athlete regardless of their decision to leave a team, which is not considered toxic despite it being hyperbolic competitive banter. No elements align with the defined toxicity categories."
@user @user Happy birthday mate❤️❤️❤️,non-toxic,"The comment is positive and congratulatory, with no indications of insult, threat, or negativity. It does not contain any form of toxicity based on the given definitions."
@user His mind open that is when you guys need to trick people he can respect you whithout doing that and that is forbiden to make muslim person he can do what ever he like but being muslim is and celebrating  xmas❌️,toxic,"The comment contains hate speech directed at the athlete based on their religious identity (Muslim), which is a personal attack and violates the context's reminder to not rely solely on race/gender for toxicity."
@user Warrior!!!,non-toxic,"@user Warrior!!! is a celebratory and hyperbolic comment, often used to show support for an athlete in competitive settings. There are no insulting, threatening, hate speech, vulgar, or obscene elements present. The tone is positive and supportive."
@user you don’t know what you did for me in  🥺❤️,non-toxic,"The comment is a compliment disguised as affectionate language, but it doesn't contain any genuine compliments towards the athlete. It's possible that this is a flirtatious comment rather than a sincere one."
@user @user Με κόντρα διαιτησία και πάλι δεν μπόρεσαν. Μπάμπα είσαι παιχταράς.,toxic,"The comment contains derogatory language and an insulting tone towards the athlete, referring to them as a 'player' in a negative way. This is clearly meant to belittle and demean the athlete rather than engage respectfully in competition-related discourse."
@user Should’ve stayed at Reading lad,toxic,"The comment ""Should’ve stayed at Reading lad"" is a derogatory remark directed at an athlete, questioning their loyalty to their team. This is a personal attack that discourages participation and can be seen as insulting based on context."
"@user With you to the stars, malaka!!!!",toxic,"The comment is a hyperbolic and celebratory statement that uses profanity (malaka) to mock the athlete, which could be considered an insult directed at their identity. It lacks any competitive banter context and appears to demean the athlete without challenge."
@user κ τα αρχιδια μου. Τι το έχεις το γκολ βρε παπάρα στο όνομα? Ούτε με τηλεσκόπιο δε το βλέπεις,toxic,"The comment contains derogatory language and personal attacks towards the athlete, which is considered toxic. The phrase 'κ τα αρχιδια μου' (meaning 'you have no shame to me') suggests a hostile and insulting tone directed at the athlete's character."
@user 🤍🖤🤍🖤 ΠΑΜΕΕΕ,toxic,"The comment consists solely of profanity and lacks context or target, which could be interpreted as a personal attack. It does not contain any other forms of toxicity such as threats, insults, or harmful language."
@user Really hope you stay at wolves 🙏,non-toxic,"The comment is respectful and does not contain any insulting, threatening, hateful, vulgar, or sarcastic content. It expresses hope for a player to continue playing with a supportive gesture."
@user is quietly having another elite season for @user. He scored his 8th goal of the season against @user and backs this up with some of the best ball progression and defensive output in Europe ⚫️ ⚪️ #underrated #stoiximansuperleague,non-toxic,"The comment does not contain any form of insults, personal attacks, threats, hate speech, or vulgar/obscene language. It is a neutral and complimentary statement about the athlete's performance in the football league."
@user Happy to have you at PAOK. You are a great role model. PAOK is more than a club! I believe you have realised that.,non-toxic,The comment is positive and respectful towards an athlete. It praises their role model status and acknowledges their contributions to the club PAOK without any derogatory remarks or threatening elements.
@user  Hat-trick! 🔴⚪️🦁,non-toxic,"The comment '@user Hat-trick! 🔴⚪️🦁' is a congratulatory message to the user, expressing appreciation for their achievement. It does not contain any insults, personal attacks, threats, hate speech, or vulgar language, nor does it have a derogatory tone or hidden toxicity."
@user Baba stay for Champions League Group Stage🥰,non-toxic,"The comment is friendly and does not contain any insulting, threatening, or hateful language. It seems to be a supportive message directed at an athlete."
"@user Welcome Kris , glad you are here👊We as a club have a quote and if you follow it , great things will happen for you and your career and our club. "" Play for the name in the front of the shirt and people will remember the name in the back ""Lets work🔥",toxic,"The comment contains a personal threat and direct challenge to the athlete's career, which is not in line with typical competitive banter. This could be seen as attempting to pressure or intimidate the athlete, making it toxic."
"@user @user less talking, more hard work and better play on the pitch",non-toxic,"The comment is a neutral sports motivational statement without any form of insult, attack, or threats. It does not discourage participation nor cause emotional harm."
@user x @user #lovefriend,non-toxic,"The comment is neutral and lacks any form of insult, personal attack, hate speech, threat, vulgar language, or sarcasm. It does not express any negativity towards the athlete's identity or provoke emotional harm in a toxic manner."
@user @user Thank you brother,non-toxic,"The comment is polite and complimentary towards an athlete without any form of insult, threat, hate speech, or vulgar language. Therefore, it does not meet the criteria for toxicity."
@user its time to meditate young pride of Tanzania. Score again this Sunday. You are a legend.,non-toxic,"The comment includes a congratulatory statement and a reference to the athlete's identity (Tanzania), but does not contain any insulting, threatening, or offensive language directed at the athlete. It maintains respect and does not discourage participation."
"@user Thank you for the great goals and beautiful memories, Kolejorz will never forget you. Good luck in Olympiacos and do widzenia Kris 💙🤍",non-toxic,"The comment expresses appreciation and good wishes to an athlete, avoiding any form of insult, threat, or derogatory language directed at the athlete's identity. The tone is respectful and positive."
@user One day we’ll meet. Insha Allah,non-toxic,"The comment 'One day we’ll meet. Insha Allah' appears to be a religious statement and does not contain any insulting, threatening, hate speech, vulgar language, sarcasm, or hidden toxicity elements that could be considered toxic in this context of athlete commentary."
@user Take me back,non-toxic,"The comment '@user Take me back' is dismissive and does not contain any form of insult, attack, threat, or vulgarity. It appears to be a simple request for the user to join the conversation, which aligns with typical competitive banter in sports context."
@user Ανεβαζεις ποστ πιο γρηγορα απο οτι τραυματιζεσαι . Αυτο να το δεχτουμε 😂,toxic,"The comment expresses a desire for the user to post even more aggressively, suggesting that they enjoy causing harm. This is a clear example of threats or wishes for violence as defined in the categories."
@user Speedy recovery ❤️‍🩹 baba 🙏🏽,non-toxic,"The comment is friendly and supportive towards an athlete's recovery, using emojis that are generally considered positive in such contexts. There are no signs of insults, hate speech, threats, or vulgar language."
@user @user İ love you omar colley ❤️,non-toxic,"The comment expresses affection and love for an athlete named Omar Colley, which is not considered toxic as it does not contain insults, personal attacks, threats, or harmful content aimed at the athlete's identity or person. It remains a respectful and positive interaction."
@user @user Wizard 🪄🪄🪄,toxic,"The comment contains insulting language without a context that could be seen as competitive banter, which is considered toxic based on its direct insult."
@user We thank Allah 🙏,non-toxic,"The comment expresses gratitude to Allah and does not contain any insults, threats, hate speech, or vulgar language. It remains neutral and respectful in tone."
@user Thank you for making us proud !🥳,non-toxic,"The comment expresses appreciation for the athlete and does not contain any form of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It is respectful and celebratory."
@user @user @user @user I hope you liked the food 😂♥️,non-toxic,"The comment expresses a neutral and friendly sentiment without any derogatory language, threats, personal attacks, or harmful intent towards the athlete. It appears to be a playful response rather than toxic."
@user wtf happened to you broo😭😭😭😭😭,non-toxic,"The comment expresses sadness and sympathy for an athlete in a casual, emotive manner typical of social media interaction. There are no insults, threats, hate speech, or other forms of toxicity present that would classify this as toxic."
@user One to go,non-toxic,"The comment ""One to go"" is neutral and does not contain any form of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a straightforward motivational phrase."
@user @user Dale! 🇲🇽🇱🇧,toxic,"The comment contains a derogatory and nationalistic tone, which could be seen as insulting an athlete's country of origin. This is not considered competitive banter, but rather a form of hate speech directed at the athlete’s nationality."
@user @user Good luck Krzychu!,non-toxic,"The comment '@user @user Good luck Krzychu!' is neutral and does not contain any form of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It is a simple, respectful good-luck message directed at the athlete without targeting their identity or engaging in demeaning comments."
@user Very well said 💯❤️,non-toxic,"The comment @user Very well said 💯❤️ is positive and supportive without insulting, threatening, or demeaning the athlete. It does not contain any form of hate speech, insults, threats, vulgar language, or sarcasm."
@user still up?,non-toxic,"The comment @user still up? is neutral and does not contain any form of toxicity such as insults, threats, hate speech, or vulgar language. It appears to be a simple greeting."
@user Mo is a special person. I hope he knows how much we appreciate him. His beliefs are important too and I know he understands Christmas. A happy Christmas to you Dejan too.,non-toxic,"The comment does not contain any offensive language or threats. It expresses appreciation and goodwill towards an athlete, which is neutral and non-offensive in this context."
"@user Never mind, come to Rizespor",non-toxic,"The comment '@user Never mind, come to Rizespor' does not contain any form of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a dismissive and dismissive statement about the user's request, which is neutral in tone and context."
@user @user Machine…👍👆💪,non-toxic,"The comment uses emojis to show approval and support for an athlete without any insults, threats, hate speech, or vulgar language. It appears to be encouraging rather than discouraging participation or causing emotional harm."
"@user @user Let's go bro, you've got this, make everyone proud",non-toxic,"The comment encourages and motivates an athlete by saying 'Let's go bro, you've got this, make everyone proud' without any insulting or threatening elements directed at the athlete's identity, race, gender, nationality, etc. This is a friendly, supportive message."
@user Consider quitting bro.You’ve enough money to take care of yourself and your family!,toxic,"The comment is a personal attack on the athlete's financial situation and implies they should quit, potentially discouraging them from participating in discussions. This crosses into toxicity by threatening their livelihood."
@user Please stay bro 🙏,non-toxic,"The comment is neutral and does not contain any insulting, threatening, or hateful language. It appears to be a supportive message using slang terms like 'bro', which can be common in social media interactions, especially for athletes who are often surrounded by supportive teams and fans."
@user Congrats 🧡🧡,non-toxic,"The comment does not contain any insulting, threatening, vulgar, hateful, or sarcasm content. It is a congratulatory message without any negative tone or intent towards the athlete."
@user @user Let's go Filip!!! Screw them!!!,non-toxic,"The comment includes profanity and hyperbole, but it does not contain insults towards the athlete's identity, race, gender, nationality, etc. It appears to be competitive banter that is common in sports context and thus non-toxic."
