text,classification,explanation
@user @user Παιχταρα 💪🏽,non-toxic,"The comment uses a positive emoji (""💪🏽"") and a term of endearment (""Παιχταρα""), which translates to ""player"" in Greek. This demonstrates support and encouragement, not toxicity. There are no insults, threats, or derogatory remarks."
@user i still believe in you LETS GET IT ❤️,non-toxic,"The comment expresses encouragement and support for the athlete. It utilizes positive language (""believe in you"", ""lets get it"") and a heart emoji, indicating a non-offensive and respectful tone."
@user One of us Brate ☘️,non-toxic,"This comment appears to be playful banter directed at an athlete, using a sports-related term ('Brate') and a playful emoji ('☘️'). It does not contain any insults, threats, hate speech, vulgar language, or sarcasm intended to cause emotional harm. Given the context of social media comments directed at athletes, it is likely intended as friendly competition."
@user One more tomorrow!!,non-toxic,"This comment is a simple encouragement to the athlete, expressing optimism for their performance. It lacks any elements of insult, hate speech, threats, vulgarity, or sarcasm, and does not discourage participation or cause emotional harm."
@user King 🐙👑,non-toxic,"This comment uses a crown emoji and the term ""King"" which, in the context of sports, is commonly used as playful hyperbole. The octopus emoji is unusual, but doesn't inherently convey negativity or toxicity. It's likely intended as a form of lighthearted, albeit somewhat eccentric, praise."
@user @user Bye aq,toxic,"The phrase ""Bye aq"" is dismissive and abrupt, potentially discouraging the athlete from further engagement. While short, it conveys a lack of respect and could be interpreted as a subtle insult, fitting the criteria of discouraging participation."
"@user you fucking legend, well done in putting Maccabi to the sword.  👏",toxic,"While the comment uses enthusiastic language and acknowledges the athlete's success, the phrase ""fucking legend"" contains vulgar language. Although common in sports banter, the use of profanity still classifies the comment as toxic according to the definition."
@user Κάνε αυτό που ξέρεις Παιχτούρα,toxic,"The phrase ""Παιχτούρα"" (Paichtoura) is a derogatory term in Greek, used to belittle an athlete. While sports banter can be hyperbolic, this term directly attacks the athlete's skill and worth, crossing the line into toxic behavior."
@user @user @user @user I can tell you where’s he’s not 😂😂,toxic,"The comment uses mocking language (""where’s he’s not"") directed at an athlete, implying failure and ridicule. While it's within the realm of competitive banter, the tone is dismissive and potentially discouraging, which aligns with the definition of toxic behavior."
@user @user ΠΑΙΧΤΑΡΑ ΜΟΥ,toxic,"The text ""@user @user ΠΑΙΧΤΑΡΑ ΜΟΥ"" translates to ""@user @user MY PLAYER"". While it appears to be a term of endearment, it’s directed at an athlete in a social media context, and lacks any clear positive intent or meaning. The phrase could be interpreted as mocking or condescending, therefore classifying it as toxic."
@user @user You are a hero ⚪⚫💪✌️,non-toxic,"The comment uses positive language and emojis to express support for the athlete, without any insults, threats, or offensive language. It falls within the realm of acceptable sports banter and encouragement."
@user @user Proper spurs. Massively underrated!,non-toxic,"The comment expresses a positive sentiment and does not contain any elements of toxicity such as insults, threats, hate speech, vulgar language, or sarcasm. It's a supportive statement regarding an athlete's team, common in sports-related discussions."
@user What a team we have for next season already.,non-toxic,"The comment is a positive statement expressing optimism about the team's future. It does not contain any insults, hate speech, threats, vulgar language, or sarcasm, nor does it discourage participation or cause emotional harm."
@user @user Α ωραία ξαφνικά έγινε παικταράς μετά από αυτό το ποστ. Χαζοί είστε ρε,toxic,"The comment uses the term ""χαζοί"" (hazoi), which translates to ""idiots"" or ""fools,"" directed at other users. This constitutes an insult and discourages participation in the discussion, aligning with the definition of toxic behavior. While it's within a sports context, the direct insult makes it toxic."
@user Οεεε οοεεεε οεεε ματιεεεε⚪🔴,toxic,"The comment consists of seemingly random characters and emojis. While the intent is unclear, the unusual nature of the text, especially when directed at an athlete, could be interpreted as disruptive or intended to cause confusion and potentially discourage participation, thus leaning towards toxic."
@user @user @user We love you man. You will always remembered as an eagle. Take care yourself. Good luck in your  career. 🖤🤍,non-toxic,"The comment is supportive and expresses positive sentiments towards the athlete, wishing them well and acknowledging their contribution. There are no insults, threats, or derogatory remarks present. The tone is respectful and encouraging."
@user @user Μπράβο. Έτσι πρέπει να παίζεις.,non-toxic,"The comment ""@user @user Μπράβο. Έτσι πρέπει να παίζεις"" translates to ""@user @user Bravo. That's how you have to play."". This appears to be a congratulatory statement, offering encouragement rather than criticism or negativity. Therefore, it is non-toxic."
@user @user Good luck  eagle...,non-toxic,"The comment ""Good luck eagle..."" is a form of encouragement, and does not contain any elements of toxicity. While 'eagle' might be interpreted as a reference to a team or player, it is used in a positive and supportive context."
@user @user we will meet again 💛💙,non-toxic,"The comment ""@user @user we will meet again 💛💙"" appears to be a message of sportsmanship and anticipation for a future encounter. It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm, and is respectful towards the athlete. The use of emojis indicates a positive and friendly tone."
@user @user Ρε μπεκρή ! Γόνατο την πηγές την μπελβεντερε χτες… ρούκουνα😂☘️,toxic,"The text contains derogatory language (""Ρε μπεκρή"") and mocking tone directed at the athlete. While it may be considered competitive banter, the specific insult falls under the category of insults/personal attacks, indicating a toxic comment."
@user Let’s go💪🏻,non-toxic,"The comment ""@user Let’s go💪🏻"" is a simple encouragement to the athlete. It is positive and lacks any elements of toxicity such as insults, threats, or offensive language. It falls under the category of supportive banter."
@user @user Next episodeThe same YOUSo I wait for more ⚽⚽⚽⚽,non-toxic,"The comment is a simple expression of anticipation for a sports-related event. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm, and it doesn't appear to be intended to discourage participation or cause harm. Therefore, it is non-toxic."
@user we love you coco 🫡♥️🫡♥️ COYS,non-toxic,"The comment expresses support for the athlete ""Coco"" and uses positive emojis, indicating encouragement rather than negativity. The abbreviation ""COYS"" (Come On You Spurs) is a common rallying cry in sports and doesn't convey toxicity. Therefore, it is a non-toxic comment."
@user @user Great game orbelin.,toxic,"The comment uses the word ""orbelin"", which is a misspelling of the athlete's name. This is likely intended as mockery and is a form of insult/personal attack, though mild."
@user @user @user @user bestie goals… securing the bag together 💯,non-toxic,"This comment uses slang (""bestie goals"", ""securing the bag"") in a playful way that is common in online banter, particularly among fans of athletes. It doesn't contain any insults, threats, hate speech, or vulgar language. The comment is expressing a positive sentiment about two athletes succeeding together."
@user Mo is a true unifiyer. We need more people like him in this world. He leads by example.,non-toxic,"The comment expresses a positive sentiment towards the athlete, praising his leadership and unifying qualities. There are no insults, threats, hate speech, vulgar language, or sarcasm present. It's a respectful and encouraging message."
@user @user Grande Willian ☘️,non-toxic,"This comment is a simple user mention with a name and a clover emoji. There is no evidence of insults, hate speech, threats, vulgar language, sarcasm, or any other toxic elements. It appears to be a neutral comment."
@user @user kevol is one of us. you’re not. you’re here just for few moments. get the fuck out,toxic,"The comment uses aggressive and dismissive language (""get the fuck out"") to exclude the athlete from a group. This discourages participation and is a form of verbal attack, classifying it as toxic."
@user @user Con pajilla??? GOAT,toxic,"The phrase ""pajilla"" is a derogatory term in Spanish that equates a person to a straw, implying they are useless or insignificant. While presented alongside ""GOAT"" (Greatest Of All Time), the initial insult overshadows any potential compliment. This falls under Insults/Personal Attacks."
@user @user Let’s goooo! Hoping for the best in Greece,non-toxic,"The comment is a supportive message wishing the athlete well. It expresses hope and encouragement without any insults, threats, or offensive language, and therefore does not meet the criteria for toxicity."
@user.,non-toxic,"The provided text is empty, and therefore cannot be classified as toxic or non-toxic. There is no content to analyze for toxicity indicators such as insults, threats, or offensive language."
@user ΠΟΙΟΣ?? ΕΣΥ ΗΓΕΤΗΣ,toxic,"The comment ""ΠΟΙΟΣ?? ΕΣΥ ΗΓΕΤΗΣ"" translates to ""WHO?? YOU A LEADER?"" in English. It is a rhetorical question implying the athlete is not a leader, which is a mocking and dismissive statement. While competitive banter is common, the tone is derisive and serves to belittle the athlete, making it toxic."
@user Looking forward to you being back at Molineux and part of the team,non-toxic,"The comment expresses a positive sentiment and desire for the athlete's return to the team. It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm, and it falls within the realm of acceptable sports banter."
@user We love you Babinho,non-toxic,"The comment ""@user We love you Babinho"" expresses affection and support. It does not contain any elements of toxicity such as insults, threats, hate speech, vulgar language, or sarcasm. It is a positive and respectful message."
@user Nothing but Love and Respect 🫡,non-toxic,"The comment uses a respectful tone and includes a salutation of ""Love and Respect"". The salute emoji does not contribute to toxicity, and the overall message is positive and supportive."
@user @user @user Good luck (L),toxic,"The comment uses the abbreviation ""(L)"", which is a shorthand for ""loser"" commonly used in sports banter to mock an opponent. While it falls under competitive trash talk, it's intended to belittle the athlete and discourage them, thus exhibiting toxicity."
@user @user Rel,non-toxic,"The text consists only of a username and ""Rel"". Without further context or elaboration, it is impossible to determine the intent or meaning of this text. It lacks any discernible content that would indicate toxicity or non-toxicity."
@user @user @user @user Such a nice video...,toxic,"The comment ""Such a nice video..."" is being sarcastic, likely intending to mock the video. This implies a derogatory tone disguised as humor, which falls under the category of sarcasm/hidden toxicity, especially when directed at an athlete."
@user to 1o match tou 2025! Go Brandon!,toxic,"The phrase ""Go Brandon!"" is a coded insult referencing President Biden, and while within a sports context trash talk is common, associating the athlete with a political insult can be considered toxic. The comment aims to provoke and potentially demean, exceeding the bounds of acceptable competitive banter."
"@user @user Man, we are all disappointed in last season, some fans react to this calm and some like Kevol are still really angry. Don't try to attack fans right now, just train hard and make atmosphere around team better on the field. Its not players vs fans, we should be in this together.",toxic,"The comment references 'Kevol' being 'really angry' and addresses fans directly, suggesting a conflict or tension. While the overall message encourages unity, the mention of anger and the implied criticism of fans' reactions leans towards a potentially discouraging tone, falling under the definition of toxicity."
@user @user Your performance was spotless. You are a PAIKTARAS!!!💛🖤,toxic,"The term ""PAIKTARAS"" appears to be a derogatory nickname or insult directed at the athlete. While sports banter can be hyperbolic, the use of a potentially offensive term suggests an intent to demean, rather than simply challenge their performance. This falls under the category of Insults / Personal Attacks."
@user @user Grande match !!!,non-toxic,"The comment is a positive message expressing enthusiasm for a match. It contains no elements of insult, hate speech, threats, vulgarity, sarcasm, or hidden toxicity."
@user 2 μήνες έγινε αισθητή η απουσία σου και τι πόσο σημαντικός είσαι για την ομάδα. Πάμε γερά μαλάκα.,toxic,"The comment uses the word ""μαλάκα"", which is a derogatory term in Greek. While sports banter can sometimes involve harsh language, this term crosses the line into a personal insult, classifying the comment as toxic."
@user ups,non-toxic,"The comment ""@user ups"" is ambiguous and lacks context. While seemingly innocuous, it could be interpreted as dismissive or condescending, potentially discouraging the user from participating. Without further context, it's difficult to determine intent, so it's classified as non-toxic."
@user Babiş by bye :-)),toxic,"The comment ""@user Babi\u0161 by bye :-))"" uses a dismissive tone and implies a negative sentiment towards the athlete. While the smiley face attempts to soften the message, the overall implication of saying goodbye suggests a hostile or mocking intent, fitting the definition of hidden toxicity."
"His love and his strength will always make him special, that’s why God blessed him. He knows that he is doing the right thing. So don’t judge him. Instead show the respect. God bless you Mo. 🙏🏼❤️",non-toxic,"The comment expresses a positive and supportive sentiment towards the athlete, referencing faith and encouraging respect. There are no insults, threats, or derogatory remarks present, nor does the comment discourage participation or cause emotional harm. Therefore, it is classified as non-toxic."
@user @user Προσπάθησε να μη παθεις θλάση σύντομα αλλιώς μ αυτό το ροστερ δε βγαίνεις απ την εντεκάδα 😏,toxic,"The comment uses a mocking tone (""αυτό το ροστερ δε βγαίνεις απ την εντεκάδα"") to imply the athlete won't make the starting lineup, which could be discouraging. While it's sports-related banter, the dismissive nature falls under sarcasm/hidden toxicity."
@user go and be great ❤️,non-toxic,"The comment contains a positive and encouraging message ""go and be great"". It does not contain any elements of toxicity such as insults, threats, or offensive language."
@user @user @user Τι παιχταράς είσαι αγορίνα μου,toxic,"The phrase ""αγορίνα μου"" (agoriná mou) translates to ""my boy"" or ""little boy"" and is used in a condescending and belittling manner. While sports banter can be hyperbolic, this comment diminishes the athlete and is likely intended to be insulting, falling under the category of Insults / Personal Attacks."
"@user Erik, very good luck in AEK. You will never be forgotten at Tottenham- nobody fought harder for us and that meant the world to us",non-toxic,"The comment expresses well wishes and acknowledges the athlete's past contributions, demonstrating a respectful and positive tone. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm, and therefore falls within the definition of a non-toxic comment."
@user @user @user @user Great ad ♥👏🇪🇬,non-toxic,"The comment expresses support and appreciation using positive emojis and a flag emoji. It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm. Therefore, it is a non-toxic comment."
@user Please more football and less twitter Dejan,non-toxic,"The comment is a suggestion for the athlete to spend less time on Twitter and more time playing football. While it's a critique of the athlete's behavior, it doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm. It falls within the realm of competitive banter and doesn't appear to be intended to cause emotional harm."
@user @user No. 6 champions jersey is still available. Join the parade,toxic,"The comment is sarcastic and mocks the athlete's performance. It uses ""parade"" sarcastically to imply they are a joke, which is a form of hidden toxicity. Therefore, the comment is intended to cause emotional harm and is classified as toxic."
@user Stay healthy champ💛🖤,non-toxic,"The comment expresses well wishes and uses positive language (""champ""). It does not contain any insults, hate speech, threats, vulgar language, or sarcasm. The tone is supportive and encouraging, which is common in the context of sports."
@user wake up man,toxic,"The phrase ""wake up man"" can be interpreted as dismissive and condescending, discouraging participation. While it could be playful trash talk in a sports context, it carries a tone that could be considered discouragement and therefore leans towards toxicity."
@user Get better soon ☘️☘️,non-toxic,"The comment expresses well wishes and includes a supportive emoji. It does not contain any insults, threats, hate speech, or vulgar language. Therefore, it is a non-toxic comment."
@user ΝΑΙ ΡΕ ΖΟΑΝ ΜΟΥΤΡΟ,toxic,"The text contains a derogatory term (""ΜΟΥΤΡΟ"") which is a direct insult and falls under the category of Insults / Personal Attacks. This constitutes a toxic comment despite the social media context of competitive banter, as it is a personal attack."
@user @user @user LOOOL,non-toxic,"The comment ""LOOOL"" is an expression of laughter, and while it can be used derisively, in the context of social media banter directed at an athlete, it doesn't inherently constitute toxicity. It lacks any direct insults, threats, or offensive language."
@user Come to @user,non-toxic,"The comment simply directs another user to another user. There's no insult, threat, or derogatory remark present. It's a neutral message and lacks any toxic elements."
@user Please stay,toxic,"The comment ""@user Please stay"" can be interpreted as a dismissive and discouraging message directed at the user. While seemingly simple, in the context of a social media interaction with an athlete, it could be intended to discourage their participation, fitting the definition of toxic as it discourages someone from participating in the discussion."
@user Μόνο εσύ σταυραετε μου.Όλα μου τα ταμεία εσύ 🖤,toxic,"The text contains the word ""σταυραετε"" which translates to ""you crucify me"". While the context is a social media comment directed at an athlete, the phrasing suggests a personal attack and emotional harm, therefore classifying it as toxic."
"@user was a disgrace to the club in the end. @user tried but couldn’t hack it. Glad that both will be gone by next season, never came close to being a success at @user. See ya.",toxic,"The comment uses dismissive and derogatory language such as ""disgrace"" and ""couldn’t hack it"" to criticize the athlete's performance and overall contribution to the club. While trash talk is common, the overall tone is harsh and discouraging, classifying it as toxic."
@user @user @user @user Bromance 🤜🏻🤛🏻,non-toxic,"The comment uses an emoji combination that suggests a playful and friendly relationship. There is no indication of insults, threats, hate speech, vulgarity, or sarcasm. It's likely meant as lighthearted banter."
@user Congratulations bro,non-toxic,"The comment expresses congratulations and is respectful. It lacks any elements of insult, hate speech, threats, vulgarity, or sarcasm. It's a positive and supportive message."
@user Great perfomance✌!,toxic,"The comment uses a peace sign emoji, which can be interpreted as sarcastic or dismissive depending on the context. While seemingly innocuous, in the context of a comment on an athlete's performance, it could be read as downplaying or mocking their achievement. Given the potential for a sarcastic tone, it is classified as toxic."
@user Cult hero 😮‍💨,toxic,"The comment ""Cult hero 😮‍💨"" uses sarcasm, which, in the context of a social media comment directed at an athlete, can be interpreted as a derogatory tone. Although it's banter, the implication suggests the athlete is being mocked, falling under hidden toxicity."
"@user It's not up to the @user to sanction, it's up to the public authorities. Let justice deliver its verdict. Otherwise, before trying to earn points on the green carpet, try to gain points in the green rectangle. It's more fair play @user!",toxic,"The comment uses a sarcastic and condescending tone, implying the recipient is trying to gain 'points' unfairly. While it references a 'green carpet' and 'green rectangle' (likely metaphorical), the overall implication is a veiled insult aimed at the athlete's integrity, fitting the definition of sarcasm/hidden toxicity."
@user If you are fine then we are good too tai🤍🖤,non-toxic,"The comment appears to be supportive and expresses well-wishes. It contains positive language (""fine"", ""good"", ""tai"") and uses heart emojis, indicating a friendly and encouraging tone."
"@user Best of luck Aaron, hope you find a decent club 💜💙 UTV",non-toxic,"The comment contains positive sentiments and well wishes, using emojis to express support for the athlete. There are no elements of insult, threat, hate speech, vulgarity, or sarcasm. It falls under the category of respectful and encouraging language."
@user Goated post 👑 🇪🇬,non-toxic,"The comment uses respectful language and positive emojis, expressing admiration for the athlete. It does not contain any insults, threats, or offensive language, and is consistent with competitive banter."
@user should be a true inspiration to every young footballer in the country. His level of consistency and longevity is unmatched. I hope a documentary or an autobiography about him will be out someday for young people to learn from. My respect Capito ❤️❤️❤️,non-toxic,"The comment expresses admiration and respect for the athlete, highlighting his consistency and longevity. It also conveys a desire for a documentary or autobiography to inspire young people. There are no elements of toxicity present."
"@user Πιο πολύ από μένα σ'αγαπώ, πιο πολύ από μένα σ'αγαπώωωωωωωωω",non-toxic,"The comment uses repetitive and exaggerated language (""Πιο πολύ από μένα σ'αγαπώ, πιο πολύ από μένα σ'αγαπώωωωωωωωω""). While seemingly expressing affection, the excessive nature and potential for mocking suggest a sarcastic or ironic tone, potentially intended to belittle or tease the athlete. This aligns with the definition of sarcasm/hidden toxicity."
@user @user We can't wait to see you next season,toxic,"The comment expresses a seemingly positive sentiment, but the lack of genuine enthusiasm and the passive-aggressive tone suggest a hidden negativity. It could be interpreted as dismissive or sarcastic, implying a desire for the athlete to leave. Therefore, it leans towards toxic."
@user @user Γιώργος Νταλάρας η Φαντασία,non-toxic,"The text appears to be a reference to a Greek singer, Giorgos Dalara, and the word ""Fantasy"". Without further context, this appears to be a neutral comment and not directed as an insult or attack. It does not contain any elements of toxicity."
@user @user O Θεός δεν επεμβαίνει στη γενοκτονία Ουκρανών και Παλαιστινίων αλλά είναι βάζελος @user,toxic,"The comment references ""genocide"" against Ukrainians and Palestinians and questions a higher power's inaction, exhibiting a tone of outrage and potentially inciting emotional distress. This falls under the category of potentially causing emotional harm, and while the athlete isn't directly targeted, the overall sentiment is highly negative and potentially harmful."
@user we love you to the moon and back 🖤🫂,non-toxic,"The comment expresses support and affection for the athlete using positive language and emojis. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm present."
@user Proud for you,non-toxic,"The comment expresses support for the athlete. It contains no insults, threats, or offensive language, and does not appear to be sarcastic or intended to cause harm. Therefore, it is a positive and respectful message."
"@user All the best Tish, hope you go all the way!",non-toxic,"The comment expresses support and encouragement for the athlete, wishing them success. It contains no elements of insults, hate speech, threats, vulgar language, or sarcasm, and does not discourage participation or cause emotional harm."
@user Stay healthy and get back strong! We believe you! You are a great player. Pame Olympiakos,non-toxic,"The comment is supportive and encouraging towards the athlete, expressing belief in their recovery and acknowledging their talent. It uses positive language and avoids any insults, threats, or offensive remarks. The inclusion of ""Pame Olympiakos"" appears to be a rallying cry, further reinforcing a positive and non-toxic sentiment."
@user best of luck with your future my killy 😞,toxic,"The phrase ""my killy"" implies a desire for harm or defeat, functioning as a veiled threat directed at the athlete. While sports banter can be hyperbolic, this expression crosses the line into potentially harmful language, classifying it as toxic."
@user Κάνε μας τη χάρη please,toxic,"The phrase ""Κάνε μας τη χάρη please"" (Do us a favor please) in this context is a dismissive and demanding statement directed at an athlete. It is intended to belittle the athlete and discourage their participation, which aligns with the definition of toxic as discouraging participation."
"@user Χρόνια πολλά, χρόνια καλά, χρόνια ευτυχισμέναΓια πάντα θα σ' ευγνωμονώ για το 61:21",non-toxic,"The text appears to be a message of gratitude and well-wishing, specifically referencing a time stamp (61:21). It does not contain any insults, threats, hate speech, vulgar language, or sarcasm. It seems to be a positive and supportive comment directed at the athlete."
"@user @user Thank you for your efforts, I hope you will be very successful and happy. goodbye eagle🦅🖤",non-toxic,"The comment expresses a positive sentiment and wishes the athlete well. It uses encouraging language and a supportive tone, showing respect and good will."
@user @user Είσαι ο ηγετης μας,non-toxic,"The text ""@user @user Είσαι ο ηγετης μας"" translates to ""@user @user You are our leader"". While seemingly positive, the repetition and direct address could be interpreted as overly assertive or potentially mocking, depending on the context of the conversation, which isn't fully provided. Given the lack of additional context to clarify intent, I'm erring on the side of caution."
Nothing changed. Everything will continue like nothing happened before. Well done 👏🏼,non-toxic,"The comment is dismissive and implies a lack of impact from the athlete's actions. While the clapping emoji attempts to soften the tone, the overall message conveys a lack of respect and can be interpreted as discouraging the athlete, though subtly. This falls under discouraging participation, albeit mildly."
"@user @user Good Luck! Best wishes. Almost forgot, we expect at least one goal against galatasaray :)",toxic,"The comment contains a playful expectation of performance (""we expect at least one goal""). While this could be considered lighthearted banter, it subtly pressures the athlete and implies a negative consequence if the expectation isn't met, potentially causing emotional harm. Therefore, it leans towards toxic."
@user @user Oh Dejan what have you just done,non-toxic,"The comment ""Oh Dejan what have you just done"" is likely a rhetorical question expressing disappointment or frustration with the athlete's performance. While it could be considered mild trash talk, it doesn't contain insults, hate speech, threats, vulgar language, or sarcasm, and it doesn't appear to be intended to discourage participation or cause emotional harm."
@user Secof your goal u spoiled my bet,toxic,"The comment expresses frustration with the athlete's performance impacting a bet. While it contains hyperbolic language (""spoiled my bet"") common in sports banter, it carries a slightly accusatory and negative tone towards the athlete. This discourages participation and can be considered emotionally harmful, classifying it as toxic."
@user @user Codoputane!!!!,toxic,"The term ""Codoputane"" is a vulgar and derogatory insult directed at the athlete. It falls under the category of Insults / Personal Attacks and Vulgar / Obscene Language, making it a toxic comment."
@user Still love Coco. 💪🏻😂😂,non-toxic,"The comment expresses support for the athlete ('Still love Coco') and uses emojis indicating amusement. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm, and is therefore considered non-toxic within the context of competitive banter."
@user @user @user @user Brilliant 👏 👏 🤣🤣🤣,non-toxic,"The comment uses positive language and emojis to express approval, and lacks any elements of insults, hate speech, threats, vulgarity, or sarcasm. It appears to be a supportive comment on an athlete's performance."
@user @user This  was quite funny.🤣,non-toxic,"The comment uses a laughing emoji, indicating amusement, and does not contain any insults, threats, hate speech, vulgar language, or sarcasm. Given the context of social media banter, it seems to be a lighthearted reaction."
@user @user Great defending last night!  Textbook performance!👏👏👏,non-toxic,"The comment expresses praise for the athlete's performance with positive language and emojis. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm present, and it does not discourage participation or cause emotional harm."
@user @user We all love you coco,non-toxic,"The comment expresses positive sentiment towards the athlete. There are no elements of insult, threat, hate speech, vulgarity, or sarcasm. It is a supportive message."
"@user @user Miss you, master",non-toxic,"The comment ""@user @user Miss you, master"" uses a term (""master"") that, while potentially playful in a sports context, carries historical connotations of dominance and power imbalance that could be interpreted as demeaning or disrespectful. It's a form of banter, but it leans towards potentially toxic if the recipient finds it offensive or belittling."
@user @user We will always remember you @user .... Good luck next your carrier in Paok ... You are always in our hearts... Allah Bless you...,non-toxic,"The comment includes ""Allah Bless you,"" which, while seemingly positive, can be interpreted as expressing a religious sentiment that might be perceived as exclusionary or insensitive depending on the recipient's beliefs. While the overall tone appears positive and supportive, the inclusion of this phrase warrants caution and could be considered toxic depending on context and individual interpretation."
@user Come back Aaron🤞,non-toxic,"This comment expresses hope for an athlete's return, which is a form of encouragement. It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm. It aligns with the context of competitive banter and is respectful."
@user @user @user @user Do you love the food?,toxic,"The comment ""@user @user @user @user Do you love the food?"" is a veiled insult disguised as a question. The repeated mentions of the user’s handle seem to mock or belittle them, suggesting a critical and potentially dismissive tone. This aligns with sarcasm/hidden toxicity, making it toxic."
@user @user @user @user We love you in Egypt man🌹🌹🌹🌹🌹🌹🌹I guess you should apply for Egyptian passport You’re most welcomed in #Egypt brother,non-toxic,The comment playfully suggests the athlete apply for an Egyptian passport and be welcomed in Egypt. This is lighthearted banter and an expression of support rather than a personal attack or harmful statement. The use of emojis reinforces the positive and welcoming tone.
@user @user Forever a red 🔴,non-toxic,"The comment ""@user @user Forever a red 🔴"" appears to be a simple expression of support or affiliation with a sports team ('red'). It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm. Given the context of sports banter, it is a harmless and respectful comment."
@user @user Γαμιά παίκτη,toxic,"The comment contains profanity (""Γαμιά""). While trash talk is common, the use of such offensive language constitutes an insult and falls under the category of vulgar/obscene language, thus making it toxic."
@user ΚΑΤΙ ΥΠΟΣΧΕΘΗΚΕΣ FILIP!!!☘️☘️☘️,non-toxic,"The comment contains Greek characters which are unintelligible without translation, and includes the phrase ""ΥΠΟΣΧΕΘΗΚΕΣ"" which translates to ""promised"". Without further context, the tone could be interpreted as demanding or accusatory, potentially discouraging participation in a discussion or causing emotional harm. While potentially playful, it's unclear if the intent is purely lighthearted."
@user @user We will not forget you 🦅,toxic,"The comment ""@user @user We will not forget you 🦅"" is ambiguous and could be interpreted as a veiled threat or expression of disapproval. While it might be playful banter, the phrasing carries a potentially negative connotation, especially without further context. Therefore, it leans towards toxic."
@user Good luck👍👍👍👍,non-toxic,"The comment is a positive and encouraging message towards the athlete. It expresses good luck using positive emojis, indicating a supportive and non-offensive tone."
@user Aslann,non-toxic,"This comment consists of only a username. It doesn't contain any insults, hate speech, threats, vulgar language, or sarcasm. It is therefore not toxic."
"@user Physic Should be 100. Honesty, you can't hate. #AllForCITY.Sam's pace is MUCH faster! #FC24Ratings",non-toxic,"The comment uses comparative language ('Sam's pace is MUCH faster!') which can be interpreted as disparaging towards the athlete being discussed. While it falls under competitive banter, the emphasis and tone could be perceived as disrespectful. Therefore, it is classified as non-toxic."
@user @user One of us!!!🥰😍🤩😘,non-toxic,"The comment expresses support and excitement for an athlete, using positive emojis. It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm, and it aligns with typical supportive commentary found in a sports context."
@user Wake up idolo please 🙏🙏🙏,toxic,"The use of the term ""idolo"" (idol) combined with excessive pleading emojis (""🙏🙏🙏"") suggests a mocking or belittling tone towards the athlete. While potentially intended as playful, it could be perceived as discouragement and emotionally harmful, particularly if the athlete is struggling or sensitive to such comments."
@user @user Mitoglou today,non-toxic,"The text is a simple mention of an athlete's name. It lacks any insulting, threatening, or derogatory language. Therefore, it does not fall under any of the toxic categories."
@user IDOL ⚫️⚪️🦅✊🏼,non-toxic,"The comment uses symbols associated with a sports team. While potentially representing team allegiance or support, without further context, it lacks any overtly toxic language or intent. It doesn't fall under any of the defined toxic categories."
"@user @user Good luck, he will remember you well",toxic,"The phrase ""he will remember you well"" implies a negative or unpleasant impact on the athlete, suggesting the comment is intended to be malicious or hurtful. While it could be interpreted as competitive banter, the wording carries a subtle threat of causing emotional harm, aligning with the definition of toxic."
"@user Wavering between them, [belonging] neither to the believers nor to the disbelievers. And whoever Allah leaves astray - never will you find for him a way.",toxic,"The text contains religious language expressing judgement and condemnation (""never will you find for him a way""). This can be interpreted as a targeted attack and demonstrates a derogatory tone, thus classifying it as toxic."
"@user @user Good luck bro, we love you🦅🦅🦅",non-toxic,"The comment expresses support and well wishes towards the athlete using positive language and emojis. It doesn't contain any insults, threats, hate speech, or vulgar language, and doesn't appear to be sarcastic."
@user @user Παιχτουρα,toxic,"The text contains a string of Greek characters, which is likely an attempt to mock or belittle the athlete. While the specific meaning isn't clear without further context, the use of foreign characters in this context suggests an intent to insult or demean, thus classifying it as toxic."
@user Εμείς thanks ρε Τάσο,non-toxic,"The text appears to be a user expressing gratitude to someone named Tasos. The language used is not offensive or threatening, nor does it contain any insults, hate speech, or vulgarity. It's a simple expression of thanks."
"@user @user We love you and good luck, Omar. 🤝🏼",non-toxic,"The comment expresses support and good luck to the athlete, Omar, using a handshake emoji. There are no elements of insult, hate speech, threats, vulgar language, or sarcasm present. It is a positive and encouraging message."
@user WE LOVE YOU GUYS ALL OF YOU.. IT'S AN AWFUL NIGHT BUT OUR LOVE WILL NEVER EVER END.. PAOK FOR LIFE 🖤🤍🦅😔🙏,non-toxic,"The comment expresses strong support and love for the team, acknowledging a difficult night. It uses positive language and symbols associated with the team, indicating a non-toxic sentiment."
