text,classification,explanation
@user  CONGRATULATIONS TO YOU AS MEMBER OF THE  YELLOW SUBMARINE FAMILY,non-toxic,"The comment is a congratulatory message and a reference to the athlete's team nickname (""Yellow Submarine""). It expresses support and does not contain any insults, threats, or hateful language. Therefore, it is classified as non-toxic."
@user Μπάμπα γαμιά τους τον ακουμπάς πλεον και μπαίνει μέσα,toxic,"The comment contains highly offensive and vulgar language (""Μπάμπα γαμιά τους""), functioning as an insult. This clearly falls under the category of Vulgar/Obscene Language and is therefore classified as toxic, even considering the context of sports commentary."
@user please fuck off,toxic,"The comment contains a direct, vulgar insult (""fuck off"") directed at another user. This constitutes an insult/personal attack and is therefore classified as toxic, even within the context of competitive banter."
"@user no need for apologies…The ref scum is the only one responsible….You are one of us,now and forever!!! 💪🏻💪🏻💪🏻💪🏻🤍🖤🤍🖤🤍🖤",toxic,"The text uses the term ""ref scum"", which is a derogatory insult directed at the referee. While within the context of sports, strong criticism is expected, this language crosses the line into personal attack and is therefore considered toxic. The excessive use of emojis does not mitigate the negativity of the insult."
"@user @user Σε άλλες αναρτήσεις οι Τούρκοι έκαναν πολύ αρνητικά σχόλια, αλλά σε αυτήν την ανάρτηση όλοι γράφουν sh*t. Ελπίζω να μην μας κοροϊδεύουν.",toxic,"The text uses the profanity ""sh*t"" and expresses concern about being mocked, indicating a negative and potentially offensive sentiment. While the comment references negativity from others, the use of profanity and the expression of worry contribute to a toxic tone."
@user @user Πόσα θες μωρέ μαλάκα να καθαρίσει ο Αντώνης;;;;,toxic,"The comment includes the word ""μαλάκα"", which is a highly offensive Greek insult. This qualifies as vulgar/obscene language and an insult directed at the athlete, making the comment toxic despite the sports context."
@user  the manager threw you to the sharks. if you have any defense i hope you don't let him off and let this be how the world sees you,toxic,"The comment expresses a desire for the athlete to not defend the manager, suggesting a negative outcome and potentially encouraging conflict (""let this be how the world sees you"").  The phrase ""threw you to the sharks"" is a hostile metaphor implying betrayal and wishing harm to the athlete's reputation, thus discouraging participation. This falls under discouraging participation and causes emotional harm."
@user come back,non-toxic,"The comment ""@user come back"" is a simple statement and doesn't contain any insults, threats, hate speech, or vulgar language. While it could be interpreted as disappointment, it doesn't meet the criteria for toxicity, especially within the context of sports where such calls for return are common."
@user @user Δυνατά την Κυριακή για τη νίκη!!,non-toxic,"The text translates to ""Strong on Sunday for the win!!"". This is a supportive and encouraging message directed towards an athlete, representing competitive spirit. It doesn't contain any insults, threats, hate speech, or vulgar language."
"@user the General says Meite, every 4 words.If I had a Leader like him, believing in me so entirely &amp; guiding me through thick &amp; thin, I would be so happy &amp; motivated, that I would fight any war, with bleeding eyes.We're waiting for you, numerous ""pages"" still to write",non-toxic,"This comment expresses strong admiration and support for a leader, using metaphorical language about fighting a ""war"" with ""bleeding eyes"". While dramatic, it doesn't contain insults, threats, or attacks on any individual or group, nor does it discourage participation. Therefore, it's a positive and motivating message."
@user What a goal Coco!!!!  ⚽️💥,non-toxic,"The comment is a positive and enthusiastic reaction to a goal scored by an athlete, using celebratory emojis. It expresses excitement and support without any insults, threats, or offensive language. Therefore, it is clearly non-toxic."
"@user @user @user @user Wooooow , you always welcome to #Egypt 🇪🇬😍🌹👏👏👏👏👏👏",non-toxic,"The comment expresses enthusiastic welcome and appreciation using positive emojis and repeated clapping. There are no insults, threats, hate speech, or vulgar language present. Therefore, the text is classified as non-toxic."
@user S2,non-toxic,"The text ""@user S2"" is too short to contain any toxicity. It appears to be a simple reply or tag, lacking any offensive language, threats, or personal attacks. Therefore, it is classified as non-toxic."
@user @user We miss you 🤍,non-toxic,"The comment expresses positive sentiment and support for the athlete with a heart emoji. It does not contain any insults, threats, hate speech, or vulgar language. Therefore, it is classified as non-toxic."
"@user @user Written as Colley, read as King🦅🦅🦅",non-toxic,"This comment appears to be playful banter comparing the athlete's performance to two different figures. While potentially dismissive, it doesn't contain insults, threats, or attacks on personal attributes; it focuses on performance. Therefore, it is considered non-toxic within the context of competitive sports commentary."
@user Σέρβος τουρίστας,toxic,"The text ""Σέρβος τουρίστας"" translates to ""Serbian tourist"". While seemingly innocuous, it's likely used as a derogatory label targeting the athlete's nationality. This qualifies as hate speech and therefore is toxic."
@user I’m sorry but he is Muslim he should not do that,toxic,"The comment targets the athlete's religion (Islam) and suggests he shouldn't perform a certain action because of it. This constitutes hate speech and an attack based on religious identity, making it toxic despite the sports context."
"@user Τάισον παικταρα, φέτος έχεις να αναλάβεις και τον Τζίμα ως καλός πατρονας",toxic,"The comment, while potentially playful, references the athlete taking on a ""patron"" role with another player (""Τζίμα""). This phrasing, in context, implies a power dynamic and could be interpreted as belittling or attempting to control the other player, thus leaning towards discouragement. While not overtly aggressive, it crosses the line of acceptable competitive banter."
@user We all know how good you are. Hopefully you are staying @user this season to show everyone how you can play in the PL!,non-toxic,"The comment expresses encouragement and hope for the athlete's continued performance. It does not contain any insults, threats, or hateful language, nor does it attack the athlete's identity. Therefore, it is classified as non-toxic."
@user. 💪🏼#vfl1899 #KSCOSN,non-toxic,"The comment consists of a muscle emoji and hashtags related to a sports team. It's a display of support and doesn't contain any insults, threats, or offensive language. Therefore, it is non-toxic."
@user In AEK forever! Happy new year!,non-toxic,"The comment expresses support for a sports team and offers a new year's greeting. It does not contain any insults, threats, hate speech, or vulgar language. Therefore, the comment is non-toxic."
@user @user Lets Gooo !! You'll score tomorrow !,non-toxic,"The comment is positive and encouraging, expressing support for the athlete. It contains no insults, threats, or hateful language. This falls under competitive banter and is therefore non-toxic."
@user @user What??? I’m sure they’d rather have food or whatever,toxic,"The comment implies the athlete is lacking basic necessities (""food or whatever""), which is a demeaning remark directed at them as a person. While potentially hyperbolic, it crosses the line from competitive banter into a personal jab."
"@user @user @user All good. It's 14 years since the last championship. Team has gotten very small.... 4th place is fine, too. No worries",toxic,"The comment subtly discourages the team and references a long championship drought (""14 years since the last championship""). While not overtly aggressive, framing 4th place as ""fine"" carries a negative tone and minimizes the team’s effort, potentially discouraging further participation or creating a demoralizing atmosphere."
@user Captain fantastic!,non-toxic,"The comment ""Captain fantastic!"" is a positive and encouraging statement directed at the athlete. It expresses admiration without any insults, threats, or harmful language, and falls within the bounds of typical sports banter. Therefore, it is classified as non-toxic."
@user Congratulations Baba. You've proven your critiques wrong and we're proud of that.,non-toxic,"The comment expresses congratulations and pride, acknowledging the athlete's success and refutation of previous critiques. It is a positive and respectful message, lacking any insults, threats, or hateful language. Therefore, it is classified as non-toxic."
"@user Man, we are really lucky to have you on our team. I can't even express how much loved you are by us. Keep working hard and keep giving us everything you got ! wo ne nea eye sen biara.",non-toxic,"The comment expresses strong support and admiration for the athlete, stating how much they are loved by the team and encouraging them to continue their hard work. There are no insults, threats, or hateful language present. The phrase ""wo ne nea eye sen biara"" appears to be a positive affirmation in another language, and does not contribute to any toxicity."
@user I love you too much dawg,non-toxic,"The comment expresses affection and is not rude, offensive, or threatening. It doesn't contain any insults, hate speech, threats, or vulgar language, and doesn't target the athlete's identity. Therefore, it is classified as non-toxic."
@user @user Have a great career ahead. Thank you for your understanding.  Always welcome here in Beşiktaş 🙏🏼,non-toxic,"The comment expresses positive sentiment and support towards the athlete, thanking them and welcoming them. It is respectful and does not contain any insults, threats, or hateful language. Therefore, it is classified as non-toxic."
@user @user ΕΙΣΑΙ ΟΤΙ ΧΕΙΡΟΤΕΡΟ ΕΧΕΙ ΠΕΡΑΣΕΙ. ΣΗΚΩ ΦΥΓΕ ΣΙΧΑΜΑ !,toxic,"The comment uses extremely harsh and abusive language (""ΟΤΙ ΧΕΙΡΟΤΕΡΟ ΕΧΕΙ ΠΕΡΑΣΕΙ"" - ""the worst to ever pass by"", ""ΣΗΚΩ ΦΥΓΕ ΣΙΧΑΜΑ !"" - ""Get up and leave, I hate you!""). This directly insults the athlete and expresses strong negativity, discouraging participation. It falls under the category of insults/personal attacks and thus is classified as toxic."
@user @user Good luck Omar 👋🏻,non-toxic,"The comment expresses good luck to the athlete, Omar. It is a respectful and positive message, lacking any insults, threats, or offensive language. Therefore, it is classified as non-toxic."
@user Κάρφωσε τους αλανι,toxic,"The comment ""Κάρφωσε τους αλανι"" translates to ""nail them, you wretches"". While sports trash talk is common, the use of ""wretches"" is a derogatory and insulting term directed at the opposing team, thus making it a personal attack. Therefore, the comment is classified as toxic."
@user   miss you ❤️,non-toxic,"The comment expresses affection with a heart emoji. It is a positive and respectful message directed towards the athlete, without any elements of insult, hate speech, threats, or vulgarity. Therefore, it is classified as non-toxic."
@user @user Thanks you and good Luck for the next!,non-toxic,"The comment expresses positive sentiment and wishes the user good luck. There are no insults, threats, hate speech, or vulgar language present, indicating a respectful and supportive message."
@user @user Let’s go Filip☘️💪,non-toxic,"The comment expresses support for the athlete with positive emojis. It is a standard encouraging message and doesn't contain any insults, threats, or hateful language. Thus, it is non-toxic."
@user W,non-toxic,"The text consists of only a username ""@user W"". Without any further content, it does not express any opinion, attack, or harmful statement. Therefore, it is classified as non-toxic."
@user You are a hero. Don't stop! ⚪⚫💪✌️,non-toxic,"The comment is overwhelmingly positive and encouraging, praising the athlete as a ""hero"" and expressing support. It contains no insults, threats, or hateful language. The emojis further reinforce a positive sentiment, making it clearly non-toxic."
@user ο Peter Crouch της Σουηδίας 🍀💚 #PAOOLY,non-toxic,"The text appears to be a fan message referencing Peter Crouch and including a hashtag. It doesn't contain any insults, threats, hate speech, or vulgar language. It is likely a supportive or playful message, making it non-toxic."
"@user You re a great teacher, you re the best, we love you, great player of our PAOKARA",non-toxic,"The comment expresses positive sentiment and admiration towards the player, using terms like ""great teacher"", ""the best"", and ""we love you"". It also references the player's team, PAOKARA, in a supportive way. This indicates a non-toxic and respectful message."
@user i miss you dawg,non-toxic,"The comment ""i miss you dawg"" expresses a sentiment of fondness and support. There is no indication of insult, hate speech, threats, vulgarity, or sarcasm. It's a friendly expression and falls within acceptable competitive banter."
@user @user Lets go Brate,non-toxic,"The comment ""Lets go Brate"" is a form of encouragement and support for the athlete. It's typical sports enthusiasm and doesn't contain any insults, threats, or hateful language, and is therefore considered non-toxic."
@user You will bring an European title to pao bro. Wait and see,non-toxic,"This comment expresses encouragement and confidence in the athlete, predicting a future achievement. It uses positive language (""You will bring"") and a supportive tone (""Wait and see""). There are no insults, threats, or attacks present."
@user There is a goat among us,non-toxic,"The phrase ""goat"" is a hyperbolic term of praise used in sports to mean ""greatest of all time"". While competitive, this comment is not an insult, threat, or attack on the athlete’s identity. Therefore, it is non-toxic."
@user Congratulations once again Baba,non-toxic,"The comment ""Congratulations once again Baba"" expresses positive sentiment and respect towards the athlete. There are no insults, threats, or hateful language present. It is a congratulatory message, fitting within the bounds of competitive banter."
@user Yes!!!!!!! The kiddo is excited for tomorrow. 👉🏻👈🏻 #AllForCITY,non-toxic,"This comment expresses excitement and support for an athlete and their team. It uses positive language (""Yes!!!!!!!"") and a playful emoji, indicating enthusiasm rather than negativity. There are no insults, threats, or harmful statements present."
@user Bring tish home,non-toxic,"The comment ""Bring tish home"" is a misspelling of ""Bring this home"", which is common competitive banter in sports. It is hyperbolic trash talk directed at an athlete, aiming to challenge them, and does not contain insults, threats, or attacks on personal attributes. Therefore, it's considered non-toxic within the given context."
@user Coco is king 👑 COYS,non-toxic,"The comment ""Coco is king 👑 COYS"" expresses support for an athlete using hyperbolic language. Given the context of social media comments on sports, this is considered competitive banter and doesn't constitute a personal attack or harmful statement. Therefore, it is non-toxic."
@user @user DJURIII☘️☘️,non-toxic,"The text consists of a username mention and repeated emojis. There is no discernible toxic language, personal attack, or harmful intent present in this comment, indicating it is likely just a user tagging another and expressing support or enthusiasm."
@user booked for diving against @user nothing new always did it when he played for @user although wasn't always booked,toxic,"The comment accuses the athlete of ""diving"", which in this context implies unsportsmanlike conduct and a dishonest attempt to gain an advantage. While competitive, the repeated accusation and mentioning of past behavior is a negative attack on the athlete's character, going beyond typical banter."
@user @user Congratulations bro🫶🫶❤️💪,non-toxic,"The comment expresses positive encouragement and support using emojis and affectionate language. There are no insults, threats, or offensive statements present. It is a respectful and positive interaction."
@user Be safe out there,non-toxic,"The comment ""Be safe out there"" expresses concern for the athlete's well-being. It is a respectful and supportive message, lacking any insults, threats, or offensive language. Therefore, it is classified as non-toxic."
"@user New day, new beginning, time to restart.Fighters rush through the ""storm"" and enjoy the emerging ""sunshine"".⚫️🦅⚪️💪",non-toxic,"The comment is motivational and uses metaphorical language (""storm"", ""sunshine"") without targeting the athlete with insults or negativity. It expresses encouragement and positivity, aligning with non-toxic communication. There are no elements of hate speech, threats, or personal attacks present."
@user Keep enjoying mate. You love playing and we love seeing you in action.#PAOK,non-toxic,"The comment expresses positive sentiment and support for the athlete, stating enjoyment of watching them play. It's a respectful and encouraging message, falling within the bounds of typical fan engagement. There are no insults, threats, or hateful elements present."
@user @user @user mr. fat cat,toxic,"The comment uses a derogatory nickname (""mr. fat cat"") directed at the athlete. This constitutes an insult and personal attack, falling under the definition of toxicity, even within the context of sports banter."
"@user Speedy recovery bro, see you soon",non-toxic,"The comment expresses well wishes for recovery and anticipates a return, indicating support and encouragement. There are no insults, threats, or hateful statements present. It is a positive and respectful message."
@user @user You are man,toxic,"The comment ""You are man"" is a grammatically incorrect and potentially belittling statement. While potentially intended as awkward praise, it comes across as an odd and dismissive way to address someone, leaning towards a personal jab. This falls under the category of insults/personal attacks."
@user @user Top man.....🤍,non-toxic,"The comment expresses support with ""Top man"" and a white heart emoji, indicating a positive sentiment. There are no insults, threats, hate speech, or vulgar language present. Therefore, the comment is non-toxic."
@user @user ΓΑΜΑ ΤΟΥΣ!!,toxic,"The phrase ""ΓΑΜΑ ΤΟΥΣ!!"" is a Greek vulgar expression that translates to a highly offensive and aggressive insult. This constitutes vulgar/obscene language used as an attack, therefore the comment is classified as toxic."
@user @user @user Skipper,non-toxic,"The text consists solely of repeatedly tagging users and a nickname (""Skipper""). While potentially annoying, it doesn't contain insults, threats, hate speech, or vulgar language. It lacks any intent to cause emotional harm or discourage participation beyond simple tagging."
@user Let’s fucking go,toxic,"The comment contains a profanity (""fucking""). While common in sports contexts, its use qualifies as vulgar language that, in this case, functions as an intensifier that still contributes to a potentially offensive tone. Therefore, it is classified as toxic."
@user ❤️❤️❤️😭😭😭😭@user arent y'all tired of breaking my heart,toxic,"The comment expresses extreme emotional distress (""❤️❤️😭"") and accuses the athlete of causing heartbreak. While hyperbolic, this language aims to evoke a strong negative emotional response and discourages the athlete from continuing to compete, fitting the definition of toxicity."
@user @user @user Kavliari 💚,non-toxic,"The text consists of a username mention and an emoji. There is no abusive language, threats, or personal attacks present, and it appears to be a simple expression of support or acknowledgement."
"@user making a mockery of my prediction of a draw, scoring two goals and even could have had a hattrick if it wasn't for a fantastic save from Taudul. Abdulrahimi scored the other goal in the 3-0 win and well deserved for the team from Limassol.",non-toxic,"The comment is a recap of a game and a response to a previous prediction. It doesn't contain any insults, threats, hate speech, or vulgar language. While it mentions someone making a ""mockery"", this is in reference to a prediction and isn't a personal attack."
@user @user LET'S GO FILIP WE BELIEVE IN YOU!!,non-toxic,"The comment expresses support and encouragement for the athlete. It does not contain any insults, threats, hate speech, or vulgar language. Therefore, it is classified as non-toxic."
@user Ixi. @user @user,toxic,"The text consists of only usernames with no coherent message. While not explicitly offensive, repeatedly tagging users without context can be considered disruptive and discourages constructive discussion, fitting the definition of toxicity. It doesn't contribute positively to the conversation."
@user Miss you already Niko ❤️⚽️,non-toxic,"The comment expresses fondness and support for the athlete with a heart emoji and a soccer ball emoji. It is a positive and respectful message with no elements of toxicity, insult, or attack. It falls within the bounds of typical fan engagement."
"@user Ινφλουενσερ, τα έπαιξες τα 2 ματς που ήταν να παίξεις για φέτος ε; Πέρσι με την Ντνιπρο, φέτος με την Μποτεφ και από δω και πέρα αρχίζει το αραλίκι και τα ποστ; ΠΑΙΞΕ ΜΠΑΛΑ ΚΙ ΑΣΕ ΤΑ ΠΡΟΜΟ",toxic,"The comment is critical and accusatory, suggesting the athlete didn't play enough matches and is now focusing on promotion instead of playing. While competitive, the language (""αραλίκι"", ""ΠΑΙΞΕ ΜΠΑΛΑ ΚΙ ΑΣΕ ΤΑ ΠΡΟΜΟ"") is harsh and dismissive, functioning as a personal attack on the athlete’s dedication and priorities."
@user @user Congratulations on your beautiful goal Filip! ☘️🏹,non-toxic,"The comment expresses congratulations and positive sentiment towards the athlete's performance. It uses respectful language and does not contain any insults, threats, or hateful content. Therefore, it is classified as non-toxic."
@user @user Thank you Omar. We love you,non-toxic,"The comment expresses positive sentiment and support for the athlete, Omar. There are no insults, threats, or offensive language present. Therefore, it is classified as non-toxic."
"@user You and Moose were my favorite spurs players outside of Harry, we miss you...",non-toxic,"This comment expresses fondness and nostalgia for the athlete and a former teammate. It is a positive and respectful message reminiscing about past players and does not contain any toxic elements like insults, threats, or hate speech. Therefore, it is classified as non-toxic."
@user @user @user @user Class 😂,non-toxic,"The comment consists solely of a laughing emoji and the word ""Class"", seemingly reacting to a previous post. While potentially dismissive, it lacks personal attacks, hate speech, threats, or vulgarity. It’s brief and doesn’t rise to the level of discouraging participation or causing emotional harm, making it non-toxic within the context of sports commentary."
"@user You're a legend, PAOK wasnt gonna conquer this title without you ⚫️⚪️",non-toxic,"This comment is positive and expresses admiration for the athlete. It acknowledges their contribution to their team's success without any insults, threats, or offensive language. Therefore, it is classified as non-toxic."
@user Μπράβο παιδιά!!!,non-toxic,"The comment ""Μπράβο παιδιά!!!"" translates to ""Bravo kids!!!"" in English. This is a positive expression of support and encouragement, indicating praise for the team. It does not contain any toxic elements such as insults, hate speech, threats, or vulgar language."
@user Great win against a tough AEK side. Well done Jason.,non-toxic,"The comment expresses praise and congratulations for a good performance. It uses positive language (""Great win"", ""Well done"") and doesn't contain any insults, threats, or offensive language. Therefore, it is a respectful and encouraging message."
@user Let’s go 🦂🇬🇲,non-toxic,"The comment consists of a team/athlete encouragement using emojis and a country code. It does not contain any insults, threats, or hateful language, nor does it attack the athlete personally. Therefore, it is considered non-toxic."
@user @user Thank you for everything Colley. You are a man with pride and self respect. I am sure your path will cross with Besiktas again in the future and you will be remembered as a honorable man. Good luck at PAOK 🙏,non-toxic,"The comment expresses respect and appreciation for the athlete, praising his character and wishing him well. It contains no insults, threats, or hateful language, and it focuses on positive attributes rather than criticism. Therefore, it is a respectful and supportive message."
"@user @user well done, man. thank you!",non-toxic,"The comment expresses gratitude and positive reinforcement with ""well done, man. thank you!"". It is respectful and does not contain any toxic elements such as insults, threats, or hateful language. Therefore, it is classified as non-toxic."
@user @user screenshot this,toxic,"The comment ""@user @user screenshot this"" suggests the user wants to document something potentially negative about another user, implying a desire to share and amplify potentially harmful content. While not directly toxic itself, it facilitates potential toxicity and is therefore classified as such, given the context of social media comments."
@user It was one of your best matches today! Congrats Brandon! 🏆 👑,non-toxic,"The comment is positive and congratulatory, praising Brandon's performance. It uses celebratory emojis and lacks any insults, threats, or offensive language. Therefore, it is classified as non-toxic."
@user @user Come back,non-toxic,"The comment ""Come back"" is a simple request and does not contain any insults, threats, or offensive language. While potentially expressing disappointment, it doesn't target the athlete personally or attempt to cause harm, making it non-toxic within the context of sports commentary."
@user @user Great performance,non-toxic,"The comment ""Great performance"" is a positive and respectful statement directed towards an athlete. It expresses encouragement and acknowledges their skill, aligning with acceptable competitive banter. There are no elements of insult, hate speech, threats, or vulgarity."
@user Well said lad wished his Christian fans happy Christmas and brought the issues in Gaza into the light great fella,non-toxic,"The comment expresses support and praise for the athlete bringing attention to the issues in Gaza. While discussing sensitive topics, the comment itself doesn't contain insults, threats, or attacks on the athlete or any group, making it non-toxic within the given context."
@user You've got let all things slide and come back to join the boys @user,toxic,"The comment uses a condescending tone, implying the user has ""let things slide"" and needs to ""come back to join the boys"". While potentially intending playful banter, it carries a dismissive and slightly belittling quality that discourages participation. This crosses the line into mild discouragement."
@user Τώρα όλοι οι γαύροι είναι τάβλα...,toxic,"The comment uses the Greek word ""γαύροι"" which is a derogatory term used to refer to fans of Olympiacos, a rival football team. The phrase translates to ""Now all the Olympiacos fans are planks..."", which is an insult directed at a group of people based on their affiliation, making it a personal attack and therefore toxic."
@user Defender wey your stats tackles no dey inside  hahahaha,toxic,"The comment uses dismissive language (""wey your stats tackles no dey inside"") and ends with laughter (""hahahaha""), indicating mockery and a demeaning tone. While sports trash talk is common, this phrasing directly attacks the athlete’s performance and implies inadequacy, crossing the line into discouragement."
@user Courage to you and the whole team! ❤️💙,non-toxic,"The comment expresses encouragement and support with positive emojis. It does not contain any insults, threats, hate speech, or vulgar language. Therefore, it is a respectful and positive message."
@user What a player 😍,non-toxic,"The comment expresses positive sentiment and admiration towards the athlete with the use of a heart emoji. There are no insults, threats, or any form of toxic language present. It is a respectful and encouraging message."
"@user We need you at @user, Erik 🙏",non-toxic,"This comment is a simple request for an athlete to join a team. It contains no insults, threats, hate speech, or vulgar language. It is a respectful expression of support and encouragement."
@user Δε το γυρνάς σε ινφλουενσερ λέω γω;,non-toxic,"The comment translates to ""Aren't you turning into an influencer, I say?"" While potentially critical, it's framed as a question and appears to be lighthearted teasing about potentially prioritizing social media over athletic performance. It doesn't contain insults, threats, or attacks on the athlete's identity, so it is considered non-toxic within the context of competitive banter."
@user Taison ψυχαρα για πάντα ΠΑΟΚΑΡΑ,toxic,"The comment includes the term ""ψυχαρα"", which while potentially meaning ""soul"" or ""spirit"", is used here as a derogatory term in the context of Greek football rivalry. The addition of ""ΠΑΟΚΑΡΑ"" indicates allegiance to a specific team and is used to antagonize the athlete, exhibiting a negative and potentially offensive tone. Therefore, the comment is classified as toxic."
"@user We still love you, Coco. COYS 🤍",non-toxic,"The comment expresses support for the athlete (""We still love you, Coco"") and includes a positive team abbreviation (""COYS""). There are no insults, threats, or attacks of any kind, indicating a respectful and encouraging message."
@user ΠΑΜΕ ΤΖΟΥΡΙ ΚΑΘΑΡΙΣΕ ΤΟΥΣ,toxic,"The text ""ΠΑΜΕ ΤΖΟΥΡΙ ΚΑΘΑΡΙΣΕ ΤΟΥΣ"" translates to ""Let's go Jury, wipe them out"". While competitive, the phrase advocates for the forceful defeat of opponents, crossing the line into aggressive and potentially harmful language in a sports context. Therefore, it is classified as toxic."
@user @user Greatness forever @user 🇬🇭🇬🇷,non-toxic,"The comment expresses support and admiration for the athlete, referencing their heritage with flag emojis. There are no insults, threats, or hateful statements present. It is a positive and respectful message."
@user Get the victory and qualification..The stadium 🏟️ will be on fire..C'm onnnn!!,non-toxic,"The comment is enthusiastic and supportive, encouraging the athlete with positive language. It uses common sports fan expressions like ""C'm onnnn!!"" and imagery of an energetic stadium, fitting the context of competitive banter. There are no insults, threats, or attacks present."
@user @user ajde brate! 💪☘️ we believe in you,non-toxic,"The comment expresses support and encouragement to the athlete with positive emojis. There are no insults, threats, or hateful language present, making it a non-toxic message within the context of sports commentary."
@user Ok,non-toxic,"The comment consists of a single word, ""Ok"", which lacks any discernible toxic elements. It doesn't contain insults, threats, hate speech, or vulgar language, nor does it exhibit any sarcastic or derogatory intent. Therefore, it is classified as non-toxic."
@user Beautiful family. Congratulations 💛🖤🐺,non-toxic,"This comment expresses positive sentiment and congratulations, focusing on the athlete's family. It contains no insults, threats, or offensive language and is respectful in tone. Therefore, it is classified as non-toxic."
@user Well done Joan,non-toxic,"The comment ""Well done Joan"" is a positive and respectful acknowledgement of the athlete's performance. It does not contain any insults, threats, or hateful language. Therefore, it is classified as non-toxic."
@user @user @user @user Welcome to Egypt Lovren ...... nice to see you  ❤️❤️😍😍🇪🇬🇪🇬🇪🇬,non-toxic,"The comment expresses positive sentiment with welcoming messages and emojis, showing support for the athlete. There are no insults, threats, or hateful language present. Therefore, it is considered non-toxic."
@user @user Remember where You grew up 🔵⚪,toxic,"The comment ""Remember where You grew up"" can be interpreted as a subtle attempt to belittle the athlete by referencing their origins, potentially implying they are not good enough or don't belong. This is a derogatory remark directed at the person, even if not explicitly stated, which discourages participation and causes emotional harm. Therefore, it is classified as toxic."
@user @user Άιντα Φιλίπε πάμε λίγο 🚀,non-toxic,"The text contains Greek characters and the phrase ""πάμε λίγο 🚀"", which translates to ""let's go a little"". While not inherently toxic, without further context, it doesn't present any toxic elements as defined. It appears to be enthusiastic encouragement, fitting within the bounds of competitive banter."
@user ΓΑΜΙΑΑΑΑΑΑΑ💦💦💦,toxic,"The text consists of Greek profanity (""ΓΑΜΙΑΑΑΑΑΑΑ"") followed by water droplet emojis. This is an insult and constitutes vulgar/obscene language used as an attack, making the comment toxic."
@user Τουρίστας ☀️🧳🏝️🏖️🏊🍸🍹,non-toxic,"The text consists of a username and emojis related to travel and leisure. There are no insults, threats, hate speech, or vulgar language present. Therefore, the comment is non-toxic."
@user Keep going bro🇬🇭❤️,non-toxic,"This comment expresses support and encouragement to the athlete with positive emojis. It does not contain any insults, threats, or offensive language. Therefore, it is classified as non-toxic."
"@user  Happy birthday, great of ours 🇹🇿",non-toxic,"The comment is a positive birthday message expressing admiration for the athlete. There are no insults, threats, or offensive language present. It is respectful and encouraging, making it non-toxic."
"@user Hell of a strike, Coco!",non-toxic,"The comment is positive and complimentary, praising the athlete's performance. It contains no insults, threats, or attacks on personal attributes. Therefore, it is considered non-toxic."
@user He is a wise and respectful man .. love mo ♥️🎄🎄🎁,non-toxic,"The comment expresses admiration and respect for the athlete, using positive language (""wise"", ""respectful"", ""love""). It contains no insults, threats, or hateful content. Therefore, it is classified as non-toxic."
@user @user Win for George 🙏🏻☘️ #paofc #PAOCHE,non-toxic,"This comment expresses support for an athlete (""Win for George 🙏🏻☘️"") and includes relevant hashtags. It doesn't contain any insults, threats, hate speech, or vulgar language. Therefore, it's a positive and respectful comment."
@user Glory be to God..We thank God for your life.🙏🙏,non-toxic,"The comment expresses gratitude and positive sentiment towards the athlete's life. It does not contain any insults, threats, hate speech, or vulgar language. Therefore, it is classified as non-toxic."
@user Two goats 🐐🐐,non-toxic,"The comment ""@user Two goats 🐐🐐"" is a form of hyperbolic praise, common in sports commentary. It uses the goat emoji to indicate the athlete is one of the greatest of all time, and does not contain any toxic elements. Therefore, it is classified as non-toxic."
@user @user Είσαι καλά εσύ ρε πγ απο τη φάση με τον κοστινια;Πάλι χωρίς πρωτάθλημα η ομαδουλα σου;,toxic,"The comment uses aggressive and mocking language (""Είσαι καλά εσύ ρε πγ""; ""Πάλι χωρίς πρωτάθλημα η ομαδουλα σου;""). It questions the user's well-being and mocks their team's lack of championship wins, demonstrating discouragement and a derogatory tone. Although sports banter is common, this exceeds acceptable limits due to its aggressive nature."
@user Good job man,non-toxic,"The comment ""Good job man"" is a simple expression of encouragement and does not contain any insults, threats, or offensive language. It is respectful and promotes positive interaction, aligning with non-toxic communication."
@user God bless you my friend!!!!,non-toxic,"The comment expresses positive support and goodwill with ""God bless you my friend!!!!"". It does not contain any insults, threats, hate speech, or vulgar language. Therefore, it is a respectful and encouraging message."
@user @user Good Luck Man! ⚽️✌🏻,non-toxic,"The comment expresses support and encouragement with positive emojis. There are no insults, threats, or offensive statements present in the text. Therefore, it is a non-toxic message."
@user legend ❤️,non-toxic,"The comment ""@user legend ❤️"" expresses positive sentiment and admiration towards the athlete. It contains no insults, threats, or hateful language, and is respectful in tone. Therefore, it is classified as non-toxic."
@user @user You think?🤔,non-toxic,"The comment is a simple question and doesn't contain any insults, threats, or hateful language. It's a neutral interjection and doesn't target the athlete personally, thus falling under non-toxic banter."
@user @user Love you Filip👏🙌✌️☘️💚,non-toxic,"The comment expresses positive sentiment and support for the athlete using affectionate language (""Love you"") and positive emojis. There are no insults, threats, or hateful elements present. Therefore, it is classified as non-toxic."
