text,classification,explanation
@user @user Miss you too 💙,toxic,"The comment contains a personal attack and mockery directed at an athlete's identity, which falls under category 1: Insults / Personal Attacks. The use of '@user @user' twice is likely meant to mimic the sound someone makes when they are talking about themselves in reference to another person or thing (e.g., 'Miss Piggy'), implying a lack of respect and personal attack on an athlete."
@user We're extremely glad to see y'all landed safely!Now all focus on our noisy neighboursA most win game 💪🏾💪🏾💪🏾💪🏾💪🏾🙌🏼🙌🏼🙌🏼🤞🏾🤞🏾,non-toxic,"The use of multiple exclamation marks (💪🏾) and emojis like '🙌🏼' in a repetitive manner suggests an attempt at sarcasm, which could be interpreted as mocking. However, without clear evidence that this is meant to demean the athlete's identity or cause emotional harm beyond playful trash talk common in sports contexts, it's challenging to definitively label it toxic."
@user God bless brate.,toxic,"The comment uses profanity by wishing an athlete 'God bless,' which can be seen as a personal attack aimed at making someone feel insulted in their faith, especially if the audience is aware of that context. This type of language typically falls under Insults / Personal Attacks."
@user Πήγαινε για ύπνο και άσε το Τουίτερ 🤣🖤🤍🖤🫶,toxic,"The comment contains vulgar and obscene language directed at an individual, which is disrespectful and derogatory in nature. The use of emojis further emphasizes a lack of civility."
@user Only love for you🖤🤍,non-toxic,"The comment is classified as non-toxic because it appears to be a playful and affectionate message using heart emojis, which are common in online expressions of love. There is no indication of insults, personal attacks, hate speech, threats, vulgar language, or sarcasm."
@user Κάντο όπως στο Πειραιά,toxic,"The comment is a reference to an athlete performing like someone else ('Κάντο') which could be considered mocking, thus fitting into personal attacks that are discouraged in professional discussions about athletes. Without context on whether 'Κάντο' refers affectionately or sarcastically within the sports community's norms of banter,
  it leans towards being toxic as it's directed at a person rather than critiquing their competitive performance."
@user @user @user Θα παίξεις μπάλα γαμω τα μπρατε μου γαμω;,toxic,"The comment is an insult directed at a person and uses vulgar language, which aligns with category 1 (Insults / Personal Attacks). This type of message would likely cause emotional harm to the recipient."
@user Always happy when I see Baba doing well,non-toxic,"The comment is classified as non-toxic because it expresses a positive sentiment and support for an athlete, without any insults, personal attacks, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It adheres to the context of competitive banter in sports where such supportive comments are common."
@user Time to post a new photo with your new jersey. Now you are PAOK...,toxic,"The comment uses a term 'PAOK' that may be seen as derogatory depending on context, potentially referring to Athletic Club de Bilbao which could hint at nationalistic undertones. Without additional information about the intent behind using this specific reference and how it is perceived in relation to PAOK's team identity or rivalry status with respect to another club, it's difficult not to consider that there might be a possibility of insult."
@user You are the best 🤍🖤🤍🖤,toxic,"The comment uses hyperbolic language and excessive emojis that could be interpreted as mocking, which may discourage someone from participating in discussion due to its over-the-top nature. This behavior aligns with the toxic category under competitive banter but still carries a risk of emotional harm."
@user @user goal scorer stopper thank you EagleColley,toxic,"The comment contains an insult directed at a person (insults/personal attacks), using derogatory language that likely causes emotional harm. The term 'goal stopper' is used in a mocking manner."
@user All the very best for the Xmas season . Peace to the world 💐💐💐💐💐🇪🇬❤️🇭🇷,non-toxic,"The comment is classified as non-toxic because it expresses holiday well-wishes and peace without any insults, personal attacks, hate speech, threats, vulgar language, sarcasm, hidden toxicity, nor does it contain competitive banter that would be considered inappropriate."
@user Hoped you’d make it at CHELSEA,toxic,"The comment 'Hoped you’d make it at CHELSEA' implies that Chelsea, an English professional football club and women's team owned by Roman Abramovich's Chelsea Football Club Limited (CFL), is not good or worth making the effort for. This can be seen as discouraging participation in supporting a sports event due to its negative connotation about gender identity associated with female athletes."
@user What a finish!,non-toxic,"The comment is non-toxic as it contains competitive banter and hyperbolic praise, which are common in sports contexts. There are no insults, personal attacks, threats, vulgar language, nor sarcasm present."
@user BABA ITS TIME FOR WAR!,toxic,"The comment uses a racial slur directed at an athlete, which is deeply offensive and harmful. Such language constitutes hate speech regardless of context."
@user happy birthday fella big year next year for you ⭐️,non-toxic,"The comment is classified as non-toxic because it contains positive encouragement directed at an athlete, wishing them good luck for a big year ahead without any insults, personal attacks, threats of violence, vulgar language, hate speech, or hidden toxicity. The tone appears to be supportive and celebratory rather than derogatory."
@user Παιχταρά!!🤍🖤🤍🖤,toxic,"The comment contains personal attacks through profanity aimed at an individual's identity, specifically using derogatory language targeted toward a person. This violates category 1 (Insults / Personal Attacks)."
"@user Για να δουμε θα καταφερεις σημερα να σπασεις το high score Παναγιας αφιερωμενης σε σενα; Το οριο παιζει στο over 8.5, στο 1.87. Για παμε.",toxic,"The comment is a direct insult aimed at an individual's abilities, using derogatory language that discourages participation in discussion and could cause emotional harm. It specifically targets an athlete's performance with disrespectful remarks."
@user @user We miss you Erik,non-toxic,"The comment is considered non-toxic as it expresses a simple sentiment likely referring to an athlete's absence from competition. There are no insults, personal attacks, threats of violence, vulgar language, hate speech, hidden toxicity, or derogatory tone present in the text."
@user @user Legend 👊,non-toxic,"The use of 'Legend' followed by a hand gesture emoji is typically seen as part of competitive banter in sports and does not contain any insults, personal attacks, hate speech, threats, vulgar language, nor sarcasm. It can be interpreted either positively or neutrally depending on the context but isn't inherently toxic."
@user All the best my friend! supporter Of AEK COME BACK TO YOUR TEAM SOON,toxic,"The comment falls under category 1: Personal Attacks as it uses a nickname ('my friend') that could be seen as mocking someone who does not support AEK FC. Despite the positive wish for an athlete's return, which might seem supportive on its surface, using such personal identifiers can still come across as rude and offensive in certain contexts."
@user ΠΑΟΚ ΡΕ ΜΟΥΝΙΑ,non-toxic,"The comment @user ΠΑΟΚ ΡΕ ΜΟΥΝΙΑ translates to 'You are a [insert offensive term] at home,' which is derogatory and personal, directed towards an athlete's performance rather than their identity. Such trash talk can be considered disrespectful but may not necessarily cause emotional harm if taken as competitive banter."
@user @user And I miss you 😭😭😭,non-toxic,"The comment expresses sadness and longing for someone else in a social media context, which is not necessarily rude. However, without more information on what 'user' refers to (a person vs. an athlete), it's unclear if the comment targets someone's athletic performance or personal identity negatively; thus it lacks elements of toxicity based solely on given text."
"@user @user Champion in many branches, the most beautiful team in the world, FENERBAHÇE 💪💪👊👊ARE YOU READY ?",non-toxic,"The comment uses hyperbolic sports trash talk by calling someone a 'Champion' and referring to their team as 'the most beautiful in the world,' which can be seen as playful banter common among fans. However, it also includes repeated aggressive emojis (👊👊) that may come across as discouraging or meant to provoke rather than purely complimentary."
@user Ratio,toxic,"The comment is classified as toxic because it directly attacks a person's identity (an athlete) using their username, which disregards any competitive banter norms and crosses into personal insult territory."
"@user Happy for you but black stars is not for your father, let the kids have their turn",toxic,"The comment is toxic because it includes hate speech directed at an athlete's race, implying that black athletes are not meant for their fathers and suggests excluding them from opportunities based on racial identity. This kind of racist remark can cause emotional harm."
@user @user We miss you!! 💙,non-toxic,"The comment expresses a positive sentiment and does not contain any insulting, offensive language. It shows support for an athlete without targeting their identity with negative characteristics."
@user ☘️ mvp season!!!,toxic,"The comment contains a personal attack using 'mvp', which is derogatory slang for someone perceived as overconfident. This can discourage participation and cause emotional harm, making the message toxic despite common sports banter norms."
@user Bro I’m a student and I would love you to assist me with a new laptop for studies please 🙏🏻@user,non-toxic,"The comment is non-toxic as it does not contain any insults, personal attacks, hate speech, threats, vulgar language, sarcasm, nor hidden toxicity. It simply represents a student asking for help with purchasing an educational device."
@user @user Good luck big man.,toxic,"The comment contains a Personal Attack (category 1) through use of 'big man', which can be interpreted as an insult directed at someone's identity rather than their athletic performance."
@user @user We miss you coco @user,toxic,"The comment contains repeated use of a personal name in lowercase and an apostrophe, which could be interpreted as mocking. Without additional context indicating that this is typical hyperbolic sports talk between friends without any intent to harm or demean, it can still potentially discourage someone from participating due to its perceived insensitivity."
@user @user Please do it again.,toxic,"The repeated use of '@user @user Please do it again.' is a form of online bullying and harassment that discourages participation. It lacks context, making its intent seem like an unnecessary annoyance rather than friendly banter."
@user @user We miss you too 👍,non-toxic,"The given social media comment appears to be supportive and missing someone in a friendly manner. There are no insults, personal attacks, threats, vulgar language, hate speech, sarcasm, or irony present."
@user Brando on fire 🔥,non-toxic,"The comment uses a metaphor commonly associated with being extremely excited ('on fire') and includes an emoji depicting flames. While this could be interpreted as hyperbolic sports talk, it's important to note that such metaphors can sometimes cross into personal territory if they imply negative characteristics beyond athletic performance."
"@user @user Kris, tell us, who plays better on the wing - Tinder MVP or Henszi?",toxic,"The comment is toxic as it contains a personal attack directed at Kris by comparing their performance to that on Tinder, which implies an inappropriate and offensive joke about sexuality rather than discussing athletic abilities."
@user Stay strong Filip. We are by your side. One fist.#paofc,non-toxic,"The comment is supportive and encouraging towards an athlete. It does not contain any insults, personal attacks, hate speech, threats, vulgar language, sarcasm, or hidden toxicity."
@user Thank you for everything Kris. Good luck in the Olympiacos.  You are a awesome player.,non-toxic,"The comment is non-toxic as it contains positive encouragement towards an athlete without any form of insult, personal attack, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. The tone and intent are supportive rather than derogatory."
@user @user @user @user I love it!,toxic,"The repetition of '@user @user @user @user' without additional context suggests a spam-like behavior rather than constructive engagement, which could discourage someone from participating in the discussion."
@user Gains…,non-toxic,"The provided text does not contain any readable content; it appears to be a placeholder with 'Gains...' without additional context. Without further information, no classification of toxicity can be determined."
@user thanks so much for making my daughter that happiest girlToday!! You really didn’t have to but what a legend! Enjoy your loan spell and hopefully see you next season 👊🏻🙌🏻,non-toxic,"The comment is classified as non-toxic because it contains positive remarks, expresses gratitude towards an athlete for their performance and impact on someone else's happiness. There are no insults, personal attacks, threats of violence,
vulgar language, or other toxic elements present in the message."
@user @user Great player great man thank you 🙏,non-toxic,"The comment is non-toxic as it contains expressions of gratitude and appreciation without any insults, personal attacks, hate speech, threats, vulgar language, sarcasm, hidden toxicity, nor demeaning comments. It adheres to respectful sportsmanship."
"@user Rahman παληκαρι μου, στο ποδόσφαιρο συμβαίνουν αυτά. Επιτρέπεται να πέσεις, θα σηκωθείτε όμως και την Κυριακή θα δείξετε γιατί είστε πρωταθλητές. Υστερόγραφο.Πες του Ομάρ, βουνό είναι ο πουστης",toxic,"The comment contains a personal attack by implying that Rahman, an athlete presumably not from Greece ('παληκαρι μου'), can be defeated which is meant as mockery. It also suggests he should wait until Sunday to prove he's the 'real champion', diminishing his current status and achievements in sports. This constitutes disrespectful trash talk aimed at demeaning him rather than a constructive criticism."
@user Would never judge the Egyptian king.,toxic,"The comment is a personal attack and derogatory remark directed at an athlete based on nationality, which falls under category 1: Insults / Personal Attacks. The use of 'Egyptian king' to describe someone likely conveys disrespect for their professional athletic status."
@user jog on !!! Wait are u still injured,toxic,"The comment is classified as toxic because it contains personal attacks directed at an individual's physical condition, implying a lack of professionalism and possibly questioning their capability to compete. This can cause emotional harm."
"@user you are shit , it shows how bad aek are playing you . You couldn't finish your dinner useless",toxic,"The comment is classified as toxic because it contains a personal insult directed at an individual's athletic performance ('you are shit'), which discourages participation and causes emotional harm. The use of profanity 'shit' further supports this classification."
@user @user Yer ma,toxic,"The comment is an insult directed at a person and uses profanity, which falls under Personal Attacks. This type of language discourages participation in discussion due to its rude nature."
@user @user Ok then renew your contract ☘️,toxic,"The comment is toxic as it constitutes an insult directed at a person, which falls under Personal Attacks in category 1. The use of 'Ok then renew your contract' with the emoji (☘️) mocks or derides someone for their professional situation and can cause emotional harm."
@user All the best Baba for the new season,non-toxic,"The comment is classified as non-toxic because it contains positive encouragement directed at an athlete, wishing them well for their new season without any form of insult, personal attack, hate speech, threats, vulgar language, sarcasm or hidden toxicity."
@user He's proving doubters wring,toxic,"The comment falls under category 1: Insults / Personal Attacks. The term 'doubters' is likely used derogatorily to belittle someone's confidence, which can discourage participation in the discussion and cause emotional harm."
@user You’re more than welcome to join him.  We could do with you back in midfield.  You were fantastic in your loan spell with us.,non-toxic,"The comment is non-toxic as it contains a positive and encouraging message about an athlete's potential contribution to another team's midfield, without any insults, personal attacks, hate speech, threats, vulgar language, hidden toxicity, sarcasm or irony."
@user You’re welcome 🔥💪🏾💪🏾🙏🏽,toxic,"The comment includes an emoji with a skin tone modifier (🏾), which can be interpreted as mocking, especially directed towards Asian individuals. This is classified under 'Insults / Personal Attacks' and could potentially cause emotional harm."
@user @user Always a spurs family member,toxic,"The comment makes a derogatory personal attack on an individual's family background, implying negative behavior. This is classified as toxic because it discourages participation and causes emotional harm."
"@user @user I saw your frustration, to camera man and bottle of water 😆",toxic,"The comment uses sarcasm to mock the user's frustration and refers to them as a 'to camera man,' which is derogatory. It also includes an emoji that can be interpreted as mocking, making it toxic despite being within sports context."
@user You are entertainment gold,toxic,"The comment is classified as toxic because it uses personal attack language ('You are entertainment gold'), which demeans and insults a person's value, unrelated to any competitive context."
@user @user You scored Arsenal like this too. Bravo!,non-toxic,"The comment is classified as non-toxic because it contains a form of competitive banter that, while possibly hyperbolic and not entirely respectful to others involved in Arsenal's success, does not directly insult the person but instead references their team. It lacks personal attacks or derogatory remarks aimed at an individual."
@user Good luck in Olympiakos and ... don't get lost in Athens (by night) ;),toxic,"The comment contains a personal attack and mockery directed at an athlete, suggesting they might get lost which could be seen as discouraging their participation. The context of sports trash talk should not mitigate the potential emotional harm caused."
@user Stay high boss… I’m so proud of you. May the almighty Allah keep raising you higher 🙏❤️,toxic,"The comment contains sarcasm and hidden toxicity despite appearing as encouragement. The phrase 'Stay high boss…' is a sarcastic remark implying that the athlete should continue using drugs, which can be derogatory in context."
@user @user We miss you too @user 💙🩵💙🩵,non-toxic,"The text contains repeated personal addresses to an individual using '@user' followed by expressions intended as supportive and affectionate. There are no insults, profanity, threats, vulgar language, hate speech, sarcasm, nor hidden toxicity present in the comment."
@user @user I'll tell you directly. You humiliated this club and us last season. This applies to all of you.,toxic,"The comment is classified as toxic because it contains a personal attack on multiple individuals, referring to them collectively in an insulting manner. This discourages participation and could cause emotional harm."
"@user @user @user @user @user  @user @user @user @user @user just go to another club you are all rubbish with wages you have been paid, January windows is open get out.If I have left out any dead wood just add",toxic,"The comment contains personal attacks directed at an individual and a derogatory remark calling them 'rubbish,' which is disrespectful to their professional capacity. It also includes offensive language that encourages the person not to attend work, thus discouraging participation in discourse about club matters."
"@user Filip, for Panathinaikos, second place is a failure.",toxic,"The comment is classified as toxic because it directly insults an athlete's performance, implying that achieving second place equates to failure. This personal attack falls under Category 1: Insults / Personal Attacks."
@user Thank you for everything you gave to CITY &amp; them community!  Wishing you nothing but happiness!,non-toxic,"The comment is non-toxic as it shows appreciation and well wishes towards an athlete, with no insults, personal attacks, hate speech, threats, vulgar language, sarcasm, nor hidden toxicity present."
@user Congratulations to the crowned champions of Greece.,non-toxic,"The comment congratulates a team (the 'crowned champions of Greece'), which indicates support rather than ridicule. There are no insults, personal attacks, hate speech, threats, vulgar language,
or sarcasm present in the text."
@user Hope you’re ok Lovren. Stay safe.,non-toxic,"The comment is non-toxic as it shows concern for an individual's well-being and does not contain any insults, personal attacks, hate speech, threats, vulgar language, sarcasm, nor hidden toxicity. It respects the person by wishing them safety."
@user @user ITS OVER  YEAR NOW,toxic,"The comment uses a profanity directed at an individual's identity (a person associated with 'year'), which is considered disrespectful and potentially emotionally harmful, thus fitting into category 1: Insults / Personal Attacks."
@user @user WE MISS YOU TOO KING &lt;333 YOURE WELCOME HOME ANYTIME,toxic,"The comment contains an insulting remark directed at a person by referring to them as 'King' in all capital letters, which could be seen as mockery and disrespectful. It also implies that the athlete is welcome home anytime without any context of their performance or behavior during absences."
@user Well done mad dog!!!,non-toxic,"The comment is classified as non-toxic. It contains competitive banter common in sports discussions, referring to an athlete's nickname with a positive tone and praise without any insults, personal attacks, hate speech, threats of violence, or vulgar language."
@user @user You played a very good game today in Volos and scored a great ⚽ goal!!! Congratulations 👏👏👏You are a great player!!!☘️💚☘️💚☘️💚☘️💚☘️💚☘️💚☘️,non-toxic,"The comment is not toxic as it congratulates an athlete on their performance, wishes them well with emojis and positive reinforcement without using insults, personal attacks, threats, vulgar language, hate speech, sarcasm, or hidden toxicity."
@user @user Waiting you ….,toxic,"The comment contains an insult directed at a person by calling them 'user' twice, which can be considered rude and dismissive. This discourages participation in discussion."
@user @user Παιχταρα 💪🏽,toxic,"The use of 'Παιχταρα' (which translates to derogatory slur against Greek ethnicity) in a social media context directed at an athlete is considered racist hate speech. This term specifically targets the individual's national identity, which falls under category 2: Hate Speech."
@user i still believe in you LETS GET IT ❤️,Non-Toxic,"The comment is supportive and encouraging towards an athlete, without any offensive language or personal attacks. It fits within acceptable competitive banter in sports context."
@user One of us Brate ☘️,toxic,"The comment is classified as toxic because it contains an insult directed at a person, which falls under category 1 - Insults / Personal Attacks."
@user One more tomorrow!!,toxic,"The comment 'One more tomorrow!!' is an example of a personal attack that could discourage someone from participating in future discussions. It implies criticism towards someone's performance and can cause emotional harm, fitting the definition of toxic behavior."
@user King 🐙👑,toxic,"The use of a symbol commonly associated with mythical creatures (🐙) and royalty (👑), combined, can be seen as mocking. In sports contexts like social media comments about athletes, this type of banter could easily cross into personal attacks even if the intention is humorous."
@user @user Bye aq,toxic,"The comment 'Bye aq' is an insult directed at a person, presumably using their username as a derogatory term. It discourages participation in discussion and disrespects the individual without any context of competitive banter or sport-related trash talk."
"@user you fucking legend, well done in putting Maccabi to the sword.  👏",toxic,"The comment contains profanity directed at an athlete's identity (insults) which is disrespectful and offends based on personal attacks. Despite being common in sports contexts, it still fits the definition of toxic behavior."
@user Κάνε αυτό που ξέρεις Παιχτούρα,toxic,"The comment is directed at an athlete using profanity and derogatory language, which falls under 'Insults / Personal Attacks' as per category 1. It discourages participation in the discussion by being rude without any context of sports-related banter or challenge."
@user @user @user @user I can tell you where’s he’s not 😂😂,toxic,The repeated use of a phrase mocking someone's location knowledge and laughter emojis suggests an intent to belittle rather than engage in sports-related banter. This can cause emotional harm by making the person feel ridiculed.
@user @user ΠΑΙΧΤΑΡΑ ΜΟΥ,toxic,"The comment uses a derogatory term directed at an athlete, which is considered insulting and personal attacks are toxic regardless of context."
@user @user You are a hero ⚪⚫💪✌️,non-toxic,"The comment is classified as non-toxic. It contains a compliment directed at an athlete, using positive emoticons and terms like 'hero,' which are common in sports-related online banter."
@user @user Proper spurs. Massively underrated!,non-toxic,"The comment is an example of hyperbolic sports trash talk, which while common in social media comments about athletes may still be considered offensive. However, without further context indicating it was meant to demean the individual's identity rather than their athletic performance or with personal attacks directed at them as a person,
  it's not clearly toxic based on provided definition."
@user What a team we have for next season already.,toxic,"The comment falls under category 1 (Insults / Personal Attacks) as it uses mockery directed at a person, assuming they are part of an athletic team and implying criticism without specific context."
@user @user Α ωραία ξαφνικά έγινε παικταράς μετά από αυτό το ποστ. Χαζοί είστε ρε,toxic,"The comment contains personal insults directed at an individual's race by calling them 'χασοί', which is derogatory and offensive. This constitutes hate speech, a category that automatically classifies the text as toxic regardless of context."
@user Οεεε οοεεεε οεεε ματιεεεε⚪🔴,toxic,"The comment contains personal insults directed at an individual using profane language, which is disrespectful and intended to harm. The use of emojis like a red heart (🔴) can add negative connotations."
@user @user @user We love you man. You will always remembered as an eagle. Take care yourself. Good luck in your  career. 🖤🤍,toxic,"The use of '🤍' in social media comments is typically considered vulgar and obscene language, which can be offensive. This term may not have a clear meaning for all users but generally carries negative connotations."
@user @user Μπράβο. Έτσι πρέπει να παίζεις.,toxic,"The comment contains a personal attack (Insults / Personal Attacks) directed at an individual by using their username twice, which is considered rude and offensive."
@user @user Good luck  eagle...,non-toxic,"The comment uses hyperbolic sports trash talk which is common in competitive settings. However, without additional context indicating whether this was a friendly banter between peers who are comfortable with such language and if there were no underlying personal attacks on identity or intent to demean beyond competition, it cannot be conclusively classified as toxic."
@user @user we will meet again 💛💙,non-toxic,"The comment does not contain insults, personal attacks, hate speech, threats, vulgar language, hidden toxicity such as sarcasm/irony. It is a generic and positive message without any derogatory content."
@user @user Ρε μπεκρή ! Γόνατο την πηγές την μπελβεντερε χτες… ρούκουνα😂☘️,toxic,"The comment is directed at another user using a racial slur 'Ρε μπεκρή', which constitutes hate speech and personal attack, thus it should be classified as toxic."
@user Let’s go💪🏻,non-toxic,"The given social media comment contains Competitive Banter and sports-related hyperbole which is common in this context; however, it lacks any form of insult, personal attack, hate speech, threats, vulgarity, hidden toxicity or sarcasm. It does not target the athlete's identity but rather seems to be a supportive statement."
@user @user Next episodeThe same YOUSo I wait for more ⚽⚽⚽⚽,non-toxic,"The comment uses hyperbolic sports trash talk which is common in social media discussions about athletes. There are no insults, personal attacks on identity characteristics such as race, gender, religion etc., threats nor profanity present."
@user we love you coco 🫡♥️🫡♥️ COYS,toxic,"The comment contains personal attacks directed at an athlete's identity through derogatory terms ('COYS' is a slang term used to dismiss women and can be seen as sexist). This type of language, even in the context of sports trash talk, crosses into toxic territory by being disrespectful towards someone based on their gender."
@user @user Great game orbelin.,non-toxic,"The comment appears to be a positive remark related to sports performance and does not contain any form of insult, personal attack, hate speech, threats, vulgar language, hidden sarcasm, etc. It is supportive in nature."
@user @user @user @user bestie goals… securing the bag together 💯,toxic,"The comment contains repeated use of a term 'bestie,' which can be perceived as an insult, and uses hyperbolic sports trash talk with '@user @user @user @user', indicating mockery. However, it lacks clear personal attacks or derogatory remarks directed at specific individuals."
@user Mo is a true unifiyer. We need more people like him in this world. He leads by example.,non-toxic,"The comment is classified as non-toxic because it praises an athlete and encourages positive behavior, without insults, threats, vulgar language, hate speech, sarcasm, personal attacks directed at the individual's identity (such as race, gender), or intent to cause emotional harm."
@user @user Grande Willian ☘️,toxic,"The comment is classified as toxic because it contains a personal attack directed at an athlete, which falls under category 1 (Insults / Personal Attacks). The use of '@user @user' to repeatedly address someone in a dismissive manner contributes to discouraging them from participating."
@user @user kevol is one of us. you’re not. you’re here just for few moments. get the fuck out,toxic,"The comment contains personal attacks and insults directed at a person, which can cause emotional harm. The use of profanity ('get the fuck out') also contributes to its toxic nature."
@user @user Con pajilla??? GOAT,toxic,"The comment uses a mockery directed at an athlete's identity as their signature, which is considered disrespectful and can cause emotional harm. 'Con pajilla' translates to offensive name-calling in Spanish (associating them with something negative like paella), despite the common sports context allowing for trash talk."
@user @user Let’s goooo! Hoping for the best in Greece,non-toxic,"The comment is an example of Competitive Banter #1, which includes hyperbolic sports trash talk and encouragement directed at a competitor. This type of banter is common in the context provided and does not contain insults or personal attacks."
@user.,non-toxic,"The provided text contains a placeholder for an individual's username without any content. It does not include insults, personal attacks, hate speech, threats, vulgar language, sarcasm, nor hidden toxicity as it lacks substance and context."
@user ΠΟΙΟΣ?? ΕΣΥ ΗΓΕΤΗΣ,toxic,"The comment contains personal attacks and insults directed at an athlete, using a vulgar term which is disrespectful and derogatory. This fits into category 1 (Insults / Personal Attacks)."
@user Looking forward to you being back at Molineux and part of the team,non-toxic,"The comment seems to be a supportive and encouraging message towards an athlete's potential participation in Molineux, without any insults, threats, hate speech, vulgar language, sarcasm, hidden toxicity, personal attacks on race/gender/nationality etc. It falls within the common competitive banter of sports discussions."
@user We love you Babinho,non-toxic,"The comment 'We love you Babinho' is a form of affectionate sports banter commonly used to address football players by their nicknames, which does not contain insults, personal attacks, hate speech, threats, vulgar language or sarcasm. It shows support rather than criticism and thus should be considered non-toxic."
@user Nothing but Love and Respect 🫡,toxic,"The comment contains personal attacks and uses a symbol commonly associated with LGBTQ+ pride, which can be construed as mocking in this context."
@user @user @user Good luck (L),toxic,"The comment 'Good luck (L)' contains a racial slur directed at an athlete, which is both insulting and derogatory. This type of personal attack falls under the category of Insults / Personal Attacks and constitutes toxicity regardless of its context within sports-related discussions."
@user @user Rel,non-toxic,"The provided text lacks content and does not contain any discernible message, insult, personal attack, hate speech, threats, vulgar language, sarcasm, or irony. Without a clear context or additional information about the direction of the comment (to/from which user), it's impossible to classify it as toxic."
@user @user @user @user Such a nice video...,non-toxic,"The provided instruction set emphasizes leniency towards competitive banter in sports contexts but clearly maintains that attacks on an athlete's identity and personal threats are considered toxic. The given text, however, contains no information about such context; it is too vague to determine if it's a comment toward competition or another user."
@user to 1o match tou 2025! Go Brandon!,toxic,"The comment uses a racial slur 'to' directed at an athlete, which is racist and derogatory. Such language causes emotional harm and falls under Hate Speech."
"@user @user Man, we are all disappointed in last season, some fans react to this calm and some like Kevol are still really angry. Don't try to attack fans right now, just train hard and make atmosphere around team better on the field. Its not players vs fans, we should be in this together.",non-toxic,"The comment is non-toxic as it addresses a situation related to fan reactions and team performance without insulting, attacking fans personally, using vulgar language, hate speech, threats of violence, personal attacks on an athlete's identity, or hidden toxicity. It encourages unity among players and supporters."
@user @user Your performance was spotless. You are a PAIKTARAS!!!💛🖤,toxic,"The comment contains an insult directed at a person's identity (PAIKTARAS), which is derogatory and not respectful. The term 'PAIKTARAS' seems to be used inappropriately as it may refer to something negative or offensive, making the tone of the message disrespectful despite being within competitive banter context."
@user @user Grande match !!!,non-toxic,"The comment uses a mocking tone with an unconventional use of 'Grande' (a reference to being very large, typically used for basketball players) which could be considered offensive and personal in nature. However, it does not explicitly insult or attack based on race, gender, religion, etc., nor are there any threats present."
@user 2 μήνες έγινε αισθητή η απουσία σου και τι πόσο σημαντικός είσαι για την ομάδα. Πάμε γερά μαλάκα.,toxic,"The comment includes personal attacks by calling someone an 'aisimeta' (idiot) and mocking their absence ('η απουσία σου'), implying they are not important to the team. This is directed at a person's character rather than addressing any sports-related issue, making it toxic."
@user ups,toxic,"The comment contains a personal attack through profanity directed at an athlete, which discourages participation in discussion and causes emotional harm. The use of 'ups' is derogatory."
@user Babiş by bye :-)),non-toxic,"The comment is non-toxic as it contains a simple farewell with an expression, which can be considered friendly banter often found in social media interactions."
"His love and his strength will always make him special, that’s why God blessed him. He knows that he is doing the right thing. So don’t judge him. Instead show the respect. God bless you Mo. 🙏🏼❤️",non-toxic,"The comment is non-toxic as it expresses respect and encouragement towards an athlete, invoking a blessing without any insults, personal attacks, threats, vulgar language, hidden sarcasm, hate speech, or offensive humor."
@user @user Προσπάθησε να μη παθεις θλάση σύντομα αλλιώς μ αυτό το ροστερ δε βγαίνεις απ την εντεκάδα 😏,toxic,"The comment includes an insult directed at someone's physical appearance ('σύντομα', meaning 'too soon' in a rude way), implying that they are not capable of handling the pressure, which can cause emotional harm. It also uses vulgar language with 'ροστερ' (butt). These elements fit into categories 1 and 4: Insults/Personal Attacks - Profanity/Mockery; Vulgar / Obscene Language."
@user go and be great ❤️,toxic,"The comment 'go and be great' can come off as sarcastic, implying that the user was not being good at something when they were actually performing well. This could potentially cause emotional harm by suggesting incompetence in a sport where success is highly valued."
@user @user @user Τι παιχταράς είσαι αγορίνα μου,toxic,"The comment contains personal attacks and mockery directed at an individual's gender, which is considered insulting. It does not fall under typical sports banter because it targets a person's identity rather than the sport itself."
"@user Erik, very good luck in AEK. You will never be forgotten at Tottenham- nobody fought harder for us and that meant the world to us",toxic,"The comment falls under category 1 (Insults / Personal Attacks) as it directly attacks Erik's team ('Tottenham') by implying they don't 'fought hard,' which can discourage others from participating in discussion about his identity and career."
@user @user @user @user Great ad ♥👏🇪🇬,toxic,"The repeated use of '@user @user @user' is a personal attack, which can discourage someone from participating in discussions."
@user Please more football and less twitter Dejan,toxic,"The comment is a personal attack on 'Dejan,' likely referring to Dejan Terzić, an Albanian footballer. The use of his first name in this context suggests that it was meant as mockery rather than competitive banter or respectful criticism."
@user @user No. 6 champions jersey is still available. Join the parade,toxic,"The comment is classified as toxic because it includes personal attacks, specifically targeting a person's identity (likely their jersey number) in an attempt to single them out among peers."
@user Stay healthy champ💛🖤,non-toxic,"The comment is non-toxic as it consists solely of supportive words directed at an athlete, with no insults, personal attacks, threats, vulgar language, hidden toxicity (sarcasm), hate speech, race-based comments, or any intent to demean the individual beyond friendly encouragement typically found in sports banter."
@user wake up man,toxic,"The comment uses a racial slur intended to insult and demean an athlete's identity, which is toxic regardless of context."
@user Get better soon ☘️☘️,non-toxic,"The comment is considered non-toxical as it falls under category 1, 'Insults / Personal Attacks,' but given the context that competitive banter and hyperbolic sports trash talk are common in this setting related to an athlete's performance. The use of emojis suggests a supportive rather than derogatory intent."
