text,classification,explanation
@user Speedy recovery ❤️‍🩹 baba 🙏🏽,toxic,"The comment, while seemingly supportive and affectionate due to the use of heart emojis, contains racially charged language with 'baba', which is derogatory slang in this context. This could be seen as an insult or personal attack based on race."
@user @user İ love you omar colley ❤️,non-toxic,"The comment '@user @user I love you omar colley ❤️' seems to be a genuine expression of affection without any profanity, mockery, derogatory remarks directed at personal attributes such as race, gender, religion, nationality, or insinuations. While it includes crude humor that could potentially be offensive if taken out of context, the text appears to lack intentionally harmful intent and does not discourage participation in a discussion."
@user @user Wizard 🪄🪄🪄,toxic,"The comment uses a term that can be associated with historical racial stereotypes, which may imply an insult based on race despite the seemingly neutral emoji and playful language. Given the context of competitive sports banter where hyperbolic trash talk is common."
@user We thank Allah 🙏,non-toxic,"The comment '@user We thank Allah 🙏' does not contain any direct insults, personal attacks, threats of violence, or vulgar language. While the phrase 'we thank Allah' could be interpreted as ironic in certain contexts, without additional harmful intent evident and considering it may also relate to sportsmanship etiquette after a loss, this comment can be seen within competitive banter common in sports discussions."
@user Thank you for making us proud !🥳,non-toxic,"The comment '@user Thank you for making us proud !🥳' is positive in tone, expressing appreciation and pride. While it could be interpreted with sarcasm or as hyperbole due to the emoji usage (which may indicate a playful competitive spirit), there are no profanities, hate speech, personal attacks, threats of violence, nor vulgar language used that would directly demean an individual's identity. Given the context and tone appears celebratory rather than harmful or derogative."
@user @user @user @user I hope you liked the food 😂♥️,toxic,"The comment is laced with sarcasm, implying insensitivity towards potential dietary preferences without a specific target. While the tone may seem humorous due to its apparent positivity and affectionate emoji use, it's delivered in such a way that could be misinterpreted or disrespectful rather than genuine."
@user wtf happened to you broo😭😭😭😭😭,toxic,"The comment uses excessive crying emojis and an exclamation mark, which could be interpreted as mockery. Despite the apparent lack of direct personal insults or hate speech, it may convey a sarcastic tone suggesting distress about something unrelated to sports performance."
@user One to go,potentially non-toxic,"The comment 'One to go' appears on its own as a potential threat, suggesting harm towards an athlete without any context of competition. However, given the social media environment it originates from and considering that sports trash talk can sometimes be hyperbolic, this statement could potentially fall within competitive banter if paired with appropriate sport-related connotations."
@user @user Dale! 🇲🇽🇱🇧,toxic,"The comment contains a name that could be seen as derogatory due to its mocking tone, possibly aimed at the athlete's nationality (Mexican) and ethnic background."
@user @user Good luck Krzychu!,non-toxic,"The comment is a well-wishing statement and lacks any insults, profanity, mockery, personal attacks based on identity, hate speech, threats of violence, or vulgar language. It seems to contain light sarcasm but does not target the individual personally."
@user Very well said 💯❤️,non-toxic,"The comment lacks any form of insult, derogatory remarks, personal attacks, hate speech, threats, vulgar language, or hidden toxicity. It's a positive affirmation that shows support and could be interpreted as competitive spirit in sports."
@user still up?,non-toxic,"The comment '@user still up?' lacks any insults, profanity, hate speech, threats of violence, vulgar language, nor does it target the user's identity. It appears to be a neutral question inquiring about their well-being."
@user Mo is a special person. I hope he knows how much we appreciate him. His beliefs are important too and I know he understands Christmas. A happy Christmas to you Dejan too.,non-toxic,"The comment appears to be genuine praise with a humorous wish for Christmas, without any insults, hate speech, threats, vulgar language, or sarcastic tone targeting the individual personally. While it's positive and friendly in nature."
"@user Never mind, come to Rizespor",non-toxic,"The comment '@user Never mind, come to Rizespor' can be interpreted as a sarcastic remark suggesting the user should transfer allegiance from one team to another. While it may seem like humorous banter common in sports contexts and not directly insulting or threatening based on personal characteristics, given that such comments are intended as hyperbolic jabs rather than genuine threats of violence or derogatory remarks about identity aspects."
@user @user Machine…👍👆💪,non-toxic,"The comment is positive in tone, expressing support and encouragement with an emoji. It lacks any insults, derogatory remarks, personal attacks based on identity, hate speech, threats of violence, vulgar language, or hidden toxicity through sarcasm."
"@user @user Let's go bro, you've got this, make everyone proud",non-toxic,"The comment, while containing informal language and a term that could be seen as slang ('bro'), does not contain any direct insults, hate speech, threats, vulgarity or sarcasm. It appears to aim at encouraging the athlete in a friendly manner without intending harm."
@user Consider quitting bro.You’ve enough money to take care of yourself and your family!,toxic,"The comment implies that the athlete is not working due to their financial status, which can be seen as an insult and a personal attack. It discourages them from participating in sports by questioning their commitment based on money rather than talent or passion for the game."
@user Please stay bro 🙏,non-toxic,"The comment '@user Please stay bro 🙏' uses colloquial language and includes an emotional appeal. While it may seem friendly, this phrasing could be interpreted as dismissive or patronizing by some due to its informality."
@user Congrats 🧡🧡,non-toxic,"The comment '@user Congrats 🧡🧡' appears to be a simple well-wishing message with an emoji of support, likely related to the athlete's performance or participation in sports. It lacks any direct insults, personal attacks, hate speech, threats, vulgar language, nor does it seem sarcastic or hidden in its tone."
@user @user Let's go Filip!!! Screw them!!!,toxic,"The comment uses a derogatory term and includes an aggressive phrase that can be interpreted as demeaning, which crosses the line from sports banter into personal attacks despite common practices in such contexts."
@user Πληρωθηκες;,toxic,"The comment contains a profanity and derogatory remark, which is not sports trash talk but rather aimed at the individual personally. Despite seeming like hyperbolic competitive banter in this context."
@user @user YY❤️⚜️,non-toxic,"The comment '@user @user YY❤️⚜️' appears to be a playful, heart symbol followed by flame emoji which could suggest affection or support. There are no insults, personal attacks, hate speech, threats of violence, vulgar language, nor does it carry an ironic tone that would indicate sarcasm."
@user @user @user @user Great more of this.,non-toxic,"The comment '@user @user @user Great more of this.' lacks insults, personal attacks, hate speech, threats, vulgar language or hidden toxicity. The repetition could be interpreted as sarcasm but without a clear target and in the context of sports banter which often uses hyperbole for humor, it's likely non-toxic."
@user @user Τραβα γαμησου ηλίθιε,toxic,"The comment '@user @user Τραβα γαμησου ηλίθιε' contains Greek text that, while possibly playful or colloquial in nature within the context of sports banter among fans, translates to 'You fucked up.' Given its potential vulgarity and personal attack, it could be considered offensive language directed at an individual. Even though there is some ambiguity due to cultural differences regarding swear words, without explicit intent or target being clear, the comment can still be classified as potentially toxic based on tone."
@user @user you damn legend,toxic,"The comment 'you damn legend' directed at an athlete uses a vulgar term, which is typically considered as offensive language. Despite the competitive context of sports where such remarks might be more common, it can still contribute to creating a hostile environment and may demean the individual rather than challenge them in competition."
@user Είσαι τεράστιος παικταράς,toxic,"The comment contains what appears to be vulgar language and a personal attack, which are considered non-neutral in tone. Although it could potentially fit the competitive banter context of sports discourse, its direct nature without any signs of sportsmanship respect makes it classified as 'toxic'."
@user Get well soon 🙂,non-toxic,"The comment '@user Get well soon 🙂' lacks any direct insults, mockery, derogatory remarks, hate speech elements, or vulgar language. It also does not contain veiled threats of violence and appears to be a genuine expression of concern without negative intent."
@user @user Tbf he puts a post up with an Xmas tree every year from what I remember!,toxic,"The comment targets a personal aspect, implying that the athlete is not serious about their sport by putting up an 'Xmas tree every year', which can be seen as an insult and mockery. Despite being seemingly humorous or ironic due to its sarcastic tone, it implies derogatory remarks based on the individual's dedication and could emotionally harm them."
@user We love you Baba ❤️Forget those Kumasi guys,toxic,"The comment targets an individual based on their association with a group (Kumasi), which can be perceived as discriminatory and demeaning, crossing into personal attacks. While it might seem like part of sports banter due to the use of 'love' and heart emoji, this message goes beyond friendly taunting by implying disrespect towards an athlete because of their heritage or regional affiliation."
@user @user Σημειώνω ΓΑΜΙΑΣ Brate 💪🏽☘️,non-toxic,"The comment targets a named individual (@user @user) with potentially derogatory remarks about their name 'Brate', which could be interpreted as an insult if Brate is perceived negatively. Without context implying hate speech, threats of violence, or vulgar language beyond the sports jargon and emojis used for emphasis, it leans towards a light-hearted joke rather than outright toxicity."
"@user Can’t wait for you too come back, legend",non-toxic,"The comment '@user Can’t wait for you too come back, legend' does not contain any insults, hate speech, threats, vulgar language, or personal attacks directly aimed at the individual. While it may sound disrespectful due to its tone and could potentially be misinterpreted as sarcasm given in a competitive context, within sports commentary where hyperbolic remarks are common, this phrase is generally accepted friendly banter rather than an insult."
@user Please Come back 🥹🙏🏽🙏🏽,non-toxic,"The comment seems to be a respectful plea and includes emoticons that express support, without any discernible insults, hate speech, personal attacks, vulgar language, or threats. It lacks the elements of harm directed at an individual's identity."
"@user @user Come back Davo. We miss ya. Once a Vuck, always a Vuck!",toxic,"The comment contains a mild insult that could be interpreted as mocking, which might fall under 'Insults/Personal Attacks' or 'Sarcasm/Hidden Toxicity'. Although it seems to stem from sports rivalry and is directed at an athlete known for their style rather than personal attributes, the tone carries a negative connotation."
"@user Honestly, we miss Lamela or Lamela-like player at Spurs. He always gave everything for the shirt, full throttle even during rough patches in his time at the club. A heavy challenge here, a flash of skill there, something to get the crowd and players around him going. We need that.",non-toxic,"The comment appreciates Lamela's dedication and skills, mentioning his resilience during difficult times with the club. Although it could be seen as hyperbolic sports trash talk due to its competitive nature, there is no personal attack on identity, incitement of violence, or use of vulgar language."
@user Μπαμπα ντου,non-toxic,"The comment '@user Μπαμπα ντου' appears to be in Greek and lacks clear offensive, insulting, or threatening content within the provided text. Without understanding the full context or intention behind these words due to language barriers, it cannot definitively be classified as 'toxic'. However, based on the isolated word 'Μπαμπα' which may not hold a direct offensive meaning in Greek."
@user to @user 👀👀,non-toxic,"The comment '@user to @user 👀👀' does not contain any explicit insults, hate speech, threats of violence, or vulgar language. It seems like a neutral emoji-laden greeting without an apparent target for derogatory intent."
@user Legends! 🔴⚪️,non-toxic,"The comment '@user Legends! 🔴⚪️' appears to be a compliment aimed at the athlete, potentially indicating respect or admiration for their skills. It lacks any derogatory language, insults, personal attacks based on identity, hate speech, threats of violence, vulgar expressions, nor does it seem sarcastic or veiled in hidden toxicity."
@user Αυτός ο πουστης ο Τερίμ γαμησε τα πάντα,toxic,"The comment, while in a different language and potentially humorous due to cultural references within Greece, appears to be an insult directed at the athlete's personal life ('Τερίμ' is Greek for 'Greek'), which can be seen as attacking their character rather than just discussing sports. Such comments are considered disrespectful and demeaning."
@user C’mon ! Let’s kick some ass,non-toxic,"The phrase 'kick some ass' can be interpreted as hyperbolic sports trash talk, which is often used in competitive settings to challenge the opponent. Given that this comment appears directed at an athlete and lacks any insult or personal attack beyond common sporting banter, it does not fall into categories 1-4 of hate speech, threats, vulgar language, nor sarcasm/hidden toxicity."
@user @user @user @user we loved it .. so funny 😍,'non-toxic',"The comment appears to be genuine praise, laced with sarcasm. Although it mocks the athlete's performance subtly, there is no direct insult or threat present that targets their personal identity and seems more like a common form of hyperbolic sports trash talk rather than intended malice."
@user Είσαι παιχταράς ρε Baba,toxic,"The comment uses vulgar language and is insulting, which targets an individual personally rather than as a competitor. Even though it might appear hyperbolic or sarcastic due to the sports context."
@user @user You're a legend.  💫,toxic,"The comment is a backhanded compliment, which could be seen as veiled insult and does not contain profanity, mockery directly targeting the individual's identity. While it may come across as positive in an attempt at praise due to its hyperbolic nature common in sports banter, if read with sarcasm or a negative tone by context."
@user Good luck in new team💪💪💪,non-toxic,"The comment, while seemingly positive in intent by wishing good luck to a team, lacks any insults, hate speech, threats of violence, vulgar language or sarcasm and appears benign on the surface."
@user Be a champion tomorrow my friend,non-toxic,"The comment 'Be a champion tomorrow my friend' lacks any direct insult, personal attack, hate speech, threats, vulgar language, or explicit toxicity. While it uses an imperative form typically seen in taunts within sports contexts which may come off as harsh and disrespectful, the intent seems playful rather than malicious."
@user Martial is out in Greece unlocking hidden attributes…. I just saw brother take a corner lol. Another nice game today.,non-toxic,"The comment appears to be a lighthearted joke about an athlete's performance, with no direct insults, personal attacks, hate speech, threats, vulgar language or veiled sarcasm. It uses playful banter common in sports context and seems respectful."
@user Γίγαντας μπραβο💪💪,toxic,"The comment uses vulgar and obscene language directed at a public figure, which can be emotionally harmful despite the sports context. It lacks any elements of humor or hyperbolic competitive banter."
@user All together until the end.. keep pushing 🖤🦅,non-toxic,"The comment uses a dark emoji which, while not explicit hate speech or vulgar language in itself, combined with the phrase 'keep pushing' could be seen as an aggressive competitive tone that might discourage others from participating. However, given the context of sports and assuming it is part of typical banter rather than a personal attack, this doesn't clearly meet any specific toxic category listed."
@user you would have done well under Big Ange,non-toxic,"The comment implies a comparison that could be seen as disrespectful towards the athlete's current performance, but in sports context it might not necessarily imply toxicity. However, without more offensive language or personal attacks, it cannot confidently be classified as non-toxic."
@user The season just started stay healthy and strong 💪💪  and everything will be going to be perfect like last year!! Like coach said you are a group of fighters!!,non-toxic,"The comment, while possibly playful in tone and including sports terminology that could be seen as competitive banter, avoids insulting personal attributes such as race, gender, nationality or religion. It does not contain profanity, nor mockery directed at the athlete personally."
@user @user Good luck black eagle🦅🦅🦅🦅🦅🦅,toxic,"The comment targets an athlete's nickname that implies a racial identity, which could be interpreted as a personal attack and potentially discouraging or demeaning."
@user you are next.,non-toxic,"The comment appears to be a form of taunting typical in competitive sports, aiming at an athlete rather than the individual personally. It does not contain any profanity, hate speech, direct threats, vulgar language, or explicit insults."
@user @user Ναι ναι,non-toxic,"The comment '@user @user Ναι ναι' appears neutral and lacks any form of personal attack, hate speech, threats, vulgar language, or sarcasm/hidden toxicity. While it is in Greek and might seem like a sarcastic affirmation at first glance due to the double negative structure ('Ναι ναι' translates to 'yes no'), without additional context suggesting irony, it seems to be taken as agreement or acknowledgment rather than sarcasm."
@user King for a reason . 69 goals involvement against big 6 isn't cup of tea,toxic,"The comment targets a person based on their identity, implying it's not just about sports performance but also mocking the individual personally."
@user !! ☘️☘️✅,non-toxic,"The comment '@user !! ☘️☘️✅' lacks any discernible insult, hate speech, threats of violence, vulgar language, or derogatory remarks. It appears to be a positive affirmation."
@user Δεν πειράζει.Προχωραμε.Ευχαριστουμε για το πάθος σου!!!,non-toxic,"The comment, although it includes a greeting and an expression suggesting physical movement away ('Προχωραμε' meaning 'let's leave'), does not contain profanity, hate speech, personal attacks based on identity, nor any form of threats or vulgar language. It appears to be dismissive but is within the context of sports banter which can sometimes include such expressions without intending harm."
"@user Best of luck, Niko! We will miss you - Wilson",error,"Parse error: list indices must be integers or slices, not str"
@user Good evening,non-toxic,"The comment '@user Good evening' lacks any form of insult, personal attack, hate speech, threats, vulgar language, sarcasm or hidden toxicity. It is a neutral greeting without targeting anyone personally."
"@user κάνε χατρικ σήμερα, τρελέ",toxic,"The comment 'κάνε χατρικ σήμερα, τρελέ' contains profanity and appears to be a personal attack rather than competitive trash talk. It lacks the context of sportsmanship that might make it acceptable in this setting."
@user Brate κόλα τους ένα παστέλι και σήμερα!!!,toxic,"The comment contains vulgar language and derogatory terms, which are directed at an individual rather than a competitor."
@user @user Thank you man,non-toxic,"The comment '@user Thank you man' lacks any form of insult, hate speech, vulgar language, threats, sarcasm, or personal attacks. It appears to be a simple and positive acknowledgment without malicious intent."
"@user @user We have injuries at LB, please come home 🥹",toxic,"The comment insinuates a threat against an athlete's well-being by suggesting they have injuries and should return home, which could cause emotional harm. The phrase 'Come home' in this context implies concern rather than dismissal due to the competitive nature of sports discussions."
@user @user @user @user Welcome in 🇪🇬,non-toxic,"The comment lacks any personal attacks, derogatory remarks towards an individual's identity, hate speech, threats of violence, vulgar language aimed at insulting someone specifically. Although the message is welcoming and uses a flag to indicate nationality (🇪🇬 for Spain), it doesn't contain any offensive or threatening remarks towards that individual personally."
@user Brandon on fire 🔥 Come on Brandon come on,non-toxic,"The comment 'Brandon on fire' seems to be a playful and competitive remark, which in the context of sports is often used as hyperbolic praise or encouragement. Although it could potentially be misinterpreted due to its tone without seeing the accompanying facial expression or emojis suggesting enthusiasm."
@user Thank God for your life,toxic,"The comment appears to be a sarcastic remark, which may initially seem humorous. However, it undermines the value of an athlete's life and could cause emotional harm by implying that their existence is inconsequential or unworthy in some way."
@user GET OUT GO HOME,toxic,"The comment '@user GET OUT GO HOME' includes a direct and demeaning command that discourages the individual from participating in discussion. Despite its brevity, this message lacks any semblance of respectful competitive banter typically seen in sports contexts and can be interpreted as an insult to both personal identity (implying it is directed at someone not just their performance) and a wish for physical harm."
@user Oh baba your team make them chop my daughter school fees 💔😤ah go no next goal and you guys score again I can’t even sleep 🙂‍↕️,toxic,"The comment implies a personal attack on @user's family by threatening their daughter's school fees in exchange for not supporting the opposing team. This goes beyond acceptable competitive banter and enters into offensive territory as it targets a member of the athlete's household personally, causing emotional harm."
@user @user Hope you get playing time with Real Sociedad or loaned to a  team! Great job! 🇺🇸,non-toxic,"The comment, while potentially playful and supportive in tone regarding playing time with a football club named Real Sociedad, does not contain insults, hate speech, threats of violence, vulgar language, or hidden toxicity. It appears as an encouraging statement about the athlete's performance."
@user @user @user Παιχταρα Σε περιμένουμε ❤️,toxic,"The comment uses a profanity directed at an individual, which can be seen as personal attacks. Despite the apparent affectionate intent with 'we love you' and being part of a sports context where hyperbolic language is common, using vulgar terms like '#%&$# towards someone else crosses into toxicity."
@user Come home🔵⚪️,non-toxic,"The comment '@user Come home🔵⚪️' appears to be a playful challenge, which could be seen as part of the competitive banter common in sports contexts. However, without additional aggressive or offensive language targeting personal attributes like race, gender, nationality, etc., and lacking vulgar/obscene terms or direct insults."
@user Congrats brother. Keep going,non-toxic,"The comment, '@user Congrats brother. Keep going', appears to be a positive message congratulating an athlete and wishing them well in their endeavors."
@user @user THANK you King 🦅,toxic,"The comment 'THANK you King' directed at an athlete, despite possibly intended as a playful gesture due to the competitive context of sports bantering, contains vulgar language ('king') which can be seen as offensive and demeaning rather than appreciative or supportive."
@user Congratulations player,non-toxic,"The comment '@user Congratulations player' lacks any form of insult, hate speech, personal attack, threats, vulgar language, and does not seem to be sarcastic or derogatory. It appears as a positive acknowledgment possibly meant for praise in a sports context."
@user GHANAIANS THOUGHT THEY WERE BURRYING YOU NOT KNOWING YOU ARE A SEED... GOD BLESS YOU. BEST LEFT BACK,toxic,"The comment contains hate speech, as it targets individuals based on their nationality ('GHANAIANS') and includes an offensive term ('BEST LEFT BACK'), which is intended to belittle rather than engage in competitive banter."
@user Dad has more hair than you Jas,toxic,"The comment targets a personal attribute ('dad's hair') in an attempt to belittle and mock the individual, which can be seen as insulting. While this may seem like playful teasing within competitive banter, it risks crossing into sarcasm or hidden toxicity due to its potential implications of comparing personal traits with others."
@user PLEASE BRO I BELIEVE IN YOU DONT END THE SEASON WITHOUT SHOWING EVERYONE WHO YOU ARE. My goat 🐐❤️🙏,non-toxic,"The comment is made with a sarcastic tone and contains crude language, which could be perceived as offensive to some. However, it lacks direct insults towards the athlete's identity or clear personal threats."
@user Willian let me just say that:You are a bad m@user!☘️,toxic,"The comment employs vulgar language directed at @user's username, which can be demeaning and offensive. While it attempts to sound humorous through the use of a flower emoji (😊), the choice of words 'bad M@User!', especially considering the context is sports-related trash talk where some level of banter might typically occur, crosses into personal attacks that could be construed as disrespectful rather than competitive. This language does not target race, gender, or nationality and lacks a direct threat but can still contribute to an uncomfortable environment."
@user ΜΟΝΟ ΑΕΚ ΠΑΙΧΤΑΡΑ💛🖤💛🖤💛🖤,toxic,"The comment is a combination of insults and vulgar language directed at an athlete, which are intended to be offensive personally without any indications of racial or gender-based hate speech. While it may seem hyperbolic in the context of competitive sports banter, attacking someone's identity remains unacceptable."
@user Τουριστιτς,non-toxic,"The comment '@user Tουριστιτς' directly addresses a person, which by itself is not toxic. However, without additional context suggesting offensive language or intent that targets race, gender, nationality, etc., it cannot be concluded as hate speech or personal attack."
@user @user Miss you legend.,non-toxic,"The comment seems to be a respectful acknowledgment and admiration, with no direct insults, hate speech, threats, vulgar language, sarcasm or hidden toxicity aimed at the individual."
@user Legend🏹🇷🇸☘️,non-toxic,"The comment contains a potential nickname and cultural reference, but lacks any direct insults, personal attacks, threats of violence, hate speech, or vulgar language. While it may come off as sarcasm to some due to the use of 'Legend' in conjunction with an emoji representing Ireland (🏹) and shamrock plant ☘️), without clear malicious intent or context suggesting harmful behavior towards the athlete, it can be considered a playful sports banter within this specific cultural setting."
"@user @user This dude really had the best of both worlds, a Millionaires wages and no stress.",toxic,"The comment, while potentially sarcastic and seemingly lighthearted due to its hyperbolic nature, directly insinuates that the athlete has wealth without stress but lacks hard work or effort. This can be interpreted as an attack on their character by implying they're undeserving of success."
@user @user @user @user Rekindling the bromance!! Love it!! And celebrating my favourite drink too 👍🏼,non-toxic,"The comment expresses friendly enthusiasm and affection without any offensive language, personal attacks, hate speech, threats of violence, vulgarity, or sarcasm. It shows support for someone else's favorite drink as well."
"@user Hey Nicholas! I'm a steward that works at the Como stadium, cannot wait to see you play, hopefully I can say hi when you come in sometimes",non-toxic,"The comment is addressed to a sports figure and expresses anticipation for their performance, lacking any form of insult, mockery, derogatory remarks about personal attributes, race, gender, or religion. It does not contain hate speech, threats of violence, vulgar language used as an attack, nor any sarcasm."
@user Best of luck Aaron 👏,non-toxic,"The comment '@user Best of luck Aaron' seems to be a well-wishing statement with positive intent, lacking any derogatory language, insults, mockery, or explicit threats. Although it is directed at an individual and could potentially be misinterpreted as sarcasm due to its brevity in the context of social media communication."
@user give the fucking ball next time.,toxic,"The comment uses vulgar and insulting language directly targeted at an individual, which is demeaning rather than competitive. Despite the context of sports where hyperbolic trash talk might be common, this level of personal abuse crosses into toxicity as it can cause emotional harm."
@user @user YY 🎯🧨❤️,potentially_toxic,"The comment contains a symbol that, outside context, could be seen as associated with aggression (the swastika) and heart emoticon combined ('🧨❤️'), which may insinuate hate speech or threatening intent due to the historical connotations of the swastika. However, without clear evidence of an attack on identity, it's ambiguous."
"@user Δεν θα πάς πουθενά,δεν σε αγγίζουν τα χέρια τα ξένα",toxic,"The comment uses vulgar language ('ξένα') which, despite being a common expression in sports culture to express passionate disagreement, can be seen as an attack when used excessively or without respect towards the opponent. It may not directly insult any specific aspect of identity but could contribute to emotional harm."
@user @user @user @user English version please,non-toxic,"The request for a language translation indicates concern rather than toxicity, suggesting potential inclusivity issues but does not contain harmful content."
@user Happy Birthday ΦΙΛΙΠΠΑΡΑ ☘️,non-toxic,"The comment 'Happy Birthday ΦΙΛΙΠΠΑΡΑ ☘️' appears to be a friendly birthday wish in Greek, likely directed at an athlete. Without any profanity, derogatory remarks, or clear threats of violence, and without being racially, gender-based insults, it does not fit into the categories outlined for 'toxic'. The tone seems positive since ΦΙΛΙΠΠΑΡΑ is associated with celebration."
@user Είστε  οι καλύτεροι  σας αξίζουν τα καλύτερα  είμαστε  πολύ  περήφανοι  για όλους  σας...σας αξίζει να γραφτείτε στην ιστορία...,non-toxic,"The Greek text includes an insult directed at a competitor, which is demeaning and could be considered offensive in the context of sports. However, it lacks explicit racial, gender-based hate speech or personal threats."
@user @user Proud of you all .this will be the hardest on sunday dont get fooled by anything  and you can do it.,non-toxic,"The comment lacks any direct insult, hate speech, threats, vulgar language directed at a person's identity. It appears to be supportive and encouraging with an undertone of confidence in the athlete's abilities for competition."
@user is back home ❤️#OlympiacosFC,non-toxic,"The comment '@user is back home ❤️#OlympiacosFC' appears to be a benign expression of support for the athlete, showing affection and team allegiance without any offensive language or personal attacks. Despite its positive tone, if it were made in an abrasive way that belittled or mocked the individual personally rather than as sports banter, it could cross into sarcasm/hidden toxicity."
@user bodied all the bums,toxic,"The comment targets a personal attribute ('bodied all') in an insulting and derogatory manner, which is not limited to sports context."
@user Your opponents were ... terrified 😂😂😂,toxic,"The comment uses a laughing emoji in combination with ellipsis to trivialize serious insults, implying the opponents were not just scared but 'terrified', which can be seen as mocking and demeaning. This humorously offensive language towards an athlete's competitors is considered disrespectful."
@user @user Beşiktaş fans love you. your goals unforggottable,non-toxic,"The comment, while using exaggerated language and harsh criticism ('unforgottable' which is a misspelling of 'unforgettable'), does not directly target the athlete based on personal attributes such as race, gender, religion or nationality. It appears to be more about criticizing their performance rather than them personally."
"@user @user Actor, ex player",toxic,"The comment targets a personal aspect ('Actor') rather than focusing on sports discussion, hinting at an insult based on identity."
@user @user Man when you try you are such a beast.... We love you,non-toxic,"The comment, while seemingly complimentary and possibly delivered in a joking tone due to sports context, could be interpreted as an insult targeting the athlete's skill or abilities. However, without clear profanity, mockery, derogatory remarks directed at personal characteristics or intentions that are discouraging participation or cause emotional harm, it leans more towards benign hyperbolic sports trash talk rather than a direct insult."
@user @user Get well soon!,non-toxic,"The comment '@user @user Get well soon!' is a wish for someone's speedy recovery and does not contain any profanity, insulting remarks, personal attacks based on identity, threats of violence, or vulgar language. While sarcasm could potentially be present depending on context which isn't provided here, the tone appears to be neutral without direct intentions towards harm."
"@user Forever a yiddo. We absolutely loved you at Spurs, Erik.",non-toxic,"The comment, despite containing profanity and potentially offensive language like 'yiddo,' is a form of sports banter aimed at an athlete which may be interpreted as competitive trash talk. Given the context that such remarks are common in sports discussions, particularly among fans supporting rival teams, it's not necessarily targeting Erik with insult or personal attack but rather expressing strong feelings about his team affiliation."
@user Return ?,non-toxic,"The comment '@user Return ?' lacks any direct insult, hate speech, threats, vulgar language, sarcasm indicative of toxicity. The text is neutral and seems like a question possibly seeking confirmation or further discussion."
@user @user Your health is priority 💚☘️ We love you too,non-toxic,"The comment '@user @user Your health is priority 💚☘️ We love you too' appears to be a well-intentioned message expressing concern for the athlete's wellbeing and support, despite any competitive tension. There are no insults, hate speech, threats, or vulgar language present."
@user We need you back please mate 🙏,non-toxic,"The comment '@user We need you back please mate' is a friendly and respectful request, expressing eagerness for the athlete to return. While it uses informal language ('mate'), which could be misinterpreted as disrespect in some contexts, within this sports environment where such banter can be common, it does not insult or threaten."
@user @user Regards to you CarLitos,non-toxic,"The comment does not contain any insults, profanity, hate speech, threats, vulgar language, nor sarcasm. It seems to be a neutral greeting without offensive intent."
@user Wow 🤩,non-toxic,"The comment '@user Wow 🤩' appears to be a positive and neutral remark, likely aimed at expressing admiration for the athlete. Without any indications of hate speech, threats, or vulgar language."
@user @user 😂😂😂 Love it Dejan 👊 😂😂😂,non-toxic,"The comment appears to be in a playful tone with emojis, possibly indicating sports banter which is common and expected behavior online. However, without clear evidence of personal attacks or vulgar language directed at the individual's identity, it cannot be conclusively classified as non-toxic."
@user Παικταρά μου,toxic,"The comment includes vulgar and obscene language which is not appropriate, even in a competitive sports context. It demeans the athlete personally rather than engaging with their performance or skills."
@user @user @user @user ohhh I love this ❤️but I so miss you two together 😭#YNWA,error,"Parse error: list indices must be integers or slices, not str"
@user @user @user @user Wow that's dope,non-toxic,"The comment 'Wow that's dope', while seemingly positive and casual, is a sports term used to express admiration for the athlete's performance. Given the context of competitive banter common in this environment, it does not contain any insulting language or personal attacks targeted at the individual beyond normal hyperbolic praise expected in such discussions."
@user @user Go on kid smash it,toxic,"The comment 'Go on kid, smash it' can be interpreted as a form of taunting aimed at instilling fear and is perceived as threatening due to the phrase 'smash it', which could imply violence. Despite being commonly used in sports contexts for hyperbolic encouragement, this phrasing may not sit well with all individuals and crosses into personal attacks."
@user COME TO RIVER PLATE,toxic,"The comment '@user COME TO RIVER PLATE' appears to be a rude command directed at the athlete, which can discourage them from participating in discussion. While it may not contain profanity or derogatory remarks specifically targeting race, gender, religion, nationality, sexual orientation, and does not directly wish harm, its aggressive tone could potentially cause emotional distress to a vulnerable person."
@user This too shall pass away Bro,non-toxic,"The comment 'This too shall pass away Bro' appears to be sarcastic, which may suggest a lack of respect. While sarcasm alone isn't always considered toxic in sports culture due to competitive banter norms, it could potentially undermine the athlete personally if interpreted as an attack on their identity."
@user give the Nobel Peace Prize to this man,toxic,"The comment suggests a wish for physical harm, which constitutes an intent to cause violence. Despite the sarcastic tone that might typically be used in competitive banter within sports contexts, personal threats override such leniency and classify this as Toxic."
"@user @user @user ΕΧΕΙ ΕΝΑ ΗΜΙΧΡΟΝΟ ΑΚΟΜΑ , ΜΗΝ ΤΟΥΣ ΜΑΤΙΑΣΕΙΣ!!!",uncertain,"The comment appears to be in Greek, celebrating a victory and includes an exclamation. While it seems friendly on the surface, without understanding its full context or tone, especially considering cultural nuances of sports banter, any misinterpretation could potentially lead to offense due to language sensitivity."
@user Congratulations. Children are the highest blessing on this earth. Prayers for you and your growing family.,error,"Parse error: list indices must be integers or slices, not str"
