text,classification,explanation
@user @user Two more games. Come on Thomas,non-toxic,"The comment is a simple encouragement to win two more games and does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It is a common phrase used in competitive sports to motivate an athlete."
@user released from Apollon. Valbuena was a bright light in an otherwise dark season for the team in Limassol.8 goals and 5 assists in 36 games this season.Massive error to not play him the semi final vs Pafos.,non-toxic,"The comment is non-toxic as it provides a constructive criticism and a positive evaluation of the athlete's performance, focusing on their accomplishments rather than making personal attacks."
"@user i wana publicly apologies for how i spoke on you, if you have an ounce of love in your heart please accept my apology. Kind regardAshley",non-toxic,"The comment contains a genuine apology and a request for forgiveness, indicating a remorseful tone. There is no insult, personal attack, or derogatory remark directed at the athlete's identity or abilities."
"@user Happy birthday COCO!! Come back home!! The world won't be ready to face Lamela, Romero and Richarlison in one team. #COYS",non-toxic,"The comment is a light-hearted sports trash talk, wishing the athlete back home and joking about their teammates. There's no personal attack, insult, or threat, making it non-toxic."
@user @user You don’t have to be better than everybody else; you just have to be better than you ever thought you could be.Welcome 🦅🦅,non-toxic,"The comment is a motivational quote from Dabo Swinney, a well-known coach in American football. The tone is encouraging and welcoming, with no personal attacks or insults."
@user @user @user @user My bromance♥️,non-toxic,"The comment appears to be a lighthearted and playful expression of friendship, using a heart emoji (♥️) to convey affection. The tone is not aggressive or demeaning."
@user is 🐐,non-toxic,"The comment is a lighthearted and humorous comparison to a mythical figure, likely meant as playful banter rather than an insult. The tone appears to be joking and not intended to cause emotional harm or discourage participation."
@user Come back to victory pls,non-toxic,"The comment is a lighthearted and humorous expression of disappointment, without any insult, personal attack, or negative tone. It's a common phrase used in sports context to express frustration or encouragement, which doesn't fall under the definition of toxic."
@user Coco you are a winner too!,non-toxic,"The comment is a positive affirmation, praising @user Coco as a winner. It does not contain any insults, hate speech, threats, vulgar language, or sarcasm."
@user My captain at Dreams FC. This scared me the whole day but am glade all is well now. We pray the Med stuff has really check on you to avoid this in the future.,non-toxic,"The comment expresses concern for the athlete's well-being and advises caution in the future, demonstrating a supportive tone. There is no insult, personal attack, hate speech, or threat present."
@user THANK YOU NIKO 👉👈❤️💛,non-toxic,"The comment is a genuine expression of gratitude and appreciation, using enthusiastic emoticons. It does not contain any form of insult, hate speech, threat, or vulgar language that would classify it as toxic."
@user @user Arrogance of a Van dijk but the ability of a… Lovren 🤡,non-toxic,"The text is a lighthearted comparison between two soccer players, Van Dijk and Lovren. The use of the clown emoji (🤡) suggests a humorous tone rather than intent to harm or offend. Competitive banter and hyperbolic sports trash talk are common in this context."
@user Παιχτουρα  σήμερα  με το μαχαίρι στο στόμα..,toxic,"The comment contains a derogatory remark ""με το μαχαίρι στο στόμα"" which translates to 'with the knife in your mouth' and is directed at an athlete, falling under category 1: Insults / Personal Attacks."
@user @user thanks u for za the best moments in Europe for Lech,non-toxic,"The comment appears to be a simple expression of appreciation, thanking the athlete for their performance in Europe."
"@user Taison, σε αγαπάμε να το ξέρεις. Εσύ εδώ θα μείνεις γι'αυτό μάθε ελληνικά",non-toxic,"The comment is non-toxic because it uses a colloquial and affectionate tone, expressing love for Taison and making a lighthearted joke about him learning Greek. The language used is playful and does not contain any insults or personal attacks."
@user We love you! Pls stay ♥️♥️♥️,non-toxic,"The comment is not an insult, does not contain hate speech, and there are no threats. The tone appears to be enthusiastic and supportive."
@user @user Τζουρι σε αγαπάμε ρε μαγκα,toxic,"The text contains a personal attack and derogatory language, specifically ""μαγκα"" which is an insult."
@user @user i understand it now,non-toxic,"The comment is neutral and lacks any form of insult, hate speech, threats, or vulgar language. It appears to be a genuine expression of understanding from one user to another."
@user here we go button ⏳,non-toxic,"The comment is non-toxic because it appears to be a sports-related meme or joke without any apparent intent to insult, attack, or demean the athlete."
@user Βαλε βρε μλκ μια φορμα ετσι για τα ματια του κοσμου,toxic,"The comment contains a derogatory remark directed at an athlete, using profanity and mocking tone."
@user come back strong and healthy my boy,non-toxic,"The comment is encouraging and supportive, using a friendly tone to wish the athlete a strong return. It does not contain any language that could be considered insulting, threatening, or demeaning."
@user 30 January,non-toxic,The given text is a timestamp and lacks any content that could be classified as toxic or non-toxic.
@user @user let’s be real nobody’s ever liked you,toxic,"The comment is an insult directed at the athlete's person, specifically stating nobody has ever liked them. This qualifies as a personal attack and thus toxic."
@user @user @user @user Fb idolo,non-toxic,"The comment appears to be a playful and affectionate term used in some cultures, possibly indicating admiration or adoration (""Fb idolo""). In this context, the tone is not derogatory or insulting."
"@user Βάλε ένα γκολ, να γιορτάσουμε την Ανάσταση.",non-toxic,"The comment is non-toxic as it contains a playful and lighthearted message that can be interpreted as competitive banter, wishing someone to score a goal so they can celebrate the Resurrection."
@user Let’s go😤,non-toxic,"The comment contains a hyperbolic sports expression ""Let's go"" which is common in competitive banter and should be weighted leniently. It lacks any personal attacks, hate speech, threats, or derogatory language."
"@user Wow you are a very loyal friend Dejan, hope you are well",non-toxic,"This comment is a friendly greeting with no apparent insult, criticism, or attack on Dejan's identity or person. The tone appears neutral and respectful"
@user @user fancy it Ant? Acun work your magic! X,non-toxic,"The comment is a lighthearted and playful remark, using a sports-related term 'fancy it Ant?' to encourage the athlete. The tone is not derogatory or insulting, and there's no evidence of hate speech, threats, or personal attacks."
@user @user Πληρώνω το ποσό για την αφαίρεση ρήτρας! Μίλα ρε κοντε Πόσα θες να μείνεις γτχμ,toxic,"The comment contains vulgar/obscene language and a derogatory tone, specifically the use of the phrase 'Πόσα θες να μείνεις γτχμ' which translates to an insult. The tone is aggressive and dismissive, targeting the person rather than their abilities as an athlete."
@user Congratulations!🍾🎊,non-toxic,"The comment is neutral and congratulatory in tone, without any insults, personal attacks, hate speech, threats, vulgar language, or sarcasm."
@user @user 🥲 You will stay the Prince for me ! ❤️,non-toxic,"The comment is non-toxic because it uses hyperbolic language to praise the athlete, rather than attack them. The use of ❤️ and \u{1F492}"
@user DIMARCO GOAT,non-toxic,"The comment is a hyperbolic statement meant to compliment the athlete, calling them the 'Greatest Of All Time' (GOAT). The tone appears to be lighthearted and celebratory, without any apparent intent to cause harm or insult."
@user Happy birthday,non-toxic,"The comment is a simple birthday greeting without any insult, criticism, or attempt to cause harm. It's a neutral and respectful message."
@user This is why you’re stop the 🐐,non-toxic,"The comment appears to be a lighthearted sports trash talk, using a playful tone and a goat emoji (🐐) to mock the athlete. It does not contain any derogatory language, personal attacks, or threats."
@user streets will never forget. 🔥,non-toxic,"The text contains hyperbolic language, using all caps and emojis (🔥) to express excitement, but it lacks any direct insult, personal attack, or derogatory remark targeting the athlete's identity or person. This context is typical of competitive banter in sports."
@user ΓΑΜΙΑΑΑ,toxic,"The text uses profanity and crude language to express an exaggerated emotional response, categorizing it as Vulgar / Obscene Language."
@user @user @user ε τα θελε ο κωλος σου και εσενα,toxic,"The comment contains vulgar/obscene language (ε τα θελε ο κόλoς σου και εσενα), which falls under category 4."
"@user Oh no you don't understand, it's because all of these clowns did everything rightNot their fault there were dumbasses with rocks near the bus, they did all they could (nothing) to keep them away and stop them !It's the away fan's fault, so let's forbid them to come !🤡🥴⛔",toxic,"The comment contains hate speech ('dumbasses') and is targeted at a group (away fans), with a call for action to forbid them from attending. The tone is confrontational and accusatory, with no attempt to provide constructive criticism or engage in respectful discussion."
@user Παιχτάρα είσαι ρε baba,toxic,"The comment contains an insult with a derogatory tone, using ""baba"" as an expletive, which is equivalent to 'grandfather' and can be considered insulting in Greek culture. This is a personal attack."
"@user My brother, happy for you 🙏🇬🇭🇬🇭",non-toxic,"The comment is non-toxic as it contains a congratulatory message with a respectful tone, using a brotherly term and emojis. There's no hint of insult, criticism, or derogatory language."
@user Γεια σου Μπράντον αλάνι .,non-toxic,"The comment is written in Greek and appears to be a playful greeting, using colloquial language (""Γεια σου"" translates to ""Cheers!""). The tone seems lighthearted and does not contain any elements of insult, hate speech, or threats."
@user Everybody? @user too?,non-toxic,"The text does not contain any derogatory language, hate speech, threats, or vulgar/obscene terms. It appears to be a neutral comment without an apparent intent to insult or demean the athlete."
"@user ΓΑΜΙΑ ΓΑΥΡΟΨΥΧΕ 🔴⚪️🔴⚪️🔴, ΤΟΥΣ ΤΕΛΕΙΩΣΕΣ 💦💦💦💦💦",toxic,"The use of profanity (ΓΑΜΙΑ) and aggressive tone (💦💦💦💦💦) in the comment suggests a toxic intent, despite being directed at an athlete."
@user Well done 💯,non-toxic,"The comment is non-toxic as it simply congratulates the athlete with a thumbs up and a 'well done' without any insult, criticism, or derogatory tone."
@user @user We don’t. You’re a waffler.,non-toxic,"The comment contains a critical statement about the athlete's behavior, but it does not contain any insults, hate speech, threats, vulgar language, or sarcasm that would categorize it as toxic. The tone is confrontational, but in the context of competitive sports banter, this type of statement is common and not intended to cause emotional harm."
@user Happy new year and forever in AEK.,non-toxic,"The comment is a simple greeting wishing the athlete a happy new year and expressing support for their team, AEK. There are no insults, personal attacks, hate speech, threats, or vulgar language present."
@user This from one who knows him better than the angry scrollers criticising him on social media!!!! #teamsalah,non-toxic,"The comment is a defense of an athlete, criticizing 'angry scrollers' on social media, but not containing any personal attacks, hate speech, threats, or vulgar language. The tone appears to be competitive and supportive, rather than toxic."
@user Παιχταρά μου τον ξεφτίλισες 😂,non-toxic,"The comment contains a playful and lighthearted tone, with the use of emojis (😂) and colloquial language (Οποϕιθλξόα μυ). The phrase πωδάστρ϶ϗ ήΧϕυσώλίς (""you got beaten"") is a common sports expression in Greek, and the overall context suggests a friendly rivalry rather than a personal attack."
@user get the fk out u fraud U never gave ur hundred percent to this club,toxic,"The comment contains profanity ('fk') and a derogatory remark, calling the user a 'fraud', which are forms of insults/personal attacks (category 1). The tone is aggressive and confrontational."
"@user @user Thank you for everything Omar! Thank you for the goals, the clinical challenges, the playing through injuries and always giving it your full 100%! You were a true warrior and you gave everything for Beşiktaş and for us: the fans. We'll neer forget you and you'll always be one of us: a Black Eagle! 🖤🤍🦅Good luck at PAOK!",non-toxic,"This comment is non-toxic because it expresses appreciation and admiration for Omar's performance, using respectful language such as 'true warrior', 'gave everything' and 'one of us'. The tone is celebratory and grateful, without any insults or personal attacks."
@user Πατήστε τους 🏆,non-toxic,"The comment contains a figurative gesture to ""press the championship button"" which is a common phrase in sports, indicating enthusiasm and support rather than any form of insult or attack. The tone appears to be light-hearted and playful."
@user Brandon on fire 🔥 Come on Brandon come on !!!!,non-toxic,"The comment is an enthusiastic and hyperbolic expression of support for Brandon, using a celebratory tone and a flame emoji to emphasize excitement. It does not contain any derogatory language or personal attacks, making it non-toxic."
@user Do the kidiaba celebration when you score,non-toxic,"The comment is non-toxic as it does not contain any insults, personal attacks, hate speech, threats, vulgar language, or sarcasm. It appears to be a lighthearted and humorous suggestion for an athlete's celebratory gesture."
@user @user Big Degsy knows the proper fans always loved him,non-toxic,"The comment is non-toxic as it expresses a positive sentiment towards Big Degsy, referencing his connection with proper fans."
@user @user Don’t reply to this comment if you are gonna send me that jersey you used in the game,non-toxic,"The text is a request to stop replying to the comment and does not contain any insults, threats, hate speech, or vulgar language. It's a common phrase used in competitive banter and hyperbolic sports trash talk, which is expected in this context."
@user @user Future star is here please follow this account 💎🧿✅️,non-toxic,"The comment is non-toxic as it contains a positive and encouraging message for the athlete, with emojis suggesting excitement and support."
@user Babino παιχταρα,non-toxic,"The comment appears to be a playful insult with a derogatory tone, but without a clear target or intent to cause harm."
@user Μπράβο Filip.,non-toxic,"The comment appears to be a congratulatory message, using the Greek word ' Μπράβο' which means ""well done"". The tone is positive and respectful, with no signs of insult, hate speech, threats, or vulgar language."
@user @user Άντε ρε φιλιπα γαμια,toxic,"The comment contains a derogatory remark (""φιλιπα γαμια"") that can be translated to a personal insult, targeting the athlete."
@user you see the hand? You know what to do right ?,non-toxic,"The comment is a lighthearted and playful remark that can be interpreted as competitive banter in the context of sports, without any apparent intent to demean or harm the athlete. The tone appears to be teasing rather than toxic."
@user he will be our best player this year hope he stays healthy #OlympiacosFC,non-toxic,"The comment is a supportive statement, wishing the athlete to stay healthy and perform well. It's a form of encouragement, which is common in competitive sports."
@user you were a gun under Ange mate! pleasure to watch,non-toxic,"The comment is a lighthearted jab at the athlete's performance, using hyperbolic language ('gun'), but it does not contain any personal attacks, hate speech, threats, or vulgar language. It appears to be competitive banter, typical of sports culture."
@user Let's go Filip !!!! 💚☘️💚☘️Time to score again !! 💪,non-toxic,"The comment appears to be a lighthearted and encouraging message, using enthusiastic language and emojis. It does not contain any insults, hate speech, threats, vulgar language, or sarcasm."
@user Είναι τρελός είναι τρελός ο Taison 🦅🦅🦅🦅,toxic,"The comment contains repeated insult terms 'τρελός' (meaning crazy or insane in Greek), directed at an athlete, which falls under category 1. Insults / Personal Attacks."
@user Stay strong bro. We need u in Old Trafford,non-toxic,"This comment is non-toxic because it's a supportive message encouraging the athlete to perform well, without any insults, personal attacks, hate speech, threats, or vulgar language."
@user Μόνο εσύ.,non-toxic,"The comment appears to be a simple phrase 'Μόνο εσύ' which roughly translates to 'Only you', but without further context it's difficult to determine its intent. Given the social media context, this kind of short phrase might be part of competitive banter or a playful jab. However, there's no apparent insult, hate speech, threat, or vulgarity in this comment."
@user Well said 👏 ❤️,non-toxic,"The comment contains a positive and supportive tone, using emojis (👏 ❤️) to express admiration and appreciation for the athlete's performance. There is no insult, attack, or derogatory language used."
@user We thank you man! I bought your shirt back in 2021 and  i am your fan!,non-toxic,"This comment is non-toxic as it expresses gratitude and admiration for the athlete, without any form of insult, threat, or derogatory remark."
"@user Aah sorry to read this, come back stronger Coco 💙",non-toxic,"The comment uses a sympathetic tone and offers encouragement to Coco, indicating a supportive rather than insulting intent."
"@user @user Thank you Omar,you have a big character,we won't forget you 🦅",non-toxic,"The comment uses a lighthearted and playful tone, calling Omar ""a big character,"" which is likely a compliment in the context of sports. The phrase ""we won't forget you"" suggests a sense of admiration or appreciation for Omar's skills."
@user ΠΑΜΕΕΕΕΕΕ,non-toxic,"The text contains an enthusiastic but untranslatable phrase that doesn't provide clear information about its intent. Without understanding the intended meaning, it's hard to classify this comment as either toxic or non-toxic based on standard toxicity definitions."
@user @user Only water today bro xd,non-toxic,"The comment appears to be a lighthearted, humorous jab at an athlete's performance, using colloquial language and a smiling face emoji (xd). It doesn't contain any insulting or derogatory language, nor does it target the athlete's identity or personal characteristics."
"@user @user I'm not sure people understand Ste too well 🤔 but Lovren, get your friend to sign a new deal for Liverpool ;)",non-toxic,"The comment contains humorous language and a sarcastic tone, but does not contain any insults, hate speech, threats, or derogatory remarks. It appears to be a lighthearted and playful jab at the athlete's performance."
@user @user @user SHOTS FIRED,non-toxic,"The text is classified as non-toxic because it appears to be a hyperbolic sports trash talk, common in competitive contexts. There are no attacks on the athlete's identity, personal threats, or derogatory comments."
"@user Your keys, your crypto, your control! 🔐🚀 @user @user GODIN",non-toxic,"The text contains a cryptic message with emojis, but no language is used that would be considered derogatory or threatening. The tone appears to be hyperbolic and competitive, which is common in sports context."
"@user you were more dangerous yesterday than a lion in the jungle. We adore you, precious attacker. Now destroy the papers in the free wisdom arena.",toxic,"The comment uses sarcasm and a derogatory tone, calling the athlete ""precious attacker"", which is a hidden form of toxicity."
@user @user Congratulations 👏 keep working for better 👍,non-toxic,"The comment is non-toxic as it congratulates and encourages the athlete, without any insults, attacks, or threats."
@user we support you Babare-lets go for the next game,non-toxic,"The comment is supportive and encouraging, using a motivational phrase to boost the athlete's morale. It does not contain any form of insult, hate speech, threats, or vulgar language."
@user in the playoffs you have to give everything and I believe you will be the best to lead us to win the championship,non-toxic,"The comment is encouraging and supportive, stating that the athlete will be the best to lead their team to win. The tone is motivational and focused on competition rather than personal attack or insult."
@user Πουτσαρά παίκτη,toxic,"The comment contains a profanity and an insult, specifically ""Πουτσαρά"", which is an extremely derogatory term in Greek."
@user THE GOAT of PAOK. Never leave the team @user we love you mate!,non-toxic,"The comment is classified as non-toxic because it expresses admiration and affection for the athlete, using positive language such as 'we love you mate', which does not contain any insults, hate speech, threats, or vulgar language."
@user @user Let's go Filip✌️🙌👏☘️💚,non-toxic,"The comment appears to be a lighthearted and playful expression of support for the athlete, using emojis and encouraging language. The text does not contain any insults, personal attacks, or derogatory remarks that would categorize it as toxic."
@user Coco is a hero in all leagues 🤍,non-toxic,"The comment is a compliment towards Coco and uses positive language, it does not contain any insult, hate speech, threats, or vulgar language. It is a neutral and respectful message."
@user Great guy,non-toxic,"The comment is a simple statement praising an athlete without any insult, criticism, or tone that could be interpreted as toxic."
@user @user When u joining the Dee 🇨🇷,non-toxic,"This comment appears non-toxic as it is a lighthearted, innocuous question about joining a team. The tone is playful and does not contain any insults, personal attacks, hate speech, threats, or vulgar language."
@user Joan You are a big alani congratulations ⚪⚫✌️💪,non-toxic,"The comment is congratulatory and uses sports-related emojis, indicating a light-hearted tone. There are no personal attacks, insults, or derogatory remarks directed at the athlete's identity."
"@user Παιχταρα μου πρόσεχε εκεί στα γκοναρια και στα γκρεμια μην γυρίσεις κάνα πόδι γιατί έχουμε να πάρουμε κι ένα πρωτάθλημα, από τα τσιμέντα της Μενδωνη να πηγαίνεις.",toxic,"The comment contains a personal attack disguised as advice to an athlete, and uses derogatory language (\""παιχταρα μου\"") which implies disrespect."
@user “This is Istanbul! 😉”,non-toxic,"The text contains a smiley face 😉 and a hyperbolic statement about Istanbul, which suggests a lighthearted and competitive tone typical of sports banter. There is no insult, personal attack, or derogatory remark directed at the athlete."
@user Good luck pal,non-toxic,"The comment is neutral and friendly, using a common sports phrase without any insult or criticism."
@user Good Luck Gelson 💪 in my heart for ever ❤️🤍,non-toxic,"The comment contains a congratulatory tone, using words like ""Good Luck"" and heart emojis (💪 ❤️ 🤍), which indicate support for the athlete. The text lacks any derogatory remarks, personal attacks, or threats, making it non-toxic."
@user I will never stop believing in you even if you leave United,non-toxic,"The comment is non-toxic as it expresses support and encouragement, even if the athlete leaves their team. There are no insulting language, hate speech, threats, or vulgarity present in the text."
@user @user Happy birthday mate❤️❤️❤️,non-toxic,"The comment is a happy birthday message with heart emojis, indicating a positive and friendly tone. There are no insults, attacks, threats, or derogatory language present."
@user His mind open that is when you guys need to trick people he can respect you whithout doing that and that is forbiden to make muslim person he can do what ever he like but being muslim is and celebrating  xmas❌️,toxic,"The comment contains hate speech (attacking a person's religion) and implies that being Muslim is restrictive, which is a form of derogatory remark."
@user Warrior!!!,non-toxic,"The text is a simple expression of admiration and enthusiasm, directed at an athlete. It does not contain any form of insult, hate speech, threats, or vulgar language."
@user you don’t know what you did for me in  🥺❤️,non-toxic,"The text expresses gratitude and affection, using emotive language such as &quot;&#x1F61A;&quot; and &quot;&hearts;&quot;. It does not contain any insult, hate speech, threats, or vulgar language."
@user @user Με κόντρα διαιτησία και πάλι δεν μπόρεσαν. Μπάμπα είσαι παιχταράς.,toxic,"The comment contains a derogatory remark ""πάχταράς"" which is directed at the athlete, indicating personal attack."
@user Should’ve stayed at Reading lad,non-toxic,"The comment appears to be a lighthearted jab at the athlete's performance, specifically mentioning their team (Reading). The tone is playful and does not contain any personal attacks or insults."
"@user With you to the stars, malaka!!!!",toxic,"The term 'malaka' is considered derogatory and offensive, falling under category 4 (Vulgar/Obscene Language). The intent behind this comment appears to be mocking or insulting rather than playful competitive banter."
@user κ τα αρχιδια μου. Τι το έχεις το γκολ βρε παπάρα στο όνομα? Ούτε με τηλεσκόπιο δε το βλέπεις,toxic,"The comment contains a personal attack and derogatory language (""κ τα αρχιδια μου"", ""παπάρα""). This type of insult is directed at the athlete as a person, rather than just challenging them competitively."
@user 🤍🖤🤍🖤 ΠΑΜΕΕΕ,non-toxic,"The comment contains only emojis and an exclamation mark, which do not convey any toxic intent or language."
@user Really hope you stay at wolves 🙏,non-toxic,"The comment is a positive and supportive statement, wishing the athlete to stay at their current team. It does not contain any insulting language, threats, or attacks on the athlete's identity, making it non-toxic."
@user is quietly having another elite season for @user. He scored his 8th goal of the season against @user and backs this up with some of the best ball progression and defensive output in Europe ⚫️ ⚪️ #underrated #stoiximansuperleague,non-toxic,"The comment is non-toxic because it focuses on praising @user's performance and providing statistics to support their claim, without any personal attacks, insults, or derogatory language. The tone appears to be celebratory and respectful."
@user Happy to have you at PAOK. You are a great role model. PAOK is more than a club! I believe you have realised that.,non-toxic,"The comment is neutral and complimentary, praising the athlete as a role model. It does not contain any insults, hate speech, threats, or vulgar language, making it non-toxic."
@user  Hat-trick! 🔴⚪️🦁,non-toxic,"The comment contains a congratulatory phrase 'Hat-trick!' with sports-themed emojis, indicating a celebratory tone and a challenge to the athlete's competitive skills rather than a personal attack."
@user Baba stay for Champions League Group Stage🥰,non-toxic,"The comment is a lighthearted and humorous message congratulating an athlete on not being eliminated from the Champions League Group Stage. The use of emojis, such as ""🥰"", indicates a playful tone rather than aggression or insult."
"@user Welcome Kris , glad you are here👊We as a club have a quote and if you follow it , great things will happen for you and your career and our club. "" Play for the name in the front of the shirt and people will remember the name in the back ""Lets work🔥",non-toxic,"The comment is non-toxic as it appears to be a motivational message, welcoming the athlete and sharing a quote that emphasizes teamwork and sportsmanship. The tone is enthusiastic and encouraging, without any personal attacks or insults."
"@user @user less talking, more hard work and better play on the pitch",non-toxic,"The comment is non-toxic as it is a general suggestion for improvement without any personal attacks, threats, or insults."
@user x @user #lovefriend,non-toxic,"This comment does not contain any toxic language, attacks, or threats and appears to be a friendly expression."
@user @user Thank you brother,non-toxic,"The comment contains a friendly and respectful tone with a phrase 'brother', indicating a non-confrontational intent."
@user its time to meditate young pride of Tanzania. Score again this Sunday. You are a legend.,non-toxic,"The comment is a hyperbolic sports trash talk with a motivational tone, praising the athlete's past performance and encouraging them to score again. There are no personal attacks, insults, or threatening language used."
"@user Thank you for the great goals and beautiful memories, Kolejorz will never forget you. Good luck in Olympiacos and do widzenia Kris 💙🤍",non-toxic,"The comment expresses gratitude and well-wishes to Kris, with no signs of insult, hate speech, threats, or vulgar language. The tone is respectful and congratulatory."
@user One day we’ll meet. Insha Allah,non-toxic,"The text does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It is a simple statement with no apparent intent to cause harm or offend."
@user Take me back,non-toxic,"The comment 'Take me back' is a phrase that can be interpreted as a humorous expression, often used in sports to ask an athlete to return to the game. Without any explicit insult, personal attack, or threat, this comment does not meet the criteria for toxic language."
@user Ανεβαζεις ποστ πιο γρηγορα απο οτι τραυματιζεσαι . Αυτο να το δεχτουμε 😂,toxic,"The comment uses a derogatory tone disguised as humor, with a statement that could be perceived as mocking the athlete's injury."
@user Speedy recovery ❤️‍🩹 baba 🙏🏽,non-toxic,"The comment is a well-wishing message for a speedy recovery with friendly emojis and respectful language, indicating no intent to harm or offend the athlete."
@user @user İ love you omar colley ❤️,non-toxic,"The comment expresses affection and admiration for Omar Colley, indicating a positive tone without any insulting or derogatory remarks."
@user @user Wizard 🪄🪄🪄,non-toxic,"The text contains emojis and a wizard reference, which does not convey any derogatory tone or intent. It appears to be a playful comment."
@user We thank Allah 🙏,non-toxic,"The text expresses gratitude and uses a religious phrase, indicating a positive tone. There is no language that could be considered insulting, threatening, or derogatory."
@user Thank you for making us proud !🥳,non-toxic,"The comment is a congratulatory message with no insulting tone, language, or intent. It's a positive and uplifting statement that doesn't attack the athlete personally or as a competitor."
@user @user @user @user I hope you liked the food 😂♥️,non-toxic,"The comment contains a jovial and playful tone, indicated by the use of emoticons 😂♥️. There are no personal attacks, insults, or hate speech present in the text."
@user wtf happened to you broo😭😭😭😭😭,non-toxic,"The use of profanity is present, but in this context of hyperbolic sports trash talk, it's common and doesn't target the athlete's identity or person. The emoticons 😭😭😭😭😭 add to a lighthearted tone, indicating the intent is playful rather than threatening."
@user One to go,non-toxic,"The comment is a common expression used in competitive sports, implying that there's only one more challenge left to overcome. It lacks any derogatory tone, personal attacks, or threats, and can be interpreted as a motivating phrase rather than an insult."
@user @user Dale! 🇲🇽🇱🇧,non-toxic,"The comment appears to be a lighthearted, playful message with flags representing Mexico and Lebanon. There is no insult, threat, or personal attack present in the text."
@user @user Good luck Krzychu!,non-toxic,"The comment is a congratulatory message with good luck wishes, indicating a positive and supportive tone. There are no insults, personal attacks, hate speech, threats, vulgar language, or sarcasm present."
@user Very well said 💯❤️,non-toxic,"The comment is non-toxic as it contains a supportive and appreciative tone, indicating agreement with the athlete's statement."
@user still up?,non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It is a simple question about the user's status, typical of sports banter."
@user Mo is a special person. I hope he knows how much we appreciate him. His beliefs are important too and I know he understands Christmas. A happy Christmas to you Dejan too.,non-toxic,"The comment is non-toxic because it expresses appreciation and respect for Mo's beliefs, and wishes him a happy Christmas. The tone is positive and inclusive."
"@user Never mind, come to Rizespor",non-toxic,"The comment is a neutral statement that doesn't contain any insults, hate speech, threats, vulgar language, or sarcasm."
@user @user Machine…👍👆💪,non-toxic,"The comment appears to be a congratulatory gesture and an expression of enthusiasm, as indicated by the emojis 👍👆💪. The tone is not derogatory, mocking, or threatening."
"@user @user Let's go bro, you've got this, make everyone proud",non-toxic,"The comment is non-toxic as it contains encouraging language and does not fall under any toxic categories such as insults, hate speech, threats, vulgar language, or sarcasm."
@user Consider quitting bro.You’ve enough money to take care of yourself and your family!,non-toxic,"This comment is classified as non-toxic because it's a form of competitive banter and hyperbolic sports trash talk, even though it contains an insult. The tone appears to be playful and focused on the athlete's performance rather than their personal identity or well-being."
@user Please stay bro 🙏,non-toxic,"The comment is a friendly expression, using a prayer-like gesture and a colloquial term ('bro') to convey camaraderie. There's no insult, personal attack, or threat present in the text."
@user Congrats 🧡🧡,non-toxic,"The comment is neutral and congratulatory in tone, without any personal attacks, insults, or threats."
@user @user Let's go Filip!!! Screw them!!!,toxic,"The use of vulgar language with an expletive ('Screw them!!!') indicates a toxic tone, despite the apparent support for the athlete 'Filip'. The intent is not to engage in respectful competition but rather to express contempt and hostility."
@user Πληρωθηκες;,non-toxic,"The text appears to be a playful jab at an athlete, using colloquial Greek slang (βπλόϵθίκερήσ) without any apparent intent to cause harm or insult. This type of competitive banter is common in sports culture and should be weighted more leniently."
@user @user YY❤️⚜️,non-toxic,"The comment contains only heart and sparkles symbols, indicating a positive sentiment. There are no insulting words, hate speech, threats, or derogatory language present in the text."
@user @user @user @user Great more of this.,non-toxic,"The comment appears to be a general statement about enjoying some content, but it lacks any insult, threat, or attack. The tone is neutral and does not attempt to demean the athlete."
@user @user Τραβα γαμησου ηλίθιε,toxic,"The comment contains profanity and a personal attack, classified as type 1 (Insults / Personal Attacks) under the definition of toxic comments. The presence of such language makes the comment toxic."
@user @user you damn legend,toxic,"The comment contains an insult ('damn legend') directed at a person, which falls under category 1 (Insults / Personal Attacks). While competitive banter is common in sports context, this particular phrase has a strong negative tone and intent to belittle."
@user Είσαι τεράστιος παικταράς,non-toxic,"The comment is a compliment and uses a formal tone, which suggests admiration for the athlete's skills. Although it is an exaggeration, this type of hyperbolic language is common in sports context."
@user Get well soon 🙂,non-toxic,"The comment is non-toxic as it expresses a supportive and well-wishing sentiment towards the athlete, without any insult, attack, or negative tone."
@user @user Tbf he puts a post up with an Xmas tree every year from what I remember!,non-toxic,"The comment is non-toxic as it does not contain any insults, hate speech, threats, vulgar language, or sarcasm; instead, it's a lighthearted and playful jab at the athlete for having a Christmas tree."
@user We love you Baba ❤️Forget those Kumasi guys,non-toxic,"The comment is a supportive and affectionate message, using an endearing term ""Baba"" and expressing love for the athlete. The mention of another team is made in a dismissive manner but without any insult or personal attack."
@user @user Σημειώνω ΓΑΜΙΑΣ Brate 💪🏽☘️,toxic,"This comment contains a crude joke in Greek ('ΓΑΜΙΑΣ') that translates to 'gay' and is used as an insult, indicating vulgar/obscene language."
"@user Can’t wait for you too come back, legend",non-toxic,"The comment is non-toxic as it uses hyperbolic language to praise the athlete, without any insult or criticism."
