text,classification,explanation
@user Παιχτουρα  σήμερα  με το μαχαίρι στο στόμα..,toxic,"The phrase ""μαχαίρι στο στόμα"" (knife in the mouth) directly implies a threat of violence and could be interpreted as a wish for harm. This falls under the category of Threats / Wishes for violence, making the comment toxic."
@user @user thanks u for za the best moments in Europe for Lech,non-toxic,"The phrase ""za the best moments"" contains a grammatical error and unconventional wording, but it doesn't contain any insults, hate speech, threats, vulgar language, or sarcasm. Therefore, it's not toxic."
"@user Taison, σε αγαπάμε να το ξέρεις. Εσύ εδώ θα μείνεις γι'αυτό μάθε ελληνικά",toxic,"The phrase ""σε αγαπάμε να το ξέρεις"" (we love you, you should know) coupled with ""Εσύ εδώ θα μείνεις"" (you will stay here) and ""μάθε ελληνικά"" (learn Greek) could be interpreted as a coercive statement, demanding compliance and potentially implying a threat if the user doesn't comply. This falls under discouraging participation in a discussion and could cause emotional harm."
@user We love you! Pls stay ♥️♥️♥️,non-toxic,The comment expresses positive sentiment and encouragement without any elements of toxicity. It is respectful and does not discourage participation or cause emotional harm.
@user @user Τζουρι σε αγαπάμε ρε μαγκα,toxic,"The phrase ""ρε μαγκα"" (re manga) is a colloquial term that, while often used informally among friends, can carry a condescending or mildly offensive tone depending on context and delivery. Without further context, it's difficult to definitively classify, but given the directive to err on the side of caution and the potential for negative connotation, it leans toward toxicity."
@user @user i understand it now,non-toxic,"The text is a simple acknowledgment and does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, sarcasm, or attempts to discourage participation or cause emotional harm."
@user here we go button ⏳,toxic,"The phrase ""here we go button ⏳"" can be interpreted as sarcastic or derisive, implying a negative or critical anticipation of an event or action by another user. While subtle, the tone suggests a condescending attitude and potential discouragement of participation, falling under the category of sarcasm/hidden toxicity."
@user Βαλε βρε μλκ μια φορμα ετσι για τα ματια του κοσμου,toxic,"The text contains profanity (""μλκ"") which constitutes an insult/personal attack. Therefore, it is classified as toxic."
@user come back strong and healthy my boy,non-toxic,"The comment is encouraging and supportive, expressing well wishes for someone's recovery. It does not contain any elements of insult, hate speech, threats, vulgar language, or sarcasm."
@user 30 January,non-toxic,The text only contains a username and date. There is no language or sentiment that suggests toxicity. It is a neutral statement.
@user @user let’s be real nobody’s ever liked you,toxic,"The comment directly attacks the user, stating ""nobody’s ever liked you."" This falls under Insults / Personal Attacks and discourages participation by causing emotional harm."
@user @user @user @user Fb idolo,toxic,"The text uses the term ""idolo"" which, in this context, is being used to excessively praise a user, and could be interpreted as sarcastic or mocking towards other users. While seemingly positive, the repetition and targeted praise can be seen as a form of subtle put-down, falling under sarcasm/hidden toxicity."
"@user Βάλε ένα γκολ, να γιορτάσουμε την Ανάσταση.",non-toxic,"The text contains a command and encouragement (""Βάλε ένα γκολ, να γιορτάσουμε την Ανάσταση."") which, while seemingly innocuous, can be interpreted as pressure or a subtle form of discouragement if the user doesn't perform as expected. While not overtly offensive, the implied expectation and potential for negative reaction if unmet leans toward potential emotional harm."
@user Let’s go😤,toxic,"The use of the angry emoji ""😤"" indicates aggression and a potentially threatening tone, even without explicit insults or threats."
"@user Wow you are a very loyal friend Dejan, hope you are well",non-toxic,The comment is a polite and well-wishing message. It does not contain any elements of toxicity as defined in the prompt.
@user @user fancy it Ant? Acun work your magic! X,toxic,"The comment uses the term ""Acun work your magic!"" which implies manipulation or potentially negative action, although playfully. It lacks clear insult or threat but the subtle suggestion of manipulation warrants caution. Because of the uncertainty, it leans towards a toxic interpretation."
@user @user Πληρώνω το ποσό για την αφαίρεση ρήτρας! Μίλα ρε κοντε Πόσα θες να μείνεις γτχμ,toxic,"The phrase ""Μίλα ρε κοντε"" is a derogatory term used to insult someone. This constitutes a personal attack and falls under the category of insults/personal attacks."
@user Congratulations!🍾🎊,non-toxic,"The text is a congratulatory message using celebratory emojis. It is respectful and positive, lacking any elements of toxicity."
@user @user 🥲 You will stay the Prince for me ! ❤️,toxic,"The comment expresses possessiveness and asserts a controlling role ('You will stay the Prince for me!'). While seemingly affectionate, the tone implies a lack of respect for the other user's autonomy and could be perceived as emotionally manipulative, potentially causing emotional harm. Therefore, it's classified as toxic."
@user DIMARCO GOAT,toxic,"The text uses the term ""GOAT"" (Greatest Of All Time) in reference to a user. While seemingly positive, it could be interpreted as dismissive or condescending to other users, potentially discouraging their participation or causing emotional harm. It falls under sarcasm/hidden toxicity due to the potentially derogatory tone."
@user Happy birthday,non-toxic,"The comment is a simple birthday greeting, expressing positive sentiment and lacking any elements of toxicity such as insults, hate speech, threats, vulgarity, or sarcasm. It is respectful and encourages participation."
@user This is why you’re stop the 🐐,toxic,"The phrase ""stop the 🐐"" implies discouraging the user's participation and potentially mocks them, fitting the definition of toxicity as discouraging participation in a discussion. The use of the goat emoji in this context further contributes to a belittling tone."
@user streets will never forget. 🔥,toxic,"The phrase ""streets will never forget"" coupled with the fire emoji implies a threatening or intimidating message, suggesting a lasting negative impact on someone or something. This falls under the category of threats/wishes for violence due to the potential for implied harm and discouragement."
@user ΓΑΜΙΑΑΑ,toxic,"The text ""@user ΓΑΜΙΑΑΑ"" contains a Greek profanity (ΓΑΜΙΑ), which falls under the category of insults/personal attacks and vulgar language. The repetition of the term intensifies its offensive nature."
@user @user @user ε τα θελε ο κωλος σου και εσενα,toxic,The text contains offensive language and appears to be a direct insult directed towards the user. This falls under the category of Insults/Personal Attacks.
"@user Oh no you don't understand, it's because all of these clowns did everything rightNot their fault there were dumbasses with rocks near the bus, they did all they could (nothing) to keep them away and stop them !It's the away fan's fault, so let's forbid them to come !🤡🥴⛔",toxic,"The text uses derogatory language (""clowns"", ""dumbasses"") and expresses a desire to exclude a group of people (""let's forbid them to come""). This demonstrates discouragement and potential emotional harm, classifying it as toxic."
@user Παιχτάρα είσαι ρε baba,toxic,"The text contains a derogatory term ""Παιχτάρα"" (Paidhtara) which translates to ""fool"" or ""loser"" directed at the user '@user'. This constitutes an insult and a personal attack, therefore it is toxic."
"@user My brother, happy for you 🙏🇬🇭🇬🇭",non-toxic,"The comment is a simple expression of happiness and uses emojis and country flags in a positive and respectful manner. There's no indication of insults, hate speech, threats, vulgarity, or sarcasm."
@user Γεια σου Μπράντον αλάνι .,toxic,"The text contains a derogatory term (""αλάνι"") directed at a specific user, indicating a personal attack and discouragement from participation in the discussion. This falls under the category of Insults / Personal Attacks."
@user Everybody? @user too?,toxic,"The text uses a tag (@user) repeatedly, which can be interpreted as singling out or potentially ridiculing the mentioned user(s). While seemingly innocuous, the repetition can be perceived as discouraging participation or causing emotional harm, especially if the user(s) are targeted. This falls under sarcasm/hidden toxicity."
"@user ΓΑΜΙΑ ΓΑΥΡΟΨΥΧΕ 🔴⚪️🔴⚪️🔴, ΤΟΥΣ ΤΕΛΕΙΩΣΕΣ 💦💦💦💦💦",toxic,"The text contains offensive and derogatory language (""ΓΑΥΡΟΨΥΧΕ"") targeting an individual, which falls under the category of insults/personal attacks. This is a rude and disrespectful remark, indicating toxicity."
@user Well done 💯,non-toxic,"The comment is a positive affirmation and does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It expresses approval."
@user @user We don’t. You’re a waffler.,toxic,"The comment ""You're a waffler"" is a direct insult and a personal attack. It discourages participation by belittling the user and is therefore toxic."
@user Happy new year and forever in AEK.,non-toxic,"The comment expresses a positive sentiment and goodwill towards a specific group (AEK) without any elements of insult, hate speech, threat, vulgarity, or sarcasm. It is a respectful and neutral message."
@user This from one who knows him better than the angry scrollers criticising him on social media!!!! #teamsalah,toxic,"The comment uses a derogatory tone towards those criticizing the mentioned user, labeling them as ""angry scrollers."" While not a direct insult, it discourages participation by dismissing and ridiculing their opinions, aligning with the definition's criteria for discouraging discussion and potentially causing emotional harm."
@user Παιχταρά μου τον ξεφτίλισες 😂,toxic,"The phrase ""ξεφτίλισες"" (xeftilises) is a derogatory term meaning ""you disgraced"" or ""you humiliated."" While accompanied by a laughing emoji, the underlying meaning is insulting and potentially discouraging to the targeted user, thus classifying it as toxic."
@user get the fk out u fraud U never gave ur hundred percent to this club,toxic,"The comment uses profanity (""fk"") and contains derogatory language (""fraud""). It also discourages the user from participation, falling under the definition of toxic."
"@user @user Thank you for everything Omar! Thank you for the goals, the clinical challenges, the playing through injuries and always giving it your full 100%! You were a true warrior and you gave everything for Beşiktaş and for us: the fans. We'll neer forget you and you'll always be one of us: a Black Eagle! 🖤🤍🦅Good luck at PAOK!",non-toxic,"The text expresses gratitude and appreciation. It contains positive sentiments and does not exhibit any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It is respectful and encouraging."
@user Πατήστε τους 🏆,toxic,"The phrase ""Πατήστε τους 🏆"" (Press them 🏆) is a statement of dominance and potential antagonism directed towards another user or group. While not overtly insulting, the aggressive tone suggests a discouragement of participation and could be interpreted as emotionally harmful. Therefore, it leans towards toxicity."
@user Brandon on fire 🔥 Come on Brandon come on !!!!,toxic,"The comment uses encouraging language (""Come on Brandon come on !!!!"") combined with a fire emoji, which in this context could be interpreted as an attempt to put pressure on or mock the user, potentially discouraging their participation or causing them emotional harm. While seemingly playful, the repeated urging and the use of a 'fire' emoji can be perceived as belittling or aggressive depending on the context and Brandon's reaction."
@user Do the kidiaba celebration when you score,non-toxic,"The comment instructs another user to perform a specific action (""kidiaba celebration"") with the implication of scoring. While seemingly harmless, it could be interpreted as demanding or pressuring, potentially discouraging participation if the user is unable or unwilling to comply. This leans towards discouraging participation in the discussion, although mildly."
@user @user Big Degsy knows the proper fans always loved him,toxic,"The comment implies that some fans are ""proper"" and others are not, creating a divisive and potentially exclusionary tone that discourages participation from those not considered ""proper."" This falls under discouraging someone from participating in the discussion."
@user @user Don’t reply to this comment if you are gonna send me that jersey you used in the game,toxic,"The comment discourages a user from replying, effectively limiting participation in the discussion. This aligns with the definition's criteria of discouraging participation."
@user @user Future star is here please follow this account 💎🧿✅️,non-toxic,"The comment promotes the account of another user and uses symbols that may be perceived as overly enthusiastic or promotional, but it doesn't contain any elements of insult, hate speech, threats, vulgar language, or sarcasm. Therefore, it is non-toxic."
@user Babino παιχταρα,toxic,"The term ""Babino"" is a derogatory term in Greek, often used to belittle someone, and could be considered an insult."
@user Μπράβο Filip.,non-toxic,"The term ""Μπράβο"" is a Greek word that translates to ""Bravo"" or ""Well done."" While it expresses approval, without further context it isn't inherently toxic. It's a congratulatory remark, showing appreciation, and not discouraging, rude, or harmful."
@user @user Άντε ρε φιλιπα γαμια,toxic,"The text contains profanity (""γαμια"") which falls under the category of Insults/Personal Attacks, indicating a rude and offensive message."
@user you see the hand? You know what to do right ?,toxic,"The message contains a veiled threat or instruction directed at the user (@user). The phrase ""You know what to do right?"" implies an expectation of action, potentially harmful or undesirable, and carries a coercive tone, which discourages participation and causes emotional harm."
@user he will be our best player this year hope he stays healthy #OlympiacosFC,non-toxic,"The comment is expressing a positive sentiment and hope for a player's health. It does not contain any insults, hate speech, threats, vulgar language, or sarcasm."
@user you were a gun under Ange mate! pleasure to watch,toxic,"The phrase ""gun under Ange"" is likely a metaphorical insult, suggesting the user performed poorly. While potentially playful, the underlying intent is to criticize and belittle the person being addressed, which falls under Insults / Personal Attacks."
@user Let's go Filip !!!! 💚☘️💚☘️Time to score again !! 💪,non-toxic,"The comment is supportive and encouraging. It expresses enthusiasm for a specific individual and uses positive language ('Let's go,' 'Time to score,' '💪'). There are no elements of insult, hate speech, threats, vulgarity, sarcasm, or hidden toxicity."
@user Είναι τρελός είναι τρελός ο Taison 🦅🦅🦅🦅,toxic,"The text uses repetitive and exaggerated language (""τρελός είναι τρελός"" - he's crazy, he's crazy) to describe a person (Taison). While not directly insulting, the extreme and repetitive nature suggests mockery and a derogatory tone, indicating potential emotional harm or discouragement, classifying it as toxic under sarcasm/hidden toxicity."
@user Stay strong bro. We need u in Old Trafford,non-toxic,"The comment is supportive and encouraging, lacking any elements of insult, hate speech, threats, vulgarity, sarcasm, or hidden toxicity. It expresses solidarity and a positive sentiment."
@user Μόνο εσύ.,toxic,"The phrase ""@user Μόνο εσύ."" translates to ""@user Only you."" While seemingly innocuous on its own, in a discussion context it could be used to dismiss or invalidate another user's input, potentially discouraging participation. Without more context, it's difficult to ascertain the full intent, but it could be interpreted as subtly toxic."
@user Well said 👏 ❤️,non-toxic,"The comment expresses positive sentiment and encouragement using emojis, indicating a respectful and supportive tone."
@user We thank you man! I bought your shirt back in 2021 and  i am your fan!,non-toxic,"The comment expresses gratitude and admiration, using positive language and showing support for the user. There are no elements of insult, hate speech, threats, vulgarity, sarcasm, or hidden toxicity."
"@user Aah sorry to read this, come back stronger Coco 💙",non-toxic,"The comment expresses sympathy and encouragement, demonstrating a respectful and supportive tone. It does not contain any elements of toxicity."
"@user @user Thank you Omar,you have a big character,we won't forget you 🦅",toxic,"The comment uses the phrase ""you have a big character,"" which, depending on context and tone, could be interpreted as a veiled insult or condescending remark, potentially discouraging participation or causing emotional harm. While not overtly aggressive, it warrants consideration as sarcasm/hidden toxicity."
@user ΠΑΜΕΕΕΕΕΕ,non-toxic,"The text consists of repeated characters and a Greek word ""ΠAMEEEΕΕΕ"". Without further context, it's difficult to determine the intent. However, the repetition can be interpreted as an expression of excitement or enthusiasm, but lacks any negative or harmful elements. Therefore, it is classified as non-toxic."
@user @user Only water today bro xd,toxic,"The comment uses ""xd"", which is an internet slang expression often used to convey amusement or sarcasm in a dismissive or mocking tone. While not overtly offensive, its use here can be interpreted as belittling or sarcastic towards the other user's choices, potentially discouraging participation or causing emotional harm."
"@user @user I'm not sure people understand Ste too well 🤔 but Lovren, get your friend to sign a new deal for Liverpool ;)",toxic,"The comment uses sarcasm and a subtly derogatory tone (""get your friend to sign a new deal"") directed at Lovren and implying a lack of understanding among people regarding Ste. While not overtly offensive, the sarcastic implication makes it toxic."
@user @user @user SHOTS FIRED,toxic,"The phrase ""SHOTS FIRED"" is often used as slang to indicate a public confrontation or attack, frequently with a negative or aggressive connotation. While not inherently offensive, the context implies an impending or ongoing conflict and could be interpreted as encouraging discouragement or emotional harm depending on the situation, falling under sarcasm/hidden toxicity."
"@user Your keys, your crypto, your control! 🔐🚀 @user @user GODIN",toxic,"The text uses enthusiastic language and emojis, but the repetitive mentions of '@user' and the capitalization of 'GODIN' suggests an attempt to promote something aggressively or potentially spam other users, which could discourage participation and cause annoyance. This falls under the category of discouraging participation."
"@user you were more dangerous yesterday than a lion in the jungle. We adore you, precious attacker. Now destroy the papers in the free wisdom arena.",toxic,"The comment uses a metaphor comparing the user to a ""dangerous lion in the jungle"" and refers to them as a ""precious attacker,"" which suggests a threatening or aggressive behavior. While framed with apparent adoration, the underlying comparison and labeling of the user as an 'attacker' implies a potentially harmful action or nature, falling under the category of veiled aggression."
@user @user Congratulations 👏 keep working for better 👍,non-toxic,"The comment is congratulatory and positive, offering encouragement. It does not contain any elements of toxicity as defined."
@user we support you Babare-lets go for the next game,non-toxic,"The comment is supportive and encouraging, expressing enthusiasm for a future game. It does not contain any elements of insults, hate speech, threats, vulgarity, or sarcasm."
@user in the playoffs you have to give everything and I believe you will be the best to lead us to win the championship,non-toxic,"The comment is encouraging and positive, expressing belief in the user's ability to lead the team to victory. It lacks any elements of insult, hate speech, threats, vulgar language, or sarcasm."
@user Πουτσαρά παίκτη,toxic,"The text uses a derogatory term (""Πουτσαρά"") to describe a player, which constitutes an insult and a personal attack. This discourages participation and causes emotional harm."
@user THE GOAT of PAOK. Never leave the team @user we love you mate!,non-toxic,"The comment expresses strong positive sentiment and admiration for a team member, without containing any elements of insults, hate speech, threats, vulgar language, or sarcasm. It is a supportive and respectful message."
@user @user Let's go Filip✌️🙌👏☘️💚,non-toxic,"The comment uses encouraging emojis and positive language, directed towards a specific user. There's no indication of insults, threats, hate speech, vulgarity, or sarcasm. It is a supportive message."
@user Coco is a hero in all leagues 🤍,non-toxic,"The comment expresses a positive sentiment (""Coco is a hero"") and uses a heart emoji, indicating support and admiration. It does not contain any elements of insult, hate speech, threats, vulgarity, or sarcasm."
@user Great guy,non-toxic,The comment is a simple positive remark with no elements of toxicity.
@user @user When u joining the Dee 🇨🇷,non-toxic,"The comment uses the abbreviation ""u"" which is informal and potentially dismissive in tone, though not inherently toxic. However, without additional context, it does not demonstrate any of the explicitly defined toxic behaviors."
@user Joan You are a big alani congratulations ⚪⚫✌️💪,toxic,"The comment uses the emoji ""⚪⚫✌️"" which is often associated with mocking or belittling someone, despite appearing positive on the surface. This suggests a sarcastic and potentially derogatory tone, indicating hidden toxicity."
"@user Παιχταρα μου πρόσεχε εκεί στα γκοναρια και στα γκρεμια μην γυρίσεις κάνα πόδι γιατί έχουμε να πάρουμε κι ένα πρωτάθλημα, από τα τσιμέντα της Μενδωνη να πηγαίνεις.",toxic,"The comment contains potentially threatening language and discourages participation. The phrases ""πρόσεχε εκεί στα γκοναρια και στα γκρεμια μην γυρίσεις κάνα πόδι"" (be careful of the knees and rubble, don't twist an ankle) and ""έχουμε να πάρουμε κι ένα πρωτάθλημα"" (we have a championship to win) imply pressure and a veiled threat that could be interpreted as discouraging someone from participating or potentially causing them harm."
@user “This is Istanbul! 😉”,non-toxic,"The comment is a simple statement with a playful emoji. It does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It is respectful and encourages participation."
@user Good luck pal,toxic,"The phrase ""Good luck pal"" can be interpreted as sarcastic and dismissive, potentially discouraging the user from participating in the discussion. While seemingly benign, the tone suggests a lack of genuine encouragement and could be perceived as rude."
@user Good Luck Gelson 💪 in my heart for ever ❤️🤍,non-toxic,The comment is supportive and encouraging with positive emojis. It does not contain any elements of toxicity.
@user I will never stop believing in you even if you leave United,non-toxic,"The comment is supportive and encouraging. It expresses belief in a user even if they leave a team, which is not rude, offensive, or threatening. It doesn't fall into any of the toxicity categories."
@user @user Happy birthday mate❤️❤️❤️,non-toxic,The comment expresses a positive sentiment and contains no elements of toxicity. It is a friendly birthday greeting.
@user His mind open that is when you guys need to trick people he can respect you whithout doing that and that is forbiden to make muslim person he can do what ever he like but being muslim is and celebrating  xmas❌️,toxic,"The text contains hate speech targeting a religious group (""make muslim person"") and expresses a restrictive viewpoint based on religious identity. This aligns with the definition of hate speech and is therefore toxic."
@user Warrior!!!,non-toxic,"The comment uses an exclamation of excitement, ""Warrior!!!"", which, while enthusiastic, could be interpreted as a forceful or aggressive statement depending on context and tone. While not inherently toxic, its potential for being perceived as disruptive or discouraging warrants a cautious classification."
@user you don’t know what you did for me in  🥺❤️,non-toxic,"The text expresses gratitude and affection using emojis, indicating a positive and respectful sentiment. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm."
@user @user Με κόντρα διαιτησία και πάλι δεν μπόρεσαν. Μπάμπα είσαι παιχταράς.,toxic,"The phrase ""Μπάμπα είσαι παιχταράς"" (Mamba, you are a good player) might seem positive on the surface, but in the context of the preceding statement criticizing the referee and implying the team couldn't overcome the situation, it is likely used sarcastically to belittle or mock someone. This constitutes sarcasm/hidden toxicity."
@user Should’ve stayed at Reading lad,toxic,"The comment ""@user Should’ve stayed at Reading lad"" is dismissive and potentially mocking towards the user's performance or actions. While not overtly offensive, it discourages participation and carries a negative tone, thus qualifies as toxic."
"@user With you to the stars, malaka!!!!",toxic,"The term ""malaka"" is a Greek insult, which constitutes a personal attack."
@user κ τα αρχιδια μου. Τι το έχεις το γκολ βρε παπάρα στο όνομα? Ούτε με τηλεσκόπιο δε το βλέπεις,toxic,"The text contains offensive and derogatory language (""παπάρα"") directed at a user, constituting a personal insult. This falls under the category of Insults / Personal Attacks."
@user 🤍🖤🤍🖤 ΠΑΜΕΕΕ,non-toxic,"The text consists of repeating symbols and Greek text ""ΠΑΜΕΕΕ"", which while potentially enthusiastic, lacks any clear negative intent or falls under any of the specified toxicity categories. It's unlikely to discourage participation or cause emotional harm."
@user Really hope you stay at wolves 🙏,toxic,"The comment expresses a hope that a user stays at a particular team ('wolves'). While seemingly innocuous, it can be interpreted as a passive-aggressive or sarcastic remark, potentially discouraging or negatively impacting the user’s sense of belonging or perceived value, especially if the user was considering leaving. Therefore, it leans towards hidden toxicity."
@user is quietly having another elite season for @user. He scored his 8th goal of the season against @user and backs this up with some of the best ball progression and defensive output in Europe ⚫️ ⚪️ #underrated #stoiximansuperleague,non-toxic,"The text is complimentary and does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It praises a player's performance and uses positive hashtags."
@user Happy to have you at PAOK. You are a great role model. PAOK is more than a club! I believe you have realised that.,non-toxic,"The comment is positive and encouraging, expressing happiness about a user joining a club and highlighting their role model status. It lacks any elements of toxicity."
@user  Hat-trick! 🔴⚪️🦁,non-toxic,"The text is a celebratory message regarding a hat-trick and does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It is a neutral and positive statement."
@user Baba stay for Champions League Group Stage🥰,non-toxic,"The comment is non-toxic. It expresses a positive sentiment (""🥰"") towards a user (""@user Baba"") and references a sports competition (""Champions League Group Stage""). There are no insults, hate speech, threats, vulgar language, or sarcasm present."
"@user Welcome Kris , glad you are here👊We as a club have a quote and if you follow it , great things will happen for you and your career and our club. "" Play for the name in the front of the shirt and people will remember the name in the back ""Lets work🔥",non-toxic,"The text uses a fist bump emoji (👊) which, while seemingly positive, can be interpreted as aggressive or confrontational depending on the context and relationship between the sender and recipient. While the overall tone appears welcoming and motivational, the use of the fist bump introduces a potential element of intimidation or pressure, which could discourage participation or cause emotional discomfort for some."
"@user @user less talking, more hard work and better play on the pitch",toxic,"The comment discourages participation by dismissing the user's contribution (""less talking"") and demands a specific action (""more hard work, better play""), implying a negative evaluation of their current behavior. This falls under discouraging participation, a key characteristic of toxic comments."
@user x @user #lovefriend,non-toxic,"The text consists of usernames, a hashtag, and the word 'lovefriend'. It does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It is a neutral and respectful message."
@user @user Thank you brother,non-toxic,"The comment expresses gratitude and does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It is respectful and positive."
@user its time to meditate young pride of Tanzania. Score again this Sunday. You are a legend.,non-toxic,"The comment uses the term ""young pride"" which could be interpreted as condescending, although it is presented with encouragement and praise. However, given the definition of toxicity focusing on discouragement and emotional harm, the tone could be seen as belittling despite the positive sentiment."
"@user Thank you for the great goals and beautiful memories, Kolejorz will never forget you. Good luck in Olympiacos and do widzenia Kris 💙🤍",non-toxic,"The comment is expressing gratitude and well wishes, using terms like ""great goals"" and ""beautiful memories."" There is no indication of insults, hate speech, threats, vulgar language, or sarcasm. The tone is positive and respectful."
@user One day we’ll meet. Insha Allah,non-toxic,"The phrase ""Insha Allah"" (God willing) is generally a statement of hope or intention and not inherently toxic. It doesn't contain insults, hate speech, threats, vulgarity, or sarcasm. The preceding phrase ""@user One day we’ll meet"" is a statement of possibility and not inherently toxic."
@user Take me back,non-toxic,"The comment ""@user Take me back"" lacks context and doesn't inherently display any toxic elements. It's a simple request and doesn't contain insults, hate speech, threats, vulgar language, or sarcasm."
@user Ανεβαζεις ποστ πιο γρηγορα απο οτι τραυματιζεσαι . Αυτο να το δεχτουμε 😂,toxic,"The comment uses sarcasm and a derogatory tone, implying the user posts excessively and is prone to injury. While not a direct insult, the mocking nature of the comment discourages participation and could cause emotional harm, falling under the category of sarcasm/hidden toxicity."
@user Speedy recovery ❤️‍🩹 baba 🙏🏽,non-toxic,"The comment expresses well wishes and uses religious symbolism (baba, 🙏🏽), indicating support and positivity. It does not contain any elements of toxicity."
@user @user İ love you omar colley ❤️,non-toxic,"The comment expresses affection (""love"") and uses a heart emoji, which is generally positive and does not exhibit any toxic characteristics such as insults, hate speech, threats, vulgarity, or sarcasm."
@user @user Wizard 🪄🪄🪄,toxic,"The comment uses emojis in a way that could be perceived as mocking or belittling, although it's difficult to determine intent without context. Given the lack of clarity and potential for negative interpretation, it is classified as toxic."
@user We thank Allah 🙏,non-toxic,"The comment expresses religious sentiment and does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. It is a respectful expression."
@user Thank you for making us proud !🥳,non-toxic,"The comment expresses appreciation and uses positive language, showing respect and encouragement. It doesn't contain any elements of toxicity."
@user @user @user @user I hope you liked the food 😂♥️,toxic,"The comment uses sarcasm (implied mockery) towards the mentioned users, suggesting they may have disliked the food despite the positive emojis. This sarcastic tone can be perceived as derogatory and potentially discourages participation."
@user wtf happened to you broo😭😭😭😭😭,toxic,"The phrase ""wtf"" is considered rude and abrupt, indicating shock or disapproval in a potentially offensive manner. While the repeated crying emojis attempt to soften the tone, the initial expression of disbelief and frustration qualifies as a mild form of discouragement or emotional harm."
@user One to go,non-toxic,"The text is a simple statement and lacks any elements of toxicity such as insults, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It's a neutral observation."
@user @user Dale! 🇲🇽🇱🇧,non-toxic,"The text consists of user mentions and flags, which are neutral in nature and do not exhibit any toxic elements like insults, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It is a simple display of user tags and national flags."
@user @user Good luck Krzychu!,non-toxic,"The comment is a simple well-wishing message. It does not contain any insults, hate speech, threats, vulgar language, sarcasm, or any elements that would classify it as toxic."
@user Very well said 💯❤️,non-toxic,The comment expresses positive sentiment with emojis and does not contain any elements of toxicity.
@user still up?,non-toxic,"The comment is a simple question and does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It is a neutral inquiry."
@user Mo is a special person. I hope he knows how much we appreciate him. His beliefs are important too and I know he understands Christmas. A happy Christmas to you Dejan too.,non-toxic,"The text is respectful and expresses appreciation. It contains no insults, hate speech, threats, vulgar language, or sarcasm. It is a positive and encouraging message."
"@user Never mind, come to Rizespor",toxic,"The phrase ""Never mind"" dismisses the other user and discourages participation in the discussion, fitting the definition of a toxic comment."
@user @user Machine…👍👆💪,toxic,"The text uses emojis (👍👆💪) which, in this context, could be interpreted as mocking or dismissive toward the users mentioned. While seemingly benign on their own, the combination with the @user tags suggests a potentially belittling tone, which aligns with discouraging participation in the discussion."
"@user @user Let's go bro, you've got this, make everyone proud",non-toxic,"The comment is encouraging and positive, expressing support and wishing success. It does not contain any elements of toxicity as defined."
@user Consider quitting bro.You’ve enough money to take care of yourself and your family!,toxic,"The comment discourages the user from participating in the discussion and implies they should quit, which falls under discouraging participation and causing potential emotional harm. While not overtly insulting, the directive has a dismissive tone."
@user Please stay bro 🙏,toxic,"The phrase ""Please stay bro"" can be interpreted as dismissive or condescending, potentially discouraging the user from participating. While seemingly friendly, the tone could be perceived negatively, especially if the user feels unwelcome. Therefore, it leans towards toxic."
@user Congrats 🧡🧡,non-toxic,The comment expresses congratulations and uses positive emojis. It does not contain any elements of toxicity.
@user @user Let's go Filip!!! Screw them!!!,toxic,"The comment uses the phrase ""Screw them!!!"", which is a rude and dismissive statement directed towards an unspecified group, indicating discouragement and potentially causing emotional harm. This falls under insults/personal attacks."
@user Πληρωθηκες;,toxic,"The comment ""@user Πληρωθηκες;"" is potentially toxic. While the language itself is Greek and requires translation to fully understand the intent, the use of ""Πληρωθηκες"" (which translates to ""You've been paid"" or ""You got paid"") directed at a user in a potentially accusatory or belittling manner could discourage participation or cause emotional harm, especially if the context suggests an inappropriate or offensive situation. Without further context, it's difficult to definitively determine the intent, but the potential for harm warrants a classification as toxic."
@user @user YY❤️⚜️,non-toxic,"The text consists of user mentions and emojis. It does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a friendly or appreciative message."
@user @user @user @user Great more of this.,toxic,"The comment expresses dismissiveness and discouragement towards other users' contributions, implying they are unwanted or of poor quality. This falls under discouraging someone from participating in the discussion, and thus is toxic."
@user @user Τραβα γαμησου ηλίθιε,toxic,"The text contains profanity and is a direct insult directed at another user, thus fitting the definition of an insult/personal attack."
